r0,final_level,collapsed_at_end,ever_collapsed
1.0,15.059557321520264,False,False
5.0,16.425267269712016,False,False
20.0,16.68297188445557,False,False
50.0,16.722117559463328,False,False
80.0,16.722117559463328,False,False
95.0,16.722117559463328,False,False
