m,g0_cooperative,g0_conditional_cooperator,g0_compensating_cooperator,g0_selfish,g0_sanctioning,g1_cooperative,g1_conditional_cooperator,g1_compensating_cooperator,g1_selfish,g1_sanctioning,g2_cooperative,g2_conditional_cooperator,g2_compensating_cooperator,g2_selfish,g2_sanctioning,g3_cooperative,g3_conditional_cooperator,g3_compensating_cooperator,g3_selfish,g3_sanctioning,welfare_efficiency,collapsed
4,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,0,0,1,0,1,0.04700849865022121,True
4,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0.05663398762593503,True
4,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,0,0,2,0,0,0.06700849865022118,True
4,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0.0430246776299018,True
4,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,0,1,0,1,0,0.052596984063789765,True
4,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,0,1,1,0,0,0.058848950718145734,True
4,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,0,2,0,0,0,0.05421820672556602,True
4,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,1,0.04700849865022121,True
4,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,1,0,0,1,0,0.05663398762593503,True
4,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0.06700849865022118,True
4,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0.058848950718145734,True
4,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0.06700849865022118,True
4,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0.032154811724390685,True
4,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,1,0.050626725231788475,True
4,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,0.064375,True
4,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,1,0,1,0.05215481172439065,True
4,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,1,1,0,0.0675572485394852,True
4,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0.07215481172439062,True
4,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,1,0,0,1,0.05062672523180307,True
4,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,1,0,1,0,0.06609375,True
4,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,1,1,0,0,0.06939751971667098,True
4,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,0.0675,True
4,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,1,0,0,0,1,0.05215481172439065,True
4,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,1,0,0,1,0,0.0675572485394852,True
4,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,1,0,1,0,0,0.07215481172439062,True
4,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,1,1,0,0,0,0.06939751971667098,True
4,0,0,0,2,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,0,0.07215481172439062,True
4,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,2,0.034085219215830506,True
4,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0.04700849865022121,True
4,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,0,0,0,2,0,0.05215481172439065,True
4,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,1,0.054085219215830475,True
4,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0.05959684156473499,True
4,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,0,0,2,0,0,0.07408521921583044,True
4,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,0,1,0,0,1,0.04700849872561833,True
4,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0.054205424668726646,True
4,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,0,1,1,0,0,0.06200196942424303,True
4,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,0,2,0,0,0,0.05587029299360818,True
4,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,1,0,0,0,1,0.054085219215830475,True
4,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,1,0,0,1,0,0.05959684156473499,True
4,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,1,0,1,0,0,0.07408521921583044,True
4,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0.06200196942424303,True
4,0,0,0,2,0,0,2,0,0,0,0,0,1,0,1,2,0,0,0,0,0.07408521921583044,True
4,0,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,2,0.03959684156473503,True
4,0,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0.05663398762593503,True
4,0,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,0,2,0,0.0675572485394852,True
4,0,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,1,0.05959684156473499,True
4,0,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,1,1,0,0.07215481172439062,True
4,0,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,2,0,0,0.07959684156473495,True
4,0,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,1,0,0,1,0.0566339876262711,True
4,0,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0.06939751971667098,True
4,0,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0.07420542466872661,True
4,0,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,2,0,0,0,0.07090005893809109,True
4,0,0,0,2,0,0,2,0,0,0,0,0,1,1,0,1,0,0,0,1,0.05959684156473499,True
4,0,0,0,2,0,0,2,0,0,0,0,0,1,1,0,1,0,0,1,0,0.07215481172439062,True
4,0,0,0,2,0,0,2,0,0,0,0,0,1,1,0,1,0,1,0,0,0.07959684156473495,True
4,0,0,0,2,0,0,2,0,0,0,0,0,1,1,0,1,1,0,0,0,0.07420542466872661,True
4,0,0,0,2,0,0,2,0,0,0,0,0,1,1,0,2,0,0,0,0,0.07959684156473495,True
4,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,2,0.054085219215830475,True
4,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,1,1,0.06700849865022118,True
4,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0.07215481172439062,True
4,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,1,0.07408521921583044,True
4,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,1,1,0,0.07959684156473495,True
4,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,0,0.09408521921583042,True
4,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,1,0,0,1,0.0670084987256183,True
4,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,1,0,1,0,0.07420542466872661,True
4,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0.082001969424243,True
4,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0.07587029299360815,True
4,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,1,0.07408521921583044,True
4,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,0,0,1,0,0.07959684156473495,True
4,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,0,1,0,0,0.09408521921583042,True
4,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,1,1,0,0,0,0.082001969424243,True
4,0,0,0,2,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0.09408521921583042,True
4,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,2,0.027008498725618363,True
4,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,1,1,0.0430246776299018,True
4,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,2,0,0.05062672523180307,True
4,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0.04700849872561833,True
4,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,0,0,1,1,0,0.0566339876262711,True
4,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,0,0,2,0,0,0.0670084987256183,True
4,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0.04302467766849804,True
4,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,0,1,0,1,0,0.052596984063870506,True
4,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,0,1,1,0,0,0.05884895077240942,True
4,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,0,2,0,0,0,0.05421820674811662,True
4,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,1,0,0,0,1,0.04700849872561833,True
4,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,1,0,0,1,0,0.0566339876262711,True
4,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,1,0,1,0,0,0.0670084987256183,True
4,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,1,1,0,0,0,0.05884895077240942,True
4,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,2,0,0,0,0,0.0670084987256183,True
4,0,0,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,2,0.034205424668726676,True
4,0,0,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,1,1,0.052596984063789765,True
4,0,0,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,0,2,0,0.06609375,True
4,0,0,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,1,0,1,0.054205424668726646,True
4,0,0,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,1,1,0,0.06939751971667098,True
4,0,0,0,2,0,0,2,0,0,0,0,1,0,1,0,0,0,2,0,0,0.07420542466872661,True
4,0,0,0,2,0,0,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0.052596984063870506,True
4,0,0,0,2,0,0,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0.0675,True
4,0,0,0,2,0,0,2,0,0,0,0,1,0,1,0,0,1,1,0,0,0.07090005893809109,True
4,0,0,0,2,0,0,2,0,0,0,0,1,0,1,0,0,2,0,0,0,0.06859375,True
4,0,0,0,2,0,0,2,0,0,0,0,1,0,1,0,1,0,0,0,1,0.054205424668726646,True
4,0,0,0,2,0,0,2,0,0,0,0,1,0,1,0,1,0,0,1,0,0.06939751971667098,True
4,0,0,0,2,0,0,2,0,0,0,0,1,0,1,0,1,0,1,0,0,0.07420542466872661,True
4,0,0,0,2,0,0,2,0,0,0,0,1,0,1,0,1,1,0,0,0,0.07090005893809109,True
4,0,0,0,2,0,0,2,0,0,0,0,1,0,1,0,2,0,0,0,0,0.07420542466872661,True
4,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,2,0.042001969424243064,True
4,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,1,1,0.058848950718145734,True
4,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,0,0.06939751971667098,True
4,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,1,0.06200196942424303,True
4,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0.07420542466872661,True
4,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,0,2,0,0,0.082001969424243,True
4,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,1,0.05884895077240942,True
4,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,1,0,1,0,0.07090005893809109,True
4,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0.07587029299360815,True
4,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0.0720658091241079,True
4,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,1,0.06200196942424303,True
4,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0.07420542466872661,True
4,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,1,0,1,0,0,0.082001969424243,True
4,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,1,1,0,0,0,0.07587029299360815,True
4,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0.082001969424243,True
4,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0.03587029299360821,True
4,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,1,1,0.05421820672556602,True
4,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0.0675,True
4,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,1,0,1,0.05587029299360818,True
4,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0.07090005893809109,True
4,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0.07587029299360815,True
4,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,1,0,0,1,0.05421820674811662,True
4,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,0.06859375,True
4,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0.0720658091241079,True
4,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,0.069375,True
4,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,1,0.05587029299360818,True
4,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,1,0,0,1,0,0.07090005893809109,True
4,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,1,0,1,0,0,0.07587029299360815,True
4,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,1,1,0,0,0,0.0720658091241079,True
4,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0,0.07587029299360815,True
4,0,0,0,2,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,2,0.034085219215830506,True
4,0,0,0,2,0,0,2,0,0,0,1,0,0,0,1,0,0,0,1,1,0.04700849865022121,True
4,0,0,0,2,0,0,2,0,0,0,1,0,0,0,1,0,0,0,2,0,0.05215481172439065,True
4,0,0,0,2,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0.054085219215830475,True
4,0,0,0,2,0,0,2,0,0,0,1,0,0,0,1,0,0,1,1,0,0.05959684156473499,True
4,0,0,0,2,0,0,2,0,0,0,1,0,0,0,1,0,0,2,0,0,0.07408521921583044,True
4,0,0,0,2,0,0,2,0,0,0,1,0,0,0,1,0,1,0,0,1,0.04700849872561833,True
4,0,0,0,2,0,0,2,0,0,0,1,0,0,0,1,0,1,0,1,0,0.054205424668726646,True
4,0,0,0,2,0,0,2,0,0,0,1,0,0,0,1,0,1,1,0,0,0.06200196942424303,True
4,0,0,0,2,0,0,2,0,0,0,1,0,0,0,1,0,2,0,0,0,0.05587029299360818,True
4,0,0,0,2,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,1,0.054085219215830475,True
4,0,0,0,2,0,0,2,0,0,0,1,0,0,0,1,1,0,0,1,0,0.05959684156473499,True
4,0,0,0,2,0,0,2,0,0,0,1,0,0,0,1,1,0,1,0,0,0.07408521921583044,True
4,0,0,0,2,0,0,2,0,0,0,1,0,0,0,1,1,1,0,0,0,0.06200196942424303,True
4,0,0,0,2,0,0,2,0,0,0,1,0,0,0,1,2,0,0,0,0,0.07408521921583044,True
4,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,2,0.03959684156473503,True
4,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,0,0,1,1,0.05663398762593503,True
4,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,0,0,2,0,0.0675572485394852,True
4,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,0,1,0,1,0.05959684156473499,True
4,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,0,1,1,0,0.07215481172439062,True
4,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,0,2,0,0,0.07959684156473495,True
4,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0.0566339876262711,True
4,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,1,0,1,0,0.06939751971667098,True
4,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,1,1,0,0,0.07420542466872661,True
4,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,2,0,0,0,0.07090005893809109,True
4,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0.05959684156473499,True
4,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0.07215481172439062,True
4,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,1,0,1,0,0,0.07959684156473495,True
4,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,1,1,0,0,0,0.07420542466872661,True
4,0,0,0,2,0,0,2,0,0,0,1,0,0,1,0,2,0,0,0,0,0.07959684156473495,True
4,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,2,0.054085219215830475,True
4,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0,0,0,1,1,0.06700849865022118,True
4,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0,0,0,2,0,0.07215481172439062,True
4,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0,0,1,0,1,0.07408521921583044,True
4,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0,0,1,1,0,0.07959684156473495,True
4,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0,0,2,0,0,0.09408521921583042,True
4,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,1,0.0670084987256183,True
4,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0,1,0,1,0,0.07420542466872661,True
4,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0,1,1,0,0,0.082001969424243,True
4,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0,2,0,0,0,0.07587029299360815,True
4,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,1,0,0,0,1,0.07408521921583044,True
4,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,1,0,0,1,0,0.07959684156473495,True
4,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,1,0,1,0,0,0.09408521921583042,True
4,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,1,1,0,0,0,0.082001969424243,True
4,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,2,0,0,0,0,0.09408521921583042,True
4,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,2,0.042001969424243064,True
4,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,1,0.058848950718145734,True
4,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0.06939751971667098,True
4,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0.06200196942424303,True
4,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0.07420542466872661,True
4,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,0,2,0,0,0.082001969424243,True
4,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,1,0,0,1,0.05884895077240942,True
4,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,1,0,1,0,0.07090005893809109,True
4,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0.07587029299360815,True
4,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,0,2,0,0,0,0.0720658091241079,True
4,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,1,0,0,0,1,0.06200196942424303,True
4,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,1,0,0,1,0,0.07420542466872661,True
4,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,1,0,1,0,0,0.082001969424243,True
4,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,1,1,0,0,0,0.07587029299360815,True
4,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,2,0,0,0,0,0.082001969424243,True
4,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0.054085219215830475,True
4,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,1,1,0.06700849865022118,True
4,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0.07215481172439062,True
4,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0.07408521921583044,True
4,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0.07959684156473495,True
4,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,0,2,0,0,0.09408521921583042,True
4,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,1,0,0,1,0.0670084987256183,True
4,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,1,0,1,0,0.07420542466872661,True
4,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0.082001969424243,True
4,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0.07587029299360815,True
4,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,1,0,0,0,1,0.07408521921583044,True
4,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,1,0,0,1,0,0.07959684156473495,True
4,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,1,0,1,0,0,0.09408521921583042,True
4,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0.082001969424243,True
4,0,0,0,2,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0.09408521921583042,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0.5540210857592641,False
4,0,0,0,2,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,1,0.11196166614481146,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,0,2,0,0,0,2,0,0.02593565243445107,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,0,2,0,0,1,0,1,0.5740210857592641,False
4,0,0,0,2,0,1,0,0,0,1,0,0,0,0,2,0,0,1,1,0,0.0641978023809259,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0.5940210857592642,False
4,0,0,0,2,0,1,0,0,0,1,0,0,0,0,2,0,1,0,0,1,0.11196166614481146,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,0,2,0,1,0,1,0,0.03036818648847354,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,0,2,0,1,1,0,0,0.0711089108526064,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0.034085219215830506,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,0,2,1,0,0,0,1,0.5740210857592641,False
4,0,0,0,2,0,1,0,0,0,1,0,0,0,0,2,1,0,0,1,0,0.0641978023809259,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0.5940210857592642,False
4,0,0,0,2,0,1,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0.0711089108526064,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0.5940210857592642,False
4,0,0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,2,0.11196166614481146,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,1,0.07329416593524739,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0,0,2,0,0.03965168409283001,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0.13196166614481142,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,0,0.05947665573328902,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0,2,0,0,0.1519616661448114,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0.0732941659380919,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0.0436339301930094,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,0.06544684973733234,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,1,1,0,2,0,0,0,0.04700849865022121,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0.13196166614481142,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0.05947665573328902,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0.1519616661448114,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0.06544684973733234,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,1,1,2,0,0,0,0,0.1519616661448114,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0.02593565243445107,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0.03965168409283001,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0.046877829219920876,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,1,0.04593565243445104,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,0,0,1,1,0,0.053319063373934154,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0.065935652434451,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,0,1,0,0,1,0.03965168409319448,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,0,1,0,1,0,0.049713880241093585,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,0,1,1,0,0,0.056707387948653175,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0.05215481172439065,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0.04593565243445104,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,1,0,0,1,0,0.053319063373934154,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,1,0,1,0,0,0.065935652434451,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0.056707387948653175,True
4,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0.065935652434451,True
4,0,0,0,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0.5740210857592641,False
4,0,0,0,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0.13196166614481142,True
4,0,0,0,2,0,1,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0.04593565243445104,True
4,0,0,0,2,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0.5940210857592642,False
4,0,0,0,2,0,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0.08419780238092588,True
4,0,0,0,2,0,1,0,0,0,1,0,0,1,0,1,0,0,2,0,0,0.6140210857592641,False
4,0,0,0,2,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0.13196166614481142,True
4,0,0,0,2,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0.050368186488473514,True
4,0,0,0,2,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0.09110891085260636,True
