m,g0_cooperative,g0_conditional_cooperator,g0_compensating_cooperator,g0_selfish,g0_sanctioning,g1_cooperative,g1_conditional_cooperator,g1_compensating_cooperator,g1_selfish,g1_sanctioning,welfare_efficiency,collapsed
2,0,0,0,3,1,1,0,0,2,1,0.9599999999999996,False
2,0,0,0,3,1,1,0,0,3,0,0.06454079135186055,True
2,0,0,0,3,1,1,0,1,0,2,0.9399999999999994,False
2,0,0,0,3,1,1,0,1,1,1,0.9599999999999996,False
2,0,0,0,3,1,1,0,1,2,0,0.09213854305545643,True
2,0,0,0,3,1,1,0,2,0,1,0.9599999999999996,False
2,0,0,0,3,1,1,0,2,1,0,0.86417648610408,False
2,0,0,0,3,1,1,0,3,0,0,0.9799999999999998,False
2,0,0,0,3,1,1,1,0,0,2,0.9399999999999994,False
2,0,0,0,3,1,1,1,0,1,1,0.9599999999999996,False
2,0,0,0,3,1,1,1,0,2,0,0.06932245867201677,True
2,0,0,0,3,1,1,1,1,0,1,0.9599999999999996,False
2,0,0,0,3,1,1,1,1,1,0,0.09917909826415391,True
2,0,0,0,3,1,1,1,2,0,0,0.9799999999999998,False
2,0,0,0,3,1,1,2,0,0,1,0.9599999999999996,False
2,0,0,0,3,1,1,2,0,1,0,0.07247311232093537,True
2,0,0,0,3,1,1,2,1,0,0,0.9799999999999998,False
2,0,0,0,3,1,1,3,0,0,0,0.9799999999999998,False
2,0,0,0,3,1,2,0,0,0,2,0.9399999999999994,False
2,0,0,0,3,1,2,0,0,1,1,0.9599999999999996,False
2,0,0,0,3,1,2,0,0,2,0,0.09213854305545643,True
2,0,0,0,3,1,2,0,1,0,1,0.9599999999999996,False
2,0,0,0,3,1,2,0,1,1,0,0.8618059239880839,False
2,0,0,0,3,1,2,0,2,0,0,0.9799999999999998,False
2,0,0,0,3,1,2,1,0,0,1,0.9599999999999996,False
2,0,0,0,3,1,2,1,0,1,0,0.09849887631879185,True
2,0,0,0,3,1,2,1,1,0,0,0.9799999999999998,False
2,0,0,0,3,1,2,2,0,0,0,0.9799999999999998,False
2,0,0,0,3,1,3,0,0,0,1,0.9599999999999996,False
2,0,0,0,3,1,3,0,0,1,0,0.8601862761101238,False
2,0,0,0,3,1,3,0,1,0,0,0.9799999999999998,False
2,0,0,0,3,1,3,1,0,0,0,0.9799999999999998,False
2,0,0,0,3,1,4,0,0,0,0,0.9799999999999998,False
2,0,0,0,4,0,0,0,0,0,4,0.0059356524344511006,True
2,0,0,0,4,0,0,0,0,1,3,0.01965168409283004,True
2,0,0,0,4,0,0,0,0,2,2,0.03615741738552684,True
2,0,0,0,4,0,0,0,0,3,1,0.05405164373535368,True
2,0,0,0,4,0,0,0,0,4,0,0.06,True
2,0,0,0,4,0,0,0,1,0,3,0.02593565243445107,True
2,0,0,0,4,0,0,0,1,1,2,0.03965168409283001,True
2,0,0,0,4,0,0,0,1,2,1,0.056157417385526806,True
2,0,0,0,4,0,0,0,1,3,0,0.06285953409608667,True
2,0,0,0,4,0,0,0,2,0,2,0.04593565243445104,True
2,0,0,0,4,0,0,0,2,1,1,0.05965168409282998,True
2,0,0,0,4,0,0,0,2,2,0,0.06687782921992085,True
2,0,0,0,4,0,0,0,3,0,1,0.065935652434451,True
2,0,0,0,4,0,0,0,3,1,0,0.07331906337393412,True
2,0,0,0,4,0,0,0,4,0,0,0.08593565243445098,True
2,0,0,0,4,0,0,1,0,0,3,0.019651684093194514,True
2,0,0,0,4,0,0,1,0,1,2,0.03615741738557527,True
2,0,0,0,4,0,0,1,0,2,1,0.05405164373536887,True
2,0,0,0,4,0,0,1,0,3,0,0.06234375,True
2,0,0,0,4,0,0,1,1,0,2,0.03965168409319448,True
2,0,0,0,4,0,0,1,1,1,1,0.05615741738557524,True
2,0,0,0,4,0,0,1,1,2,0,0.06537826161156801,True
2,0,0,0,4,0,0,1,2,0,1,0.05965168409319445,True
2,0,0,0,4,0,0,1,2,1,0,0.06971388024109355,True
2,0,0,0,4,0,0,1,3,0,0,0.07670738794865314,True
2,0,0,0,4,0,0,2,0,0,2,0.03615741738568025,True
2,0,0,0,4,0,0,2,0,1,1,0.0540516437353953,True
2,0,0,0,4,0,0,2,0,2,0,0.064375,True
2,0,0,0,4,0,0,2,1,0,1,0.05615741738568022,True
2,0,0,0,4,0,0,2,1,1,0,0.0675572485394852,True
2,0,0,0,4,0,0,2,2,0,0,0.07215481172439062,True
2,0,0,0,4,0,0,3,0,0,1,0.054051643735452515,True
2,0,0,0,4,0,0,3,0,1,0,0.06609375,True
2,0,0,0,4,0,0,3,1,0,0,0.06939751971667098,True
2,0,0,0,4,0,0,4,0,0,0,0.0675,True
2,0,0,0,4,0,1,0,0,0,3,0.02593565243445107,True
2,0,0,0,4,0,1,0,0,1,2,0.03965168409283001,True
2,0,0,0,4,0,1,0,0,2,1,0.056157417385526806,True
2,0,0,0,4,0,1,0,0,3,0,0.06285953409608667,True
2,0,0,0,4,0,1,0,1,0,2,0.04593565243445104,True
2,0,0,0,4,0,1,0,1,1,1,0.05965168409282998,True
2,0,0,0,4,0,1,0,1,2,0,0.06687782921992085,True
2,0,0,0,4,0,1,0,2,0,1,0.065935652434451,True
2,0,0,0,4,0,1,0,2,1,0,0.07331906337393412,True
2,0,0,0,4,0,1,0,3,0,0,0.08593565243445098,True
2,0,0,0,4,0,1,1,0,0,2,0.03965168409319448,True
2,0,0,0,4,0,1,1,0,1,1,0.05615741738557524,True
2,0,0,0,4,0,1,1,0,2,0,0.06537826161156801,True
2,0,0,0,4,0,1,1,1,0,1,0.05965168409319445,True
2,0,0,0,4,0,1,1,1,1,0,0.06971388024109355,True
2,0,0,0,4,0,1,1,2,0,0,0.07670738794865314,True
2,0,0,0,4,0,1,2,0,0,1,0.05615741738568022,True
2,0,0,0,4,0,1,2,0,1,0,0.0675572485394852,True
2,0,0,0,4,0,1,2,1,0,0,0.07215481172439062,True
2,0,0,0,4,0,1,3,0,0,0,0.06939751971667098,True
2,0,0,0,4,0,2,0,0,0,2,0.04593565243445104,True
2,0,0,0,4,0,2,0,0,1,1,0.05965168409282998,True
2,0,0,0,4,0,2,0,0,2,0,0.06687782921992085,True
2,0,0,0,4,0,2,0,1,0,1,0.065935652434451,True
2,0,0,0,4,0,2,0,1,1,0,0.07331906337393412,True
2,0,0,0,4,0,2,0,2,0,0,0.08593565243445098,True
2,0,0,0,4,0,2,1,0,0,1,0.05965168409319445,True
2,0,0,0,4,0,2,1,0,1,0,0.06971388024109355,True
2,0,0,0,4,0,2,1,1,0,0,0.07670738794865314,True
2,0,0,0,4,0,2,2,0,0,0,0.07215481172439062,True
2,0,0,0,4,0,3,0,0,0,1,0.065935652434451,True
2,0,0,0,4,0,3,0,0,1,0,0.07331906337393412,True
2,0,0,0,4,0,3,0,1,0,0,0.08593565243445098,True
2,0,0,0,4,0,3,1,0,0,0,0.07670738794865314,True
2,0,0,0,4,0,4,0,0,0,0,0.08593565243445098,True
2,0,0,1,0,3,0,0,0,0,4,0.8599999999999988,False
2,0,0,1,0,3,0,0,0,1,3,0.8799999999999989,False
2,0,0,1,0,3,0,0,0,2,2,0.8999999999999991,False
2,0,0,1,0,3,0,0,0,3,1,0.9199999999999993,False
2,0,0,1,0,3,0,0,0,4,0,0.02593565243445107,True
2,0,0,1,0,3,0,0,1,0,3,0.8799999999999989,False
2,0,0,1,0,3,0,0,1,1,2,0.8999999999999991,False
2,0,0,1,0,3,0,0,1,2,1,0.9199999999999993,False
2,0,0,1,0,3,0,0,1,3,0,0.0641978023809259,True
2,0,0,1,0,3,0,0,2,0,2,0.8999999999999991,False
2,0,0,1,0,3,0,0,2,1,1,0.9199999999999993,False
2,0,0,1,0,3,0,0,2,2,0,0.5940210857592642,False
2,0,0,1,0,3,0,0,3,0,1,0.9199999999999993,False
2,0,0,1,0,3,0,0,3,1,0,0.9327538818359375,False
2,0,0,1,0,3,0,0,4,0,0,0.9399999999999994,False
2,0,0,1,0,3,0,1,0,0,3,0.8799999999999989,False
2,0,0,1,0,3,0,1,0,1,2,0.8999999999999991,False
2,0,0,1,0,3,0,1,0,2,1,0.9199999999999993,False
2,0,0,1,0,3,0,1,0,3,0,0.03036818648847354,True
2,0,0,1,0,3,0,1,1,0,2,0.8999999999999991,False
2,0,0,1,0,3,0,1,1,1,1,0.9199999999999993,False
2,0,0,1,0,3,0,1,1,2,0,0.0711089108526064,True
2,0,0,1,0,3,0,1,2,0,1,0.9199999999999993,False
2,0,0,1,0,3,0,1,2,1,0,0.6002711713321895,False
2,0,0,1,0,3,0,1,3,0,0,0.9399999999999994,False
2,0,0,1,0,3,0,2,0,0,2,0.8999999999999991,False
2,0,0,1,0,3,0,2,0,1,1,0.9199999999999993,False
2,0,0,1,0,3,0,2,0,2,0,0.034085219215830506,True
2,0,0,1,0,3,0,2,1,0,1,0.9199999999999993,False
2,0,0,1,0,3,0,2,1,1,0,0.07512421834481063,True
2,0,0,1,0,3,0,2,2,0,0,0.9399999999999994,False
2,0,0,1,0,3,0,3,0,0,1,0.9199999999999993,False
2,0,0,1,0,3,0,3,0,1,0,0.03612285414374039,True
2,0,0,1,0,3,0,3,1,0,0,0.9399999999999994,False
2,0,0,1,0,3,0,4,0,0,0,0.9399999999999994,False
2,0,0,1,0,3,1,0,0,0,3,0.8799999999999989,False
2,0,0,1,0,3,1,0,0,1,2,0.8999999999999991,False
2,0,0,1,0,3,1,0,0,2,1,0.9199999999999993,False
2,0,0,1,0,3,1,0,0,3,0,0.0641978023809259,True
2,0,0,1,0,3,1,0,1,0,2,0.8999999999999991,False
2,0,0,1,0,3,1,0,1,1,1,0.9199999999999993,False
2,0,0,1,0,3,1,0,1,2,0,0.5940210857592642,False
2,0,0,1,0,3,1,0,2,0,1,0.9199999999999993,False
2,0,0,1,0,3,1,0,2,1,0,0.9323793807983397,False
2,0,0,1,0,3,1,0,3,0,0,0.9399999999999994,False
2,0,0,1,0,3,1,1,0,0,2,0.8999999999999991,False
2,0,0,1,0,3,1,1,0,1,1,0.9199999999999993,False
2,0,0,1,0,3,1,1,0,2,0,0.0711089108526064,True
2,0,0,1,0,3,1,1,1,0,1,0.9199999999999993,False
2,0,0,1,0,3,1,1,1,1,0,0.5996267554668832,False
2,0,0,1,0,3,1,1,2,0,0,0.9399999999999994,False
2,0,0,1,0,3,1,2,0,0,1,0.9199999999999993,False
2,0,0,1,0,3,1,2,0,1,0,0.07458679200440312,True
2,0,0,1,0,3,1,2,1,0,0,0.9399999999999994,False
2,0,0,1,0,3,1,3,0,0,0,0.9399999999999994,False
2,0,0,1,0,3,2,0,0,0,2,0.8999999999999991,False
2,0,0,1,0,3,2,0,0,1,1,0.9199999999999993,False
2,0,0,1,0,3,2,0,0,2,0,0.5940210857592642,False
2,0,0,1,0,3,2,0,1,0,1,0.9199999999999993,False
2,0,0,1,0,3,2,0,1,1,0,0.9319257751464844,False
2,0,0,1,0,3,2,0,2,0,0,0.9399999999999994,False
2,0,0,1,0,3,2,1,0,0,1,0.9199999999999993,False
2,0,0,1,0,3,2,1,0,1,0,0.5989667531692705,False
2,0,0,1,0,3,2,1,1,0,0,0.9399999999999994,False
2,0,0,1,0,3,2,2,0,0,0,0.9399999999999994,False
2,0,0,1,0,3,3,0,0,0,1,0.9199999999999993,False
2,0,0,1,0,3,3,0,0,1,0,0.9313930648803714,False
2,0,0,1,0,3,3,0,1,0,0,0.9399999999999994,False
