m,g0_cooperative,g0_conditional_cooperator,g0_compensating_cooperator,g0_selfish,g0_sanctioning,g1_cooperative,g1_conditional_cooperator,g1_compensating_cooperator,g1_selfish,g1_sanctioning,welfare_efficiency,collapsed
2,0,1,0,2,1,1,1,1,0,1,0.9599999999999996,False
2,0,1,0,2,1,1,1,1,1,0,0.09917909826500876,True
2,0,1,0,2,1,1,1,2,0,0,0.9799999999999998,False
2,0,1,0,2,1,1,2,0,0,1,0.9599999999999996,False
2,0,1,0,2,1,1,2,0,1,0,0.07247311232132742,True
2,0,1,0,2,1,1,2,1,0,0,0.9799999999999998,False
2,0,1,0,2,1,1,3,0,0,0,0.9799999999999998,False
2,0,1,0,2,1,2,0,0,0,2,0.9399999999999994,False
2,0,1,0,2,1,2,0,0,1,1,0.9599999999999996,False
2,0,1,0,2,1,2,0,0,2,0,0.09213854305572253,True
2,0,1,0,2,1,2,0,1,0,1,0.9599999999999996,False
2,0,1,0,2,1,2,0,1,1,0,0.8618059239880839,False
2,0,1,0,2,1,2,0,2,0,0,0.9799999999999998,False
2,0,1,0,2,1,2,1,0,0,1,0.9599999999999996,False
2,0,1,0,2,1,2,1,0,1,0,0.0984988763196094,True
2,0,1,0,2,1,2,1,1,0,0,0.9799999999999998,False
2,0,1,0,2,1,2,2,0,0,0,0.9799999999999998,False
2,0,1,0,2,1,3,0,0,0,1,0.9599999999999996,False
2,0,1,0,2,1,3,0,0,1,0,0.8601862761101238,False
2,0,1,0,2,1,3,0,1,0,0,0.9799999999999998,False
2,0,1,0,2,1,3,1,0,0,0,0.9799999999999998,False
2,0,1,0,2,1,4,0,0,0,0,0.9799999999999998,False
2,0,1,0,3,0,0,0,0,0,4,0.010368186488473572,True
2,0,1,0,3,0,0,0,0,1,3,0.023633930193009432,True
2,0,1,0,3,0,0,0,0,2,2,0.03985648215098957,True
2,0,1,0,3,0,0,0,0,3,1,0.05721614748025519,True
2,0,1,0,3,0,0,0,0,4,0,0.06234375,True
2,0,1,0,3,0,0,0,1,0,3,0.03036818648847354,True
2,0,1,0,3,0,0,0,1,1,2,0.0436339301930094,True
2,0,1,0,3,0,0,0,1,2,1,0.05985648215098953,True
2,0,1,0,3,0,0,0,1,3,0,0.06537826161156801,True
2,0,1,0,3,0,0,0,2,0,2,0.050368186488473514,True
2,0,1,0,3,0,0,0,2,1,1,0.06363393019300936,True
2,0,1,0,3,0,0,0,2,2,0,0.06971388024109355,True
2,0,1,0,3,0,0,0,3,0,1,0.07036818648847347,True
2,0,1,0,3,0,0,0,3,1,0,0.07670738794865314,True
2,0,1,0,3,0,0,0,4,0,0,0.09036818648847345,True
2,0,1,0,3,0,0,1,0,0,3,0.02363393019396163,True
2,0,1,0,3,0,0,1,0,1,2,0.03985648215115607,True
2,0,1,0,3,0,0,1,0,2,1,0.0572161474802621,True
2,0,1,0,3,0,0,1,0,3,0,0.064375,True
2,0,1,0,3,0,0,1,1,0,2,0.0436339301939616,True
2,0,1,0,3,0,0,1,1,1,1,0.05985648215115604,True
2,0,1,0,3,0,0,1,1,2,0,0.0675572485394852,True
2,0,1,0,3,0,0,1,2,0,1,0.06363393019396156,True
2,0,1,0,3,0,0,1,2,1,0,0.07215481172439062,True
2,0,1,0,3,0,0,1,3,0,0,0.07959684156473495,True
2,0,1,0,3,0,0,2,0,0,2,0.03985648215178883,True
2,0,1,0,3,0,0,2,0,1,1,0.05721614748027702,True
2,0,1,0,3,0,0,2,0,2,0,0.06609375,True
2,0,1,0,3,0,0,2,1,0,1,0.0598564821517888,True
2,0,1,0,3,0,0,2,1,1,0,0.06939751971667098,True
2,0,1,0,3,0,0,2,2,0,0,0.07420542466872661,True
2,0,1,0,3,0,0,3,0,0,1,0.05721614748033375,True
2,0,1,0,3,0,0,3,0,1,0,0.0675,True
2,0,1,0,3,0,0,3,1,0,0,0.07090005893809109,True
2,0,1,0,3,0,0,4,0,0,0,0.06859375,True
2,0,1,0,3,0,1,0,0,0,3,0.03036818648847354,True
2,0,1,0,3,0,1,0,0,1,2,0.0436339301930094,True
2,0,1,0,3,0,1,0,0,2,1,0.05985648215098953,True
2,0,1,0,3,0,1,0,0,3,0,0.06537826161156801,True
2,0,1,0,3,0,1,0,1,0,2,0.050368186488473514,True
2,0,1,0,3,0,1,0,1,1,1,0.06363393019300936,True
2,0,1,0,3,0,1,0,1,2,0,0.06971388024109355,True
2,0,1,0,3,0,1,0,2,0,1,0.07036818648847347,True
2,0,1,0,3,0,1,0,2,1,0,0.07670738794865314,True
2,0,1,0,3,0,1,0,3,0,0,0.09036818648847345,True
2,0,1,0,3,0,1,1,0,0,2,0.0436339301939616,True
2,0,1,0,3,0,1,1,0,1,1,0.05985648215115604,True
2,0,1,0,3,0,1,1,0,2,0,0.0675572485394852,True
2,0,1,0,3,0,1,1,1,0,1,0.06363393019396156,True
2,0,1,0,3,0,1,1,1,1,0,0.07215481172439062,True
2,0,1,0,3,0,1,1,2,0,0,0.07959684156473495,True
2,0,1,0,3,0,1,2,0,0,1,0.0598564821517888,True
2,0,1,0,3,0,1,2,0,1,0,0.06939751971667098,True
2,0,1,0,3,0,1,2,1,0,0,0.07420542466872661,True
2,0,1,0,3,0,1,3,0,0,0,0.07090005893809109,True
2,0,1,0,3,0,2,0,0,0,2,0.050368186488473514,True
2,0,1,0,3,0,2,0,0,1,1,0.06363393019300936,True
2,0,1,0,3,0,2,0,0,2,0,0.06971388024109355,True
2,0,1,0,3,0,2,0,1,0,1,0.07036818648847347,True
2,0,1,0,3,0,2,0,1,1,0,0.07670738794865314,True
2,0,1,0,3,0,2,0,2,0,0,0.09036818648847345,True
2,0,1,0,3,0,2,1,0,0,1,0.06363393019396156,True
2,0,1,0,3,0,2,1,0,1,0,0.07215481172439062,True
2,0,1,0,3,0,2,1,1,0,0,0.07959684156473495,True
2,0,1,0,3,0,2,2,0,0,0,0.07420542466872661,True
2,0,1,0,3,0,3,0,0,0,1,0.07036818648847347,True
2,0,1,0,3,0,3,0,0,1,0,0.07670738794865314,True
2,0,1,0,3,0,3,0,1,0,0,0.09036818648847345,True
2,0,1,0,3,0,3,1,0,0,0,0.07959684156473495,True
2,0,1,0,3,0,4,0,0,0,0,0.09036818648847345,True
2,0,1,1,0,2,0,0,0,0,4,0.8799999999999989,False
2,0,1,1,0,2,0,0,0,1,3,0.8999999999999991,False
2,0,1,1,0,2,0,0,0,2,2,0.9199999999999993,False
2,0,1,1,0,2,0,0,0,3,1,0.9399999999999994,False
2,0,1,1,0,2,0,0,0,4,0,0.03965168409319448,True
2,0,1,1,0,2,0,0,1,0,3,0.8999999999999991,False
2,0,1,1,0,2,0,0,1,1,2,0.9199999999999993,False
2,0,1,1,0,2,0,0,1,2,1,0.9399999999999994,False
2,0,1,1,0,2,0,0,1,3,0,0.059476655735492726,True
2,0,1,1,0,2,0,0,2,0,2,0.9199999999999993,False
2,0,1,1,0,2,0,0,2,1,1,0.9399999999999994,False
2,0,1,1,0,2,0,0,2,2,0,0.1519616661448114,True
2,0,1,1,0,2,0,0,3,0,1,0.9399999999999994,False
2,0,1,1,0,2,0,0,3,1,0,0.9520311141967773,False
2,0,1,1,0,2,0,0,4,0,0,0.9599999999999996,False
2,0,1,1,0,2,0,1,0,0,3,0.8999999999999991,False
2,0,1,1,0,2,0,1,0,1,2,0.9199999999999993,False
2,0,1,1,0,2,0,1,0,2,1,0.9399999999999994,False
2,0,1,1,0,2,0,1,0,3,0,0.0436339301939616,True
2,0,1,1,0,2,0,1,1,0,2,0.9199999999999993,False
2,0,1,1,0,2,0,1,1,1,1,0.9399999999999994,False
2,0,1,1,0,2,0,1,1,2,0,0.06544684976898561,True
2,0,1,1,0,2,0,1,2,0,1,0.9399999999999994,False
2,0,1,1,0,2,0,1,2,1,0,0.16312096852325866,True
2,0,1,1,0,2,0,1,3,0,0,0.9599999999999996,False
2,0,1,1,0,2,0,2,0,0,2,0.9199999999999993,False
2,0,1,1,0,2,0,2,0,1,1,0.9399999999999994,False
2,0,1,1,0,2,0,2,0,2,0,0.04700849872561833,True
2,0,1,1,0,2,0,2,1,0,1,0.9399999999999994,False
2,0,1,1,0,2,0,2,1,1,0,0.06942333796561724,True
2,0,1,1,0,2,0,2,2,0,0,0.9599999999999996,False
2,0,1,1,0,2,0,3,0,0,1,0.9399999999999994,False
2,0,1,1,0,2,0,3,0,1,0,0.04925110766064154,True
2,0,1,1,0,2,0,3,1,0,0,0.9599999999999996,False
2,0,1,1,0,2,0,4,0,0,0,0.9599999999999996,False
2,0,1,1,0,2,1,0,0,0,3,0.8999999999999991,False
2,0,1,1,0,2,1,0,0,1,2,0.9199999999999993,False
2,0,1,1,0,2,1,0,0,2,1,0.9399999999999994,False
2,0,1,1,0,2,1,0,0,3,0,0.059476655735492726,True
2,0,1,1,0,2,1,0,1,0,2,0.9199999999999993,False
2,0,1,1,0,2,1,0,1,1,1,0.9399999999999994,False
2,0,1,1,0,2,1,0,1,2,0,0.1519616661448114,True
2,0,1,1,0,2,1,0,2,0,1,0.9399999999999994,False
2,0,1,1,0,2,1,0,2,1,0,0.9515156005859379,False
2,0,1,1,0,2,1,0,3,0,0,0.9599999999999996,False
2,0,1,1,0,2,1,1,0,0,2,0.9199999999999993,False
2,0,1,1,0,2,1,1,0,1,1,0.9399999999999994,False
2,0,1,1,0,2,1,1,0,2,0,0.06544684976898561,True
2,0,1,1,0,2,1,1,1,0,1,0.9399999999999994,False
2,0,1,1,0,2,1,1,1,1,0,0.16204317063034962,True
2,0,1,1,0,2,1,1,2,0,0,0.9599999999999996,False
2,0,1,1,0,2,1,2,0,0,1,0.9399999999999994,False
2,0,1,1,0,2,1,2,0,1,0,0.06894719976922005,True
2,0,1,1,0,2,1,2,1,0,0,0.9599999999999996,False
2,0,1,1,0,2,1,3,0,0,0,0.9599999999999996,False
2,0,1,1,0,2,2,0,0,0,2,0.9199999999999993,False
2,0,1,1,0,2,2,0,0,1,1,0.9399999999999994,False
2,0,1,1,0,2,2,0,0,2,0,0.1519616661448114,True
2,0,1,1,0,2,2,0,1,0,1,0.9399999999999994,False
2,0,1,1,0,2,2,0,1,1,0,0.95092098236084,False
2,0,1,1,0,2,2,0,2,0,0,0.9599999999999996,False
2,0,1,1,0,2,2,1,0,0,1,0.9399999999999994,False
2,0,1,1,0,2,2,1,0,1,0,0.16093850060599707,True
2,0,1,1,0,2,2,1,1,0,0,0.9599999999999996,False
2,0,1,1,0,2,2,2,0,0,0,0.9599999999999996,False
2,0,1,1,0,2,3,0,0,0,1,0.9399999999999994,False
2,0,1,1,0,2,3,0,0,1,0,0.9503941817124066,False
2,0,1,1,0,2,3,0,1,0,0,0.9599999999999996,False
2,0,1,1,0,2,3,1,0,0,0,0.9599999999999996,False
2,0,1,1,0,2,4,0,0,0,0,0.9599999999999996,False
2,0,1,1,1,1,0,0,0,0,4,0.8999999999999991,False
2,0,1,1,1,1,0,0,0,1,3,0.9199999999999993,False
2,0,1,1,1,1,0,0,0,2,2,0.9399999999999994,False
2,0,1,1,1,1,0,0,0,3,1,0.9599999999999996,False
2,0,1,1,1,1,0,0,0,4,0,0.05615741738557524,True
2,0,1,1,1,1,0,0,1,0,3,0.9199999999999993,False
2,0,1,1,1,1,0,0,1,1,2,0.9399999999999994,False
2,0,1,1,1,1,0,0,1,2,1,0.9599999999999996,False
2,0,1,1,1,1,0,0,1,3,0,0.06996695367571049,True
2,0,1,1,1,1,0,0,2,0,2,0.9399999999999994,False
2,0,1,1,1,1,0,0,2,1,1,0.9599999999999996,False
2,0,1,1,1,1,0,0,2,2,0,0.11329416593809186,True
2,0,1,1,1,1,0,0,3,0,1,0.9599999999999996,False
2,0,1,1,1,1,0,0,3,1,0,0.9678059371004447,False
2,0,1,1,1,1,0,0,4,0,0,0.9799999999999998,False
2,0,1,1,1,1,0,1,0,0,3,0.9199999999999993,False
2,0,1,1,1,1,0,1,0,1,2,0.9399999999999994,False
2,0,1,1,1,1,0,1,0,2,1,0.9599999999999996,False
2,0,1,1,1,1,0,1,0,3,0,0.05985648215115604,True
2,0,1,1,1,1,0,1,1,0,2,0.9399999999999994,False
2,0,1,1,1,1,0,1,1,1,1,0.9599999999999996,False
2,0,1,1,1,1,0,1,1,2,0,0.0752158598493154,True
2,0,1,1,1,1,0,1,2,0,1,0.9599999999999996,False
2,0,1,1,1,1,0,1,2,1,0,0.12269276248261214,True
2,0,1,1,1,1,0,1,3,0,0,0.9799999999999998,False
2,0,1,1,1,1,0,2,0,0,2,0.9399999999999994,False
2,0,1,1,1,1,0,2,0,1,1,0.9599999999999996,False
2,0,1,1,1,1,0,2,0,2,0,0.06302467762990177,True
2,0,1,1,1,1,0,2,1,0,1,0.9599999999999996,False
2,0,1,1,1,1,0,2,1,1,0,0.07919664222276203,True
2,0,1,1,1,1,0,2,2,0,0,0.9799999999999998,False
2,0,1,1,1,1,0,3,0,0,1,0.9599999999999996,False
2,0,1,1,1,1,0,3,0,1,0,0.06531666534865538,True
2,0,1,1,1,1,0,3,1,0,0,0.9799999999999998,False
2,0,1,1,1,1,0,4,0,0,0,0.9799999999999998,False
2,0,1,1,1,1,1,0,0,0,3,0.9199999999999993,False
2,0,1,1,1,1,1,0,0,1,2,0.9399999999999994,False
2,0,1,1,1,1,1,0,0,2,1,0.9599999999999996,False
2,0,1,1,1,1,1,0,0,3,0,0.06996695367571049,True
2,0,1,1,1,1,1,0,1,0,2,0.9399999999999994,False
2,0,1,1,1,1,1,0,1,1,1,0.9599999999999996,False
2,0,1,1,1,1,1,0,1,2,0,0.11329416593809186,True
2,0,1,1,1,1,1,0,2,0,1,0.9599999999999996,False
2,0,1,1,1,1,1,0,2,1,0,0.9675188467357069,False
2,0,1,1,1,1,1,0,3,0,0,0.9799999999999998,False
2,0,1,1,1,1,1,1,0,0,2,0.9399999999999994,False
2,0,1,1,1,1,1,1,0,1,1,0.9599999999999996,False
2,0,1,1,1,1,1,1,0,2,0,0.0752158598493154,True
2,0,1,1,1,1,1,1,1,0,1,0.9599999999999996,False
2,0,1,1,1,1,1,1,1,1,0,0.12189165245238266,True
2,0,1,1,1,1,1,1,2,0,0,0.9799999999999998,False
2,0,1,1,1,1,1,2,0,0,1,0.9599999999999996,False
2,0,1,1,1,1,1,2,0,1,0,0.07879711803616282,True
2,0,1,1,1,1,1,2,1,0,0,0.9799999999999998,False
2,0,1,1,1,1,1,3,0,0,0,0.9799999999999998,False
2,0,1,1,1,1,2,0,0,0,2,0.9399999999999994,False
2,0,1,1,1,1,2,0,0,1,1,0.9599999999999996,False
2,0,1,1,1,1,2,0,0,2,0,0.11329416593809186,True
2,0,1,1,1,1,2,0,1,0,1,0.9599999999999996,False
2,0,1,1,1,1,2,0,1,1,0,0.9657956141689824,False
2,0,1,1,1,1,2,0,2,0,0,0.9799999999999998,False
2,0,1,1,1,1,2,1,0,0,1,0.9599999999999996,False
2,0,1,1,1,1,2,1,0,1,0,0.12107293035362311,True
2,0,1,1,1,1,2,1,1,0,0,0.9799999999999998,False
2,0,1,1,1,1,2,2,0,0,0,0.9799999999999998,False
2,0,1,1,1,1,3,0,0,0,1,0.9599999999999996,False
2,0,1,1,1,1,3,0,0,1,0,0.965468271964701,False
2,0,1,1,1,1,3,0,1,0,0,0.9799999999999998,False
2,0,1,1,1,1,3,1,0,0,0,0.9799999999999998,False
2,0,1,1,1,1,4,0,0,0,0,0.9799999999999998,False
2,0,1,1,2,0,0,0,0,0,4,0.05110891085260643,True
2,0,1,1,2,0,0,0,0,1,3,0.045446849737332366,True
2,0,1,1,2,0,0,0,0,2,2,0.05521585984787743,True
2,0,1,1,2,0,0,0,0,3,1,0.06932245867201677,True
2,0,1,1,2,0,0,0,0,4,0,0.06537826161156801,True
2,0,1,1,2,0,0,0,1,0,3,0.0711089108526064,True
2,0,1,1,2,0,0,0,1,1,2,0.06544684973733234,True
2,0,1,1,2,0,0,0,1,2,1,0.0752158598478774,True
2,0,1,1,2,0,0,0,1,3,0,0.06971388024109355,True
2,0,1,1,2,0,0,0,2,0,2,0.09110891085260636,True
2,0,1,1,2,0,0,0,2,1,1,0.0854468497373323,True
2,0,1,1,2,0,0,0,2,2,0,0.07670738794865314,True
2,0,1,1,2,0,0,0,3,0,1,0.11110891085260632,True
2,0,1,1,2,0,0,0,3,1,0,0.09036818648847345,True
2,0,1,1,2,0,0,0,4,0,0,0.1311089108526063,True
2,0,1,1,2,0,0,1,0,0,3,0.045446849768985643,True
2,0,1,1,2,0,0,1,0,1,2,0.05521585984931544,True
2,0,1,1,2,0,0,1,0,2,1,0.06932245867209612,True
2,0,1,1,2,0,0,1,0,3,0,0.0675572485394852,True
2,0,1,1,2,0,0,1,1,0,2,0.06544684976898561,True
2,0,1,1,2,0,0,1,1,1,1,0.0752158598493154,True
2,0,1,1,2,0,0,1,1,2,0,0.07215481172439062,True
2,0,1,1,2,0,0,1,2,0,1,0.08544684976898557,True
2,0,1,1,2,0,0,1,2,1,0,0.07959684156473495,True
2,0,1,1,2,0,0,1,3,0,0,0.09408521921583042,True
2,0,1,1,2,0,0,2,0,0,2,0.0552158599366939,True
2,0,1,1,2,0,0,2,0,1,1,0.0693224586723977,True
2,0,1,1,2,0,0,2,0,2,0,0.06939751971667098,True
2,0,1,1,2,0,0,2,1,0,1,0.07521585993669387,True
2,0,1,1,2,0,0,2,1,1,0,0.07420542466872661,True
2,0,1,1,2,0,0,2,2,0,0,0.082001969424243,True
2,0,1,1,2,0,0,3,0,0,1,0.06932245870852598,True
2,0,1,1,2,0,0,3,0,1,0,0.07090005893809109,True
2,0,1,1,2,0,0,3,1,0,0,0.07587029299360815,True
2,0,1,1,2,0,0,4,0,0,0,0.0720658091241079,True
2,0,1,1,2,0,1,0,0,0,3,0.0711089108526064,True
2,0,1,1,2,0,1,0,0,1,2,0.06544684973733234,True
2,0,1,1,2,0,1,0,0,2,1,0.0752158598478774,True
2,0,1,1,2,0,1,0,0,3,0,0.06971388024109355,True
2,0,1,1,2,0,1,0,1,0,2,0.09110891085260636,True
2,0,1,1,2,0,1,0,1,1,1,0.0854468497373323,True
2,0,1,1,2,0,1,0,1,2,0,0.07670738794865314,True
2,0,1,1,2,0,1,0,2,0,1,0.11110891085260632,True
2,0,1,1,2,0,1,0,2,1,0,0.09036818648847345,True
2,0,1,1,2,0,1,0,3,0,0,0.1311089108526063,True
2,0,1,1,2,0,1,1,0,0,2,0.06544684976898561,True
2,0,1,1,2,0,1,1,0,1,1,0.0752158598493154,True
2,0,1,1,2,0,1,1,0,2,0,0.07215481172439062,True
2,0,1,1,2,0,1,1,1,0,1,0.08544684976898557,True
2,0,1,1,2,0,1,1,1,1,0,0.07959684156473495,True
2,0,1,1,2,0,1,1,2,0,0,0.09408521921583042,True
2,0,1,1,2,0,1,2,0,0,1,0.07521585993669387,True
2,0,1,1,2,0,1,2,0,1,0,0.07420542466872661,True
2,0,1,1,2,0,1,2,1,0,0,0.082001969424243,True
2,0,1,1,2,0,1,3,0,0,0,0.07587029299360815,True
2,0,1,1,2,0,2,0,0,0,2,0.09110891085260636,True
2,0,1,1,2,0,2,0,0,1,1,0.0854468497373323,True
2,0,1,1,2,0,2,0,0,2,0,0.07670738794865314,True
2,0,1,1,2,0,2,0,1,0,1,0.11110891085260632,True
2,0,1,1,2,0,2,0,1,1,0,0.09036818648847345,True
2,0,1,1,2,0,2,0,2,0,0,0.1311089108526063,True
2,0,1,1,2,0,2,1,0,0,1,0.08544684976898557,True
2,0,1,1,2,0,2,1,0,1,0,0.07959684156473495,True
2,0,1,1,2,0,2,1,1,0,0,0.09408521921583042,True
2,0,1,1,2,0,2,2,0,0,0,0.082001969424243,True
2,0,1,1,2,0,3,0,0,0,1,0.11110891085260632,True
2,0,1,1,2,0,3,0,0,1,0,0.09036818648847345,True
2,0,1,1,2,0,3,0,1,0,0,0.1311089108526063,True
2,0,1,1,2,0,3,1,0,0,0,0.09408521921583042,True
2,0,1,1,2,0,4,0,0,0,0,0.1311089108526063,True
2,0,1,2,0,1,0,0,0,0,4,0.8999999999999991,False
2,0,1,2,0,1,0,0,0,1,3,0.9199999999999993,False
2,0,1,2,0,1,0,0,0,2,2,0.9399999999999994,False
2,0,1,2,0,1,0,0,0,3,1,0.9599999999999996,False
2,0,1,2,0,1,0,0,0,4,0,0.05965168409319445,True
2,0,1,2,0,1,0,0,1,0,3,0.9199999999999993,False
2,0,1,2,0,1,0,0,1,1,2,0.9399999999999994,False
2,0,1,2,0,1,0,0,1,2,1,0.9599999999999996,False
2,0,1,2,0,1,0,0,1,3,0,0.0794766557354927,True
2,0,1,2,0,1,0,0,2,0,2,0.9399999999999994,False
2,0,1,2,0,1,0,0,2,1,1,0.9599999999999996,False
2,0,1,2,0,1,0,0,2,2,0,0.17196166614481137,True
2,0,1,2,0,1,0,0,3,0,1,0.9599999999999996,False
2,0,1,2,0,1,0,0,3,1,0,0.9724675231933593,False
2,0,1,2,0,1,0,0,4,0,0,0.9799999999999998,False
2,0,1,2,0,1,0,1,0,0,3,0.9199999999999993,False
2,0,1,2,0,1,0,1,0,1,2,0.9399999999999994,False
2,0,1,2,0,1,0,1,0,2,1,0.9599999999999996,False
2,0,1,2,0,1,0,1,0,3,0,0.06363393019396156,True
2,0,1,2,0,1,0,1,1,0,2,0.9399999999999994,False
2,0,1,2,0,1,0,1,1,1,1,0.9599999999999996,False
2,0,1,2,0,1,0,1,1,2,0,0.08544684976898557,True
2,0,1,2,0,1,0,1,2,0,1,0.9599999999999996,False
2,0,1,2,0,1,0,1,2,1,0,0.18417265860440912,True
2,0,1,2,0,1,0,1,3,0,0,0.9799999999999998,False
2,0,1,2,0,1,0,2,0,0,2,0.9399999999999994,False
2,0,1,2,0,1,0,2,0,1,1,0.9599999999999996,False
2,0,1,2,0,1,0,2,0,2,0,0.0670084987256183,True
2,0,1,2,0,1,0,2,1,0,1,0.9599999999999996,False
2,0,1,2,0,1,0,2,1,1,0,0.08989272487458612,True
2,0,1,2,0,1,0,2,2,0,0,0.9799999999999998,False
2,0,1,2,0,1,0,3,0,0,1,0.9599999999999996,False
2,0,1,2,0,1,0,3,0,1,0,0.06956305199787882,True
2,0,1,2,0,1,0,3,1,0,0,0.9799999999999998,False
2,0,1,2,0,1,0,4,0,0,0,0.9799999999999998,False
2,0,1,2,0,1,1,0,0,0,3,0.9199999999999993,False
2,0,1,2,0,1,1,0,0,1,2,0.9399999999999994,False
2,0,1,2,0,1,1,0,0,2,1,0.9599999999999996,False
2,0,1,2,0,1,1,0,0,3,0,0.0794766557354927,True
2,0,1,2,0,1,1,0,1,0,2,0.9399999999999994,False
2,0,1,2,0,1,1,0,1,1,1,0.9599999999999996,False
2,0,1,2,0,1,1,0,1,2,0,0.17196166614481137,True
2,0,1,2,0,1,1,0,2,0,1,0.9599999999999996,False
2,0,1,2,0,1,1,0,2,1,0,0.9720311141967772,False
2,0,1,2,0,1,1,0,3,0,0,0.9799999999999998,False
2,0,1,2,0,1,1,1,0,0,2,0.9399999999999994,False
2,0,1,2,0,1,1,1,0,1,1,0.9599999999999996,False
2,0,1,2,0,1,1,1,0,2,0,0.08544684976898557,True
2,0,1,2,0,1,1,1,1,0,1,0.9599999999999996,False
2,0,1,2,0,1,1,1,1,1,0,0.18312096852325863,True
2,0,1,2,0,1,1,1,2,0,0,0.9799999999999998,False
2,0,1,2,0,1,1,2,0,0,1,0.9599999999999996,False
2,0,1,2,0,1,1,2,0,1,0,0.0894233379656172,True
2,0,1,2,0,1,1,2,1,0,0,0.9799999999999998,False
2,0,1,2,0,1,1,3,0,0,0,0.9799999999999998,False
2,0,1,2,0,1,2,0,0,0,2,0.9399999999999994,False
2,0,1,2,0,1,2,0,0,1,1,0.9599999999999996,False
2,0,1,2,0,1,2,0,0,2,0,0.17196166614481137,True
2,0,1,2,0,1,2,0,1,0,1,0.9599999999999996,False
2,0,1,2,0,1,2,0,1,1,0,0.9715156005859378,False
2,0,1,2,0,1,2,0,2,0,0,0.9799999999999998,False
2,0,1,2,0,1,2,1,0,0,1,0.9599999999999996,False
2,0,1,2,0,1,2,1,0,1,0,0.18204317063034958,True
2,0,1,2,0,1,2,1,1,0,0,0.9799999999999998,False
2,0,1,2,0,1,2,2,0,0,0,0.9799999999999998,False
2,0,1,2,0,1,3,0,0,0,1,0.9599999999999996,False
2,0,1,2,0,1,3,0,0,1,0,0.9709209823608398,False
2,0,1,2,0,1,3,0,1,0,0,0.9799999999999998,False
2,0,1,2,0,1,3,1,0,0,0,0.9799999999999998,False
2,0,1,2,0,1,4,0,0,0,0,0.9799999999999998,False
2,0,1,2,1,0,0,0,0,0,4,0.5796267554668832,False
2,0,1,2,1,0,0,0,0,1,3,0.14204317063034963,True
2,0,1,2,1,0,0,0,0,2,2,0.1018916524308793,True
2,0,1,2,1,0,0,0,0,3,1,0.09984579029943323,True
2,0,1,2,1,0,0,0,0,4,0,0.06971388024109355,True
2,0,1,2,1,0,0,0,1,0,3,0.6002711713321895,False
2,0,1,2,1,0,0,0,1,1,2,0.16312096852325866,True
2,0,1,2,1,0,0,0,1,2,1,0.12269276246051355,True
2,0,1,2,1,0,0,0,1,3,0,0.07670738794865314,True
2,0,1,2,1,0,0,0,2,0,2,0.6209003559660562,False
2,0,1,2,1,0,0,0,2,1,1,0.18417265860440912,True
2,0,1,2,1,0,0,0,2,2,0,0.09036818648847345,True
2,0,1,2,1,0,0,0,3,0,1,0.6415146524777454,False
2,0,1,2,1,0,0,0,3,1,0,0.1311089108526063,True
2,0,1,2,1,0,0,0,4,0,0,0.6621143924268501,False
2,0,1,2,1,0,0,1,0,0,3,0.14204317063034963,True
2,0,1,2,1,0,0,1,0,1,2,0.10189165245238269,True
2,0,1,2,1,0,0,1,0,2,1,0.09984579030032474,True
2,0,1,2,1,0,0,1,0,3,0,0.07215481172439062,True
2,0,1,2,1,0,0,1,1,0,2,0.16312096852325866,True
2,0,1,2,1,0,0,1,1,1,1,0.12269276248261214,True
2,0,1,2,1,0,0,1,1,2,0,0.07959684156473495,True
2,0,1,2,1,0,0,1,2,0,1,0.18417265860440912,True
2,0,1,2,1,0,0,1,2,1,0,0.09408521921583042,True
2,0,1,2,1,0,0,1,3,0,0,0.13669032891974645,True
2,0,1,2,1,0,0,2,0,0,2,0.10189165266014052,True
2,0,1,2,1,0,0,2,0,1,1,0.09984579034396811,True
2,0,1,2,1,0,0,2,0,2,0,0.07420542466872661,True
2,0,1,2,1,0,0,2,1,0,1,0.12269276269612016,True
2,0,1,2,1,0,0,2,1,1,0,0.082001969424243,True
2,0,1,2,1,0,0,2,2,0,0,0.0971297437922845,True
2,0,1,2,1,0,0,3,0,0,1,0.09984581648070308,True
2,0,1,2,1,0,0,3,0,1,0,0.07587029299360815,True
2,0,1,2,1,0,0,3,1,0,0,0.0839364368504204,True
2,0,1,2,1,0,0,4,0,0,0,0.07715414077486629,True
2,0,1,2,1,0,1,0,0,0,3,0.5996267554668832,False
2,0,1,2,1,0,1,0,0,1,2,0.16204317063034962,True
2,0,1,2,1,0,1,0,0,2,1,0.12189165243087928,True
2,0,1,2,1,0,1,0,0,3,0,0.07670738794865314,True
2,0,1,2,1,0,1,0,1,0,2,0.6202711713321896,False
2,0,1,2,1,0,1,0,1,1,1,0.18312096852325863,True
2,0,1,2,1,0,1,0,1,2,0,0.09036818648847345,True
2,0,1,2,1,0,1,0,2,0,1,0.6409003559660561,False
2,0,1,2,1,0,1,0,2,1,0,0.1311089108526063,True
2,0,1,2,1,0,1,0,3,0,0,0.6615146524777453,False
2,0,1,2,1,0,1,1,0,0,2,0.16204317063034962,True
2,0,1,2,1,0,1,1,0,1,1,0.12189165245238266,True
2,0,1,2,1,0,1,1,0,2,0,0.07959684156473495,True
2,0,1,2,1,0,1,1,1,0,1,0.18312096852325863,True
