condition,adjacent_mean,adjacent_std,far_mean,far_std
network (k=2),117.03290931317868,19.133858257522103,4.990975985599747,5.6402323743309255
well-mixed,36.94420191016721,9.52582873017991,40.65700020946274,12.126902910401489
