reliability,gini_mean,gini_std,sustain_mean
0.0,0.5192307692307694,2.278129578503827e-16,0.0
0.2,0.4818666841315816,0.030290195012856222,0.0
0.4,0.43541045358686203,0.05251332149204596,0.0
0.6,0.39228243444368294,0.06762985299097975,0.0
0.8,0.32158666192611246,0.059191509670096065,0.0
1.0,0.2482530342037513,8.542985919389351e-17,0.0
