m,g0_cooperative,g0_conditional_cooperator,g0_compensating_cooperator,g0_selfish,g0_sanctioning,g1_cooperative,g1_conditional_cooperator,g1_compensating_cooperator,g1_selfish,g1_sanctioning,g2_cooperative,g2_conditional_cooperator,g2_compensating_cooperator,g2_selfish,g2_sanctioning,g3_cooperative,g3_conditional_cooperator,g3_compensating_cooperator,g3_selfish,g3_sanctioning,outsider_cooperative,outsider_conditional_cooperator,outsider_compensating_cooperator,outsider_selfish,outsider_sanctioning,welfare_efficiency,collapsed
4,0,0,0,0,2,1,1,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,4,0.8483182031290896,False
4,0,0,0,1,1,0,0,0,1,1,2,0,0,0,0,0,0,2,0,0,1,0,0,2,1,0.9372795083334808,False
4,0,1,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,2,0,0,3,0,1,0,0,0.09832027282428397,True
4,1,0,0,1,0,1,0,0,1,0,2,0,0,0,0,1,0,0,1,0,0,0,1,2,1,0.0679251176442044,True
4,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,0,1,3,0,1,0,0,0.9323778714777424,False
4,1,0,0,1,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,4,0,0.04981636071591018,True
4,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,2,1,0.0477002930647277,True
4,0,0,1,1,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,1,0,0,1,3,0,0.023262729530535688,True
4,0,0,2,0,0,0,1,0,0,1,0,1,0,0,1,2,0,0,0,0,3,0,0,0,1,0.9392962702181622,False
4,0,0,2,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,1,0,2,0,1,0.9169808457149903,False
4,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,3,1,0,0.8634238377431296,False
4,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,2,1,0,0,1,0.1565518310647852,True
4,0,0,1,1,0,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,2,2,0,0,0,0.08729404040188331,True
4,0,0,0,0,2,0,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,1,3,0.05482196407286341,True
4,0,0,0,1,1,2,0,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0.81893605753781,False
4,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,2,1,0,1,0,0.03712838776382231,True
4,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,3,1,0,0,0.07248995546479435,True
4,0,0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0.01787749828635044,True
4,0,0,0,2,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,3,1,0,0.07826818713712283,True
4,0,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,2,0,1,1,0.04891691883054482,True
4,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,2,2,0,0.03507430346315381,True
4,0,0,0,1,1,0,0,2,0,0,0,1,1,0,0,2,0,0,0,0,1,1,1,1,0,0.1261508253773921,True
4,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,0,4,0,0,0.945932728358429,False
4,0,0,0,1,1,0,2,0,0,0,0,2,0,0,0,0,1,0,1,0,1,1,1,1,0,0.05085657885775003,True
4,0,1,0,1,0,0,0,2,0,0,0,2,0,0,0,1,0,0,1,0,3,0,0,1,0,0.07525900765681742,True
4,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,0,2,0,1,2,0,1,0,0.02954037900022993,True
4,0,0,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,2,1,0,1,2,0,0.021205186267110467,True
4,1,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,0,2,0,1,1,0.06262031777332573,True
4,0,0,2,0,0,0,0,1,0,1,0,0,1,1,0,0,0,2,0,0,4,0,0,0,0,0.9675428285486121,False
4,0,0,0,1,1,0,2,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,1,2,0,0.050511373679538195,True
4,0,1,0,1,0,1,0,0,1,0,0,0,0,2,0,0,1,1,0,0,1,1,0,2,0,0.06462222222222223,True
4,0,0,1,0,1,0,0,2,0,0,0,0,1,0,1,0,0,1,0,1,3,0,0,0,1,0.9156528568590135,False
4,0,0,0,2,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,1,1,2,0,0,1,0.026954632689042194,True
4,1,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,1,0,1,0,2,1,0,0,1,0.018304751801953754,True
4,0,0,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,1,1,0,2,0,1,0.9119239303872182,False
4,0,1,1,0,0,1,1,0,0,0,0,0,1,1,0,2,0,0,0,0,1,3,0,0,0,0.0829494447033636,True
4,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,2,0,0,0,0,2,0,1,1,0.035031307480985666,True
4,0,0,0,0,2,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,2,0,0,2,0.06404860802816387,True
4,0,0,0,0,2,0,0,0,2,0,1,0,1,0,0,0,1,1,0,0,1,0,2,1,0,0.05592476557341184,True
4,0,0,1,0,1,0,0,0,2,0,2,0,0,0,0,1,1,0,0,0,2,0,1,1,0,0.07592476557341181,True
4,0,0,0,2,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,2,0,0,0,2,0.021594801731590955,True
4,0,2,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,2,1,0,1,0.06045929935411366,True
4,0,0,1,1,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,1,1,1,0,2,0,0.06034479720253814,True
4,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,2,0,1,1,2,0,0.04656966703413083,True
4,0,0,2,0,0,0,0,0,2,0,1,1,0,0,0,0,1,1,0,0,1,1,0,2,0,0.07245067639381736,True
4,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,4,0.8402002433277188,False
4,1,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,3,0,0,0.08612810833240074,True
4,2,0,0,0,0,0,0,0,0,2,0,1,1,0,0,2,0,0,0,0,2,0,2,0,0,0.9517853846471803,False
4,0,0,0,2,0,2,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,3,0.02205228306293382,True
4,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,2,1,0,1,0.059136862678990904,True
4,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1,2,0,0.07444959735574129,True
4,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,1,0,2,0,1,0,1,0.05316005389067188,True
4,2,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,3,0.9005953858878284,False
4,2,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,2,1,0.09834393729387854,True
4,0,0,2,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,1,0,2,1,0,0,1,0.05803531060205055,True
4,1,0,0,0,1,0,1,1,0,0,2,0,0,0,0,0,1,0,0,1,0,2,0,0,2,0.7973684741169835,False
4,0,0,0,0,2,1,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,1,3,0.07482196407286339,True
4,0,1,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,2,0,2,0.021594801730756334,True
4,0,0,0,0,2,1,1,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,3,-0.011903864255161158,True
4,0,0,0,2,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,2,1,0.02792511764420447,True
4,0,1,0,1,0,0,0,1,0,1,2,0,0,0,0,1,0,0,0,1,0,0,1,1,2,0.13572889750783598,True
4,0,0,2,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,2,0,0,2,0,0.062491294185059804,True
4,0,1,0,1,0,0,0,0,1,1,1,0,1,0,0,0,2,0,0,0,1,3,0,0,0,0.0548374698366603,True
4,2,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,2,0,0,0,2,0,2,0,0,0.1580856476888021,True
4,0,0,0,1,1,0,1,0,0,1,0,0,2,0,0,1,0,0,1,0,2,0,0,0,2,0.9002002433277188,False
4,0,0,2,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,2,0,1,0,1,0.9377989499059496,False
4,0,1,0,0,1,0,0,1,1,0,0,0,0,0,2,0,2,0,0,0,1,1,1,0,1,0.01812610395577995,True
4,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,2,0.13878820921008583,True
4,1,0,1,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,2,1,1,0,1,1,0.8790754159373949,False
4,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,1,1,0,0,0,1,0,0,1,2,0.03244806206036395,True
4,0,0,0,2,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0.028385713876920154,True
4,0,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,2,0,0,2,0.025020666879176746,True
4,1,0,0,1,0,0,0,0,2,0,0,0,0,2,0,1,1,0,0,0,0,0,2,2,0,0.062996520797221,True
4,0,2,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,3,0,0,1,0.04783521220347521,True
4,0,2,0,0,0,1,0,0,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,2,2,-0.00418568433083888,True
4,0,0,2,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,3,0,0,1,0.05632962724837029,True
4,0,1,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,1,1,1,0,2,0,1,0.8989079388484613,False
4,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,4,0,0,0.07557303064362703,True
4,0,0,0,1,1,2,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,3,0,1,0.9171128178087125,False
4,0,0,0,0,2,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,2,0.7538638549083557,False
4,0,1,0,0,1,0,0,0,0,2,0,0,0,0,2,0,1,1,0,0,0,0,0,4,0,-0.013545731473688514,True
4,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,0,1,1,0,0,0,2,0,1,1,0.04358710558010423,True
4,1,0,0,0,1,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,2,1,0,0.06166716825045403,True
4,0,2,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,2,0,1,1,0.05276071000000003,True
4,0,0,1,0,1,0,0,2,0,0,0,0,1,1,0,0,1,1,0,0,2,2,0,0,0,0.09450750276882072,True
4,1,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,1,0,1,0,0,0,2,2,0,0.062491294185059804,True
4,0,2,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,1,0,1,2,0,0,1,0.03223957305614777,True
4,0,1,0,1,0,0,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,0,1,0,0.0507794846133044,True
4,0,1,0,0,1,0,0,1,0,1,2,0,0,0,0,1,0,0,1,0,2,2,0,0,0,0.10501991352889495,True
4,2,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,2,0.8985582460450062,False
4,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,0,2,0.9092827282743654,False
4,0,0,0,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,1,1,2,1,1,0,0,0.9150179426635746,False
4,1,0,0,1,0,0,0,0,2,0,1,1,0,0,0,1,0,0,0,1,1,2,0,1,0,0.05169800124265175,True
4,0,1,0,0,1,0,0,2,0,0,0,0,0,2,0,1,0,1,0,0,3,0,0,1,0,0.0888940539909026,True
4,0,0,0,2,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,2,0,1,0.04159480173159092,True
4,0,0,1,1,0,1,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,1,2,0,0.07444959735574129,True
4,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,2,0,1,0,0,2,1,0.030699167761893107,True
4,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,0,0,0,0,2,0,1,0,3,0,0.0467644385434316,True
4,0,0,0,0,2,0,1,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,2,0.8632778868326193,False
4,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,1,0,1,0.06933213589042785,True
4,1,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,0,3,1,0.9168431623849518,False
4,0,1,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,2,0,1,1,0.09894211832637523,True
4,1,1,0,0,0,0,0,0,2,0,0,1,0,1,0,2,0,0,0,0,0,0,4,0,0,0.07811697379948898,True
4,0,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,1,2,1,0.7865652905410774,False
4,2,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,2,0,0,2,0.07300659745697687,True
4,0,0,1,0,1,0,0,2,0,0,2,0,0,0,0,0,1,0,0,1,0,2,0,2,0,0.07918398479460288,True
4,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,1,0,1,0,0,0,2,0,0,2,0.03197093659244407,True
4,1,0,1,0,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,1,2,1,0.9179814203366364,False
4,0,0,0,0,2,1,0,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,1,1,2,-0.010245966116196142,True
4,0,1,1,0,0,1,1,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,2,0,0,0.07567871609190442,True
4,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,4,0,0,0.06841830474003112,True
4,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,1,0,3,1,0,0,0,0.1267644385434315,True
4,0,0,0,0,2,0,0,0,2,0,0,1,1,0,0,1,0,0,0,1,0,2,1,1,0,0.019058148432270636,True
4,0,0,2,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,2,0,1,0.14332058816520787,True
4,0,1,1,0,0,2,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,2,1,0,0.09045153018665113,True
4,0,2,0,0,0,1,0,0,0,1,0,0,0,0,2,0,2,0,0,0,0,2,1,1,0,0.016395261539563676,True
4,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,2,1,0,1,0.07300659745697687,True
4,1,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,2,2,0,0.02626092334028867,True
4,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,2,0,0.07472264308645628,True
4,0,1,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0,2,3,0,0,0,1,0.9096509321198152,False
4,1,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,2,1,0.05717023510932658,True
4,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,1,3,0,0.04241588953244324,True
4,0,0,2,0,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,3,0,0.09218911764889684,True
4,1,0,1,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,1,0,0,3,0,1,0,0.07525900765681742,True
4,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,2,1,0,3,0,0,0.09383293334003988,True
4,2,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,2,2,0,0.0916865742651291,True
4,0,0,0,0,2,0,0,2,0,0,1,0,0,0,1,0,1,1,0,0,0,2,0,2,0,0.0418747631428173,True
4,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,3,0.8832989440124203,False
4,1,1,0,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,1,0,0,2,0,0,2,0.016386966664368008,True
4,0,2,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,1,0,0,1,0,0,2,1,0.05159644256172842,True
4,0,0,0,2,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,0,0,1,0,0,3,-0.004068593203181802,True
4,1,0,0,1,0,0,0,1,1,0,0,0,0,2,0,1,0,0,0,1,1,3,0,0,0,0.050901854588659784,True
4,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,2,0.00461274617046588,True
4,1,0,0,0,1,0,0,0,0,2,1,0,1,0,0,1,0,0,1,0,0,0,3,1,0,0.8592914573541749,False
4,0,1,0,0,1,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,2,1,0,0,1,0.05697433778595943,True
4,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,2,1,1,0,0,0.07294340163217929,True
4,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,2,0,0,0,0,0,1,0,1,2,0.03171827224799834,True
4,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,0,0,0,2,0,2,0,0.06535829621552511,True
4,0,1,0,0,1,2,0,0,0,0,0,0,1,0,1,0,1,0,0,1,4,0,0,0,0,0.9398846250342558,False
4,0,1,1,0,0,2,0,0,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,2,0.9068175161201389,False
4,0,0,0,0,2,0,0,0,1,1,1,0,0,1,0,1,0,0,0,1,1,1,2,0,0,0.38527777652949424,True
4,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1,0.9587017276186093,False
4,0,1,0,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,1,1,1,0.03582241564555397,True
4,0,0,0,2,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,2,0,0,1,1,0.016682804846689964,True
4,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,3,0.028998195324300813,True
4,0,2,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,2,0,0,2,0,0.05525329447918509,True
4,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,2,0,0.10187554402708095,True
4,0,0,0,2,0,0,0,0,2,0,0,1,1,0,0,2,0,0,0,0,3,1,0,0,0,0.0720072844003771,True
4,0,2,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,1,0,0,2,2,0,0,0.03368194674308536,True
4,1,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,1,1,0,0,0,0,3,1,0,0.10407133307654923,True
4,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,2,1,0,0,1,0.06602771344242665,True
4,0,1,0,1,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,1,1,0,1,2,0,0.04498081520177782,True
4,0,2,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,1,1,0,0,2,1,0.0361663630853526,True
4,0,0,0,0,2,0,1,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,2,0,0.034529127031006225,True
4,1,0,0,1,0,0,1,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,3,1,0.05773424789700065,True
4,2,0,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,1,0,1,0,0,2,1,0.8265652905410774,False
4,0,0,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,0,0.049189621517366715,True
4,0,0,2,0,0,0,1,0,1,0,0,1,1,0,0,0,2,0,0,0,0,1,3,0,0,0.07829524065977642,True
4,0,2,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,2,0,1,1,0,0,2,0.015931406796818162,True
4,1,1,0,0,0,0,1,0,0,1,0,0,2,0,0,1,0,1,0,0,0,0,2,2,0,0.12206780135700972,True
4,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,4,0,0,0.06841830474003112,True
4,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,3,0.027803105643044064,True
4,0,0,0,0,2,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,1,0,3,0.8723778714777427,False
4,0,0,0,0,2,1,0,0,1,0,0,2,0,0,0,0,0,0,2,0,0,3,1,0,0,0.030140675235751632,True
4,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,2,1,0,0.056970769965405135,True
4,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,0,0,0,2,1,0,1,0,0.0741590671603554,True
4,0,0,2,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,2,1,1,0,0.033396922710032,True
4,1,0,0,0,1,0,0,0,0,2,1,0,1,0,0,0,0,0,2,0,0,2,0,0,2,0.033006597456976934,True
4,0,0,0,0,2,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0,1,1,0,2,0.7538638549083557,False
4,0,0,2,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,1,1,2,2,0,0,0,0.8931253806523687,False
4,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,2,2,1,1,0,0,0.38136943883253843,True
4,0,0,1,1,0,0,0,0,2,0,0,2,0,0,0,1,0,1,0,0,0,0,0,2,2,0.03334755828869989,True
4,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,2,0,0,0,1,0,3,0,0,0.13947357767197807,True
4,0,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,1,0,1,3,0,0,0.044397335112651974,True
4,0,1,0,0,1,0,2,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,3,-0.001554821480489627,True
4,1,0,0,0,1,0,1,1,0,0,0,0,0,0,2,0,1,0,0,1,0,1,1,2,0,0.02615242303415438,True
4,2,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,1,0,0,2,1,1,0,0,0.9158148189469857,False
4,1,0,0,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,2,0,0,3,1,0,0,0.012189117648897007,True
4,1,0,1,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,1,1,3,0,0,0,0.06526368454055806,True
4,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,2,0,0,2,0,0.06888400541297386,True
4,0,0,2,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,2,0.15572889750783597,True
4,0,0,0,0,2,1,0,0,1,0,1,0,1,0,0,0,0,2,0,0,2,1,1,0,0,0.882980696508161,False
4,2,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,3,0.9034593296966339,False
4,0,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,2,0,0,0,1,1,0,2,0,0.03695597412861158,True
4,2,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,2,1,1,0,0,0.9545922956127879,False
4,0,0,1,1,0,0,0,0,0,2,1,0,0,1,0,0,1,0,0,1,4,0,0,0,0,0.1233205881652079,True
4,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,1,0.10364671968070546,True
4,1,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,2,0,0,0,2,1,0,1,0.09300659745697683,True
4,0,0,1,1,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,3,0.10332058816520794,True
4,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,2,0,0,0,0,3,1,0,0,0,0.9299924174998608,False
4,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,2,0,0,3,0,0,0,1,0.9250563947615725,False
4,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,4,0,0,0,0.04611644282588113,True
4,0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,0,2,1,1,0,0.07339692271003193,True
4,1,0,0,0,1,2,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,3,0,0,0,0.6175498086671355,False
4,1,0,0,0,1,0,0,0,2,0,1,1,0,0,0,0,1,0,0,1,2,1,1,0,0,0.04931339563551706,True
4,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,1,0,0,0,1,0,0,3,0,0.03245785199029113,True
4,0,1,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,3,1,0.04735460881881825,True
4,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,2,0,2,0,0,0.11382791002756996,True
4,0,0,2,0,0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,2,3,0,0,0,1,0.0738329333400399,True
4,2,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0.058870766913707996,True
4,1,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,2,0,2,0,0.07918398479460288,True
4,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,3,0,0.04809613574483874,True
4,0,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,2,1,0,0.07684272668508749,True
4,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,3,1,0.06221092054789178,True
4,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,1,0.1802078280337494,True
4,1,0,1,0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,1,0,0,0,0,4,0,0.05044164342759486,True
4,0,2,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,1,1,0,1,2,0,0,1,0.05081160612453378,True
4,0,1,0,1,0,0,0,0,2,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,3,0.009535399773552182,True
4,0,0,0,0,2,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,2,0,1,0.02458344752606838,True
4,2,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,2,0,0,2,0.10561002263373104,True
4,0,2,0,0,0,0,0,0,0,2,1,0,0,1,0,0,1,0,1,0,2,0,0,2,0,0.03136759283445241,True
4,0,0,1,0,1,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,3,0,0.052007284400377114,True
4,1,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,1,0,1,0,3,0,0,0.09557934776734031,True
4,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,2,0,2,2,0,0,0.8834688990636742,False
4,0,1,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,2,1,0,0,0.08535000556617557,True
4,0,0,0,2,0,0,0,2,0,0,0,1,1,0,0,0,0,2,0,0,0,0,4,0,0,0.12760056426778127,True
4,0,0,2,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,2,0,0,0,0,0,4,0.5084658076495367,False
4,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,1,0,0,0,1,0,1,2,1,0,0.2464326293092485,False
