m,g0_cooperative,g0_conditional_cooperator,g0_compensating_cooperator,g0_selfish,g0_sanctioning,g1_cooperative,g1_conditional_cooperator,g1_compensating_cooperator,g1_selfish,g1_sanctioning,g2_cooperative,g2_conditional_cooperator,g2_compensating_cooperator,g2_selfish,g2_sanctioning,g3_cooperative,g3_conditional_cooperator,g3_compensating_cooperator,g3_selfish,g3_sanctioning,outsider_cooperative,outsider_conditional_cooperator,outsider_compensating_cooperator,outsider_selfish,outsider_sanctioning,welfare_efficiency,collapsed
4,1,0,0,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,2,0,1,1,0,0,2,0.02231641811097021,True
4,0,1,0,1,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,2,1,0.0535951591201084,True
4,1,0,0,1,0,0,0,0,0,2,0,0,1,1,0,2,0,0,0,0,2,1,0,0,1,0.1413622891106131,True
4,0,2,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,2,1,0.04735130867405839,True
4,1,0,1,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,1,0,2,0.918652638074619,False
4,0,0,2,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,2,0,0,2,2,0,0.07168657426512914,True
4,0,1,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,4,0,0,0.08985759034877593,True
4,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,2,1,1,0,0.06954037900022986,True
4,0,0,1,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0.07393224929401,True
4,0,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,1,2,0,0,0,2,0.09846071147341413,True
4,1,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,1,0,1,0,1,3,0,0,0,0.06845813223946548,True
4,0,1,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,2,0,2,1,1,0,0,0.044138291964289304,True
4,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,2,0,0,0,4,0,0,0.0680961357448387,True
4,1,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,2,0,1,1,2,0,0.020222247581376692,True
4,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,1,0,0,1,0,0,2,0,1,1,0.04760139740775122,True
4,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,2,0,0,2,2,0,0.0620678013570098,True
4,0,0,1,1,0,0,2,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,4,0,0.06618310533548337,True
4,0,0,0,2,0,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,1,2,0.030611487110462927,True
4,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,3,0,0.060778657334954765,True
4,0,2,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,3,0,0.02141252383644154,True
4,1,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,0,1,0,0,4,0,0,0.6284658076495366,False
4,1,1,0,0,0,0,2,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,4,0,0.03335790814548113,True
4,0,1,1,0,0,0,0,0,2,0,0,0,0,1,1,1,0,0,0,1,0,2,0,2,0,0.03187918207089527,True
4,0,0,1,0,1,0,0,2,0,0,0,1,0,0,1,0,1,1,0,0,0,2,0,1,1,0.1675642729714552,True
4,0,0,0,1,1,0,1,0,1,0,0,0,0,2,0,0,0,1,0,1,2,0,0,0,2,0.0015948017307563659,True
4,2,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,2,1,0,1,0,0.10433353447886126,True
4,0,0,0,0,2,0,0,1,1,0,2,0,0,0,0,1,0,0,1,0,0,0,1,3,0,0.04326272953053565,True
4,2,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,2,0,2,0,2,0,0.018811982536659833,True
4,1,0,0,1,0,0,1,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,2,0,0.07775516798836901,True
4,0,2,0,0,0,0,0,0,1,1,2,0,0,0,0,0,1,1,0,0,2,1,0,0,1,0.058445203196234224,True
4,0,0,1,1,0,0,0,0,0,2,0,0,2,0,0,1,1,0,0,0,0,0,0,3,1,0.05773424789700065,True
4,0,0,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,0,1,1,1,1,0.790604620907629,False
4,0,0,0,0,2,1,0,1,0,0,2,0,0,0,0,0,0,1,0,1,0,4,0,0,0,0.11457022642952398,True
4,1,0,1,0,0,0,0,1,1,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,2,0.09384046706686863,True
4,0,0,0,0,2,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,3,0,0,1,0,0.026454268523503143,True
4,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,2,0,0,0,0,1,2,1,0.07689702456260275,True
4,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,3,0,0,0.07316005389067184,True
4,1,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,2,0,0,2,0,1,0,1,0.09989855995460704,True
4,0,0,0,2,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,1,0.0332510031524558,True
4,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,2,0,0,0.4253384431488504,True
4,0,0,0,0,2,1,1,0,0,0,0,0,1,0,1,1,0,0,0,1,2,1,1,0,0,0.8426026679046551,False
4,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,2,2,0,0.05301554544267323,True
4,1,0,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,2,1,0.08295652791258988,True
4,0,0,2,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,1,0,2,0,0,1,1,0.9635051118855726,False
4,1,1,0,0,0,0,0,0,0,2,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0.9092827282743655,False
4,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,2,1,3,0,0,0,0.07347265709067347,True
4,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,1,3,-0.022143552024861457,True
4,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,1,2,0,0,1,0.058109651202238585,True
4,2,0,0,0,0,0,2,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,2,0,0,0.08574048252883999,True
4,0,1,0,0,1,1,0,0,0,1,0,2,0,0,0,0,0,1,0,1,0,1,0,2,1,0.027253717520604244,True
4,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1,0,2,0,1,1,0,0.8792914573541749,False
4,0,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1,0.019988306475813768,True
4,0,1,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,3,1,0.061177481367865404,True
4,0,2,0,0,0,0,1,0,1,0,1,1,0,0,0,2,0,0,0,0,0,0,1,3,0,0.07014067523575157,True
4,0,0,1,1,0,1,0,0,0,1,0,0,0,0,2,0,1,1,0,0,1,2,1,0,0,0.054492921696604774,True
4,0,0,1,0,1,0,0,1,0,1,0,0,0,2,0,0,0,1,0,1,1,0,0,3,0,0.023262729530535688,True
4,0,0,1,0,1,1,1,0,0,0,0,0,0,0,2,1,0,1,0,0,1,2,0,0,1,0.9033874135999408,False
4,0,0,2,0,0,2,0,0,0,0,0,1,1,0,0,1,0,1,0,0,2,1,0,1,0,0.3145330861901674,False
4,0,0,1,1,0,0,0,1,1,0,2,0,0,0,0,1,0,0,1,0,4,0,0,0,0,0.11989855995460699,True
4,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,2,0,0.05994520227953906,True
4,0,0,1,0,1,0,1,0,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,4,-0.004430128412825795,True
4,1,1,0,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,3,0,0.06521597222222222,True
4,0,1,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,4,0,0,0,0,0.6588197091460257,False
4,1,1,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,1,1,1,0,2,0,0.05006205976801537,True
4,0,1,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,1,0,1,1,0,0,2,0.06458344752606832,True
4,0,0,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,4,0,0,0.955412915818267,False
4,2,0,0,0,0,0,2,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,3,1,0.0671528950051558,True
4,0,0,1,0,1,2,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,2,0,0.07090414465983975,True
4,1,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,2,1,1,0,0,0.9583334224510066,False
4,0,1,1,0,0,0,1,1,0,0,2,0,0,0,0,0,0,1,0,1,2,1,0,1,0,0.0947312825200951,True
4,0,0,1,0,1,0,1,0,0,1,2,0,0,0,0,0,2,0,0,0,0,1,3,0,0,0.08302345637740252,True
4,0,0,0,2,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,2,0,0,0,4,0,0.010101405876269506,True
4,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,3,0,1,0,0.03787749828726175,True
4,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0,0,0,1,1,0,1,2,0,1,0,0.07382630478549748,True
4,0,1,0,0,1,2,0,0,0,0,1,0,1,0,0,0,0,1,1,0,3,0,0,1,0,0.42464387430982975,True
4,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,4,0,0,0,0.049972663042953926,True
4,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,2,2,0,0.0262609233319815,True
4,0,0,0,2,0,0,0,0,0,2,0,1,0,0,1,0,0,1,0,1,0,0,3,1,0,0.028894053990902682,True
4,0,1,0,1,0,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0,0,1,1,2,0,0.09090414465983973,True
4,0,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,4,0,0.04623274182818077,True
4,0,0,0,1,1,0,0,1,1,0,0,0,2,0,0,0,1,1,0,0,1,0,0,3,0,0.06159480173075627,True
4,0,0,0,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,4,0,0,0,0.0080395523852414,True
4,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,2,0,0,2,0,0,1,1,0.9388984571592408,False
4,0,0,0,2,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,2,0.021594801730756334,True
4,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,3,0,0.03724388479105446,True
4,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,0,3,0.09878883287263351,True
4,0,0,0,1,1,0,0,1,1,0,0,1,0,0,1,2,0,0,0,0,0,0,0,3,1,0.08368772440844692,True
4,1,1,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,1,0,0,2,0,2,0.9092827282743655,False
4,0,0,0,1,1,0,1,1,0,0,0,2,0,0,0,0,0,0,2,0,1,2,0,0,1,0.034479269267125974,True
4,1,0,0,1,0,1,0,0,1,0,0,0,0,0,2,1,0,1,0,0,1,0,2,0,1,0.5884658076495367,False
4,0,0,2,0,0,0,0,2,0,0,1,0,0,1,0,1,0,0,0,1,0,4,0,0,0,0.08312017646985234,True
4,0,1,0,0,1,0,0,2,0,0,2,0,0,0,0,0,0,1,1,0,0,1,2,0,1,0.9429253840720512,False
4,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,1,1,1,1,0,1,0.08062308598343937,True
4,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,2,0,0,0,0,0,2,1,1,0,0.0933969227100319,True
4,0,1,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,3,1,0.03078650454218434,True
4,0,0,1,0,1,0,0,1,1,0,2,0,0,0,0,1,0,1,0,0,0,4,0,0,0,0.08311480368231232,True
4,1,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,0,1,1,0,1,0,2,1,0,0.8792914573541749,False
4,1,1,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,1,1,2,0,1,0,0.06298455786847337,True
4,1,0,1,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,2,0,2,1,1,0,0.09859795315109929,True
4,0,0,0,0,2,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,2,0,1,0,0.017318000772288806,True
4,1,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,1,1,0,2,0.007184866912815328,True
4,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,1,0,1,0,0,2,0,2,0,0,0.9519614256942849,False
4,2,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,2,0,0,0,3,0,1,0.07989855995460707,True
4,1,0,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,0,2,0,0,1,1,0.1757288975078359,True
4,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,1,1,1,0,0.09133486564955384,True
4,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,0,2,0,0.07452912703100617,True
4,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,2,1,0,1,2,0,0.2502427966714433,False
4,1,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0,2,2,0.018573724197181257,True
4,1,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,3,1,0.051648585129738814,True
4,1,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,2,1,1,0.060030642187083566,True
4,0,1,0,0,1,1,0,0,0,1,2,0,0,0,0,2,0,0,0,0,1,1,0,1,1,0.9378366058935234,False
4,0,0,0,0,2,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,3,0,0,0.11187255274055333,True
4,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,3,1,0,0,0.08780310564304387,True
4,1,1,0,0,0,2,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2,2,0.9430421412632299,False
4,0,0,1,0,1,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,3,0,1,0,0.05721587610026253,True
4,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,0,2,0,2,0,0,0.11384297797801046,True
4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,2,1,2,1,0,0,0.01016986273147548,True
4,0,0,0,2,0,1,0,1,0,0,0,1,0,1,0,2,0,0,0,0,1,0,2,0,1,0.0680961357448387,True
4,1,0,0,1,0,1,0,0,0,1,0,2,0,0,0,0,0,2,0,0,0,1,0,0,3,0.030052390261283094,True
4,0,0,1,1,0,1,0,1,0,0,0,0,0,2,0,0,2,0,0,0,1,1,0,0,2,0.03555152501320572,True
4,0,0,1,1,0,0,0,1,1,0,0,2,0,0,0,1,0,0,1,0,1,1,1,1,0,0.07068699837028763,True
4,0,1,0,0,1,0,2,0,0,0,0,0,2,0,0,0,0,1,1,0,0,1,0,2,1,0.047351308679317694,True
4,1,1,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,0,2,0,2,0,0,0.17846583033033625,True
4,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,2,0.08760056426778133,True
4,0,0,0,2,0,0,1,0,1,0,0,0,2,0,0,0,0,0,2,0,2,2,0,0,0,0.06598212330588706,True
4,0,0,0,0,2,0,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,1,3,0,0.006990897758241969,True
4,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,2,0.04760056426778139,True
4,0,1,0,1,0,0,2,0,0,0,1,0,0,0,1,1,0,1,0,0,1,0,0,1,2,0.02899819532430081,True
4,1,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,2,0,0,0,0,1,2,1,0,0.08832578390212857,True
4,0,0,1,0,1,0,0,2,0,0,1,0,0,0,1,0,0,0,1,1,1,2,0,1,0,0.13955828408165724,True
4,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,0.0836467196807055,True
4,0,1,0,0,1,0,0,1,1,0,2,0,0,0,0,1,0,0,1,0,3,0,0,0,1,0.14332058816520787,True
4,0,2,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,3,-0.0022751128400895627,True
4,0,0,0,0,2,0,0,0,1,1,0,1,0,1,0,0,0,0,0,2,2,0,1,1,0,0.016842726680284473,True
4,0,1,1,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,1,1,0,0,1,2,0.01288613752552577,True
4,1,0,0,0,1,1,0,0,0,1,0,0,2,0,0,0,1,0,1,0,1,2,0,0,1,0.08426077981860668,True
4,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,3,0.08332058816520796,True
4,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,3,0,0.07811697379948895,True
4,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,2,0.03288613752552574,True
4,0,0,0,2,0,1,0,0,0,1,1,0,0,1,0,2,0,0,0,0,0,3,0,0,1,0.04322978049507883,True
4,0,0,2,0,0,1,0,0,1,0,0,0,2,0,0,1,0,1,0,0,0,1,1,0,2,0.9482474414345129,False
4,1,0,1,0,0,2,0,0,0,0,1,1,0,0,0,2,0,0,0,0,4,0,0,0,0,0.9896509321198151,False
4,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,1,2,0,0.030904144659839823,True
4,1,0,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,2,0.05005239026128306,True
4,1,1,0,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1,0,0,3,-0.0018834405095838954,True
4,1,0,0,0,1,0,0,1,0,1,0,0,0,0,2,2,0,0,0,0,0,1,0,2,1,0.8985257305823792,False
4,0,1,0,0,1,2,0,0,0,0,0,0,2,0,0,0,1,0,0,1,1,0,0,0,3,0.8992962702181623,False
4,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,3,0,1,0.03811697379948904,True
4,1,1,0,0,0,0,0,0,1,1,0,0,2,0,0,0,1,1,0,0,0,1,0,1,2,0.061546765354921845,True
4,2,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,3,0,1,0,0,0.16332058816520784,True
4,1,1,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,1,3,0,0,1,0,0.040525233903659766,True
4,1,0,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,4,0.007798836701101278,True
4,0,1,0,1,0,1,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,4,0,0,0.05772488715991033,True
4,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,1,1,0,1,2,0,0,1,0.06692940349165635,True
4,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,1,0,0,1,0,0,0,2,1,1,0.04730582456976499,True
4,0,0,0,1,1,0,2,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2,2,0,0,0.05846640610675883,True
4,0,0,0,0,2,1,0,1,0,0,0,2,0,0,0,0,1,0,1,0,1,1,0,1,1,0.024850155610747535,True
4,1,0,1,0,0,0,0,1,1,0,0,0,0,2,0,1,0,0,1,0,1,0,0,3,0,0.06520198039038466,True
4,1,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,1,3,0,0,1,0,0.0805252339036597,True
4,2,0,0,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,1,0,2,1,0,0.1551087586391115,True
4,1,0,0,1,0,0,0,0,2,0,0,0,1,0,1,0,1,0,1,0,2,1,0,0,1,0.03265267093734333,True
4,0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,0,0,2,1,1,0,0,0.08311301255492101,True
4,0,1,0,1,0,0,0,0,0,2,0,0,0,0,2,0,1,0,1,0,0,1,0,0,3,-0.05397228655757314,True
4,1,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,1,0,1,0,1,2,0,1,0.1413622891106131,True
4,0,0,2,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,2,2,0,0.06755125780867369,True
4,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,3,1,0.821978345724136,False
4,0,1,1,0,0,0,0,0,2,0,1,0,1,0,0,0,0,0,2,0,1,2,0,0,1,0.05107809873475121,True
4,0,1,0,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,2,1,2,0,1,0,0.02924375000000006,True
4,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,0,2,2,0.10532382700723485,True
4,0,0,0,2,0,0,1,1,0,0,0,1,0,0,1,0,0,2,0,0,0,2,0,1,1,0.04358710558010423,True
4,0,1,1,0,0,0,0,1,0,1,1,1,0,0,0,0,2,0,0,0,1,1,0,1,1,0.04567554314304481,True
4,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,1,1,0,1,2,0,0,1,0.02358501055300474,True
4,1,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,2,1,0.08130495286164725,True
4,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,1,3,0.8580271093082505,False
4,0,0,1,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,3,0.004174046593552024,True
4,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,2,2,0.044663228537961605,True
4,0,1,0,1,0,0,0,0,0,2,1,0,1,0,0,0,0,1,0,1,2,1,0,1,0,0.051334865649553904,True
4,0,1,1,0,0,1,0,1,0,0,0,0,0,0,2,0,1,1,0,0,3,0,0,0,1,0.5988197091460259,False
4,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,2,0,0,0,0,2,0,0,0,2,0.9254363548597174,False
4,1,0,1,0,0,1,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,1,1,2,0,0.07452912703100617,True
4,0,0,0,0,2,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,4,0,0.0328898232950857,True
4,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0.09030991063800568,True
4,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,2,0,0,0,0,1,1,0,2,0.03808592336189963,True
4,1,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,2,1,0,1,0,0.051267630168758085,True
4,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,0,1,2,0,1,0,0.06905651492906939,True
4,2,0,0,0,0,1,0,0,0,1,0,0,0,2,0,0,2,0,0,0,1,2,0,1,0,0.05382630478549752,True
4,0,0,2,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,1,0,1,0,0,1,2,0.029754033883803793,True
4,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,2,1,0,0.14978647144779916,True
4,0,1,0,0,1,0,0,2,0,0,0,1,0,1,0,0,0,0,2,0,1,3,0,0,0,0.05157619916843091,True
4,0,1,0,1,0,0,1,0,0,1,0,0,2,0,0,1,0,0,0,1,1,0,0,0,3,0.09846071147341413,True
4,0,0,0,1,1,1,0,1,0,0,0,2,0,0,0,0,1,1,0,0,0,1,1,1,1,0.05379423408884179,True
4,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,2,0,0,0,0,4,0,0,0,0.05136046845220009,True
4,0,1,0,1,0,0,1,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,4,-0.004969902812832604,True
4,1,1,0,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,1,3,0,0,0.8835219161753948,False
4,0,0,1,1,0,0,0,2,0,0,1,0,1,0,0,0,0,0,2,0,0,1,1,0,2,0.058141448603797774,True
4,0,0,0,0,2,0,0,0,2,0,0,1,0,0,1,0,0,0,2,0,1,1,2,0,0,0.01366348012607627,True
4,0,2,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,1,0,1,0,1,0,1,2,0.025532121627459218,True
4,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,3,0,1,0,0.04057320100903061,True
4,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,2,0,0,1,1,0.1802078280337494,True
4,0,0,1,0,1,0,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,4,0,0.0016671682504541677,True
4,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,3,1,0,0,0.08295183968156425,True
4,1,0,1,0,0,1,0,1,0,0,0,0,0,0,2,1,0,0,1,0,1,1,1,0,1,0.9262573919876905,False
4,0,0,1,0,1,0,0,2,0,0,0,0,0,1,1,0,1,0,0,1,3,0,0,0,1,0.9184002986363213,False
4,0,0,2,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,2,0,0,4,0,0,0,0.04916001556035204,True
4,0,1,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,1,1,0,2,0,0.04707767136137036,True
4,0,0,0,1,1,0,0,0,2,0,0,0,2,0,0,1,0,0,1,0,0,2,0,0,2,0.022691680019314788,True
4,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,3,1,0.04161245739187111,True
4,0,0,0,0,2,1,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,2,0,1,1,0.810604620907629,False
4,0,1,0,0,1,1,0,0,1,0,2,0,0,0,0,1,0,1,0,0,1,2,0,1,0,0.08434990135106411,True
4,0,2,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,2,1,0.06130495286164728,True
4,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,3,1,0,0,0.02840960266802532,True
4,0,0,0,2,0,0,0,0,2,0,0,1,1,0,0,0,0,2,0,0,1,2,0,0,1,0.05107809873475121,True
4,0,0,0,2,0,1,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,2,1,1,0,0.07905814843227055,True
4,0,1,0,1,0,0,0,0,2,0,2,0,0,0,0,1,0,1,0,0,0,2,1,0,1,0.058787052138841396,True
4,0,1,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,2,0,1,0,2,1,0,0.0452896369872189,True
4,1,0,1,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,4,0,0.037877498286350404,True
4,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,2,0,2,0,0,0.9474919071566116,False
4,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,1,2,0.06417404659355191,True
