m,g0_cooperative,g0_conditional_cooperator,g0_compensating_cooperator,g0_selfish,g0_sanctioning,g1_cooperative,g1_conditional_cooperator,g1_compensating_cooperator,g1_selfish,g1_sanctioning,outsider_cooperative,outsider_conditional_cooperator,outsider_compensating_cooperator,outsider_selfish,outsider_sanctioning,welfare_efficiency,collapsed
2,0,0,3,1,0,0,2,0,2,0,1,0,0,0,3,0.018116973799489077,True
2,0,1,2,0,1,0,3,1,0,0,0,0,3,1,0,0.07380633173259639,True
2,0,1,0,1,2,3,0,0,1,0,1,1,1,1,0,0.07215237906499312,True
2,1,0,2,0,1,1,0,0,0,3,2,0,2,0,0,0.9176040005118643,False
2,0,2,0,1,1,0,1,1,2,0,0,0,0,0,4,-0.013103847851729166,True
2,0,2,1,1,0,0,2,0,2,0,0,0,2,2,0,0.06629930555555556,True
2,0,1,0,3,0,0,1,0,3,0,0,1,1,2,0,0.06033055555555556,True
2,2,0,2,0,0,0,0,0,0,4,1,0,1,2,0,0.8988615100414037,False
2,0,0,2,0,2,0,0,1,1,2,0,1,0,2,1,0.8979756138547791,False
2,3,0,0,0,1,2,0,0,1,1,1,3,0,0,0,0.15520631720673636,True
2,2,0,2,0,0,1,0,1,2,0,1,0,0,3,0,0.0832627295305356,True
2,2,2,0,0,0,0,1,0,0,3,0,2,2,0,0,0.03917368065387162,True
2,1,1,2,0,0,1,1,1,0,1,1,1,1,1,0,0.1261508253773921,True
2,2,0,2,0,0,1,1,0,0,2,1,0,1,0,2,0.9183236709339611,False
2,3,0,0,1,0,1,0,1,1,1,3,0,1,0,0,0.9636451726345484,False
2,0,0,2,1,1,0,2,0,2,0,0,1,1,2,0,0.05089624309505545,True
2,1,0,0,0,3,0,1,0,3,0,2,0,0,0,2,-0.011903864255161161,True
2,2,0,0,1,1,2,1,0,1,0,0,3,0,1,0,0.06057320002439706,True
2,0,1,0,0,3,2,0,0,0,2,1,0,3,0,0,0.898957014879823,False
2,0,1,2,0,1,0,0,0,3,1,1,1,0,1,1,0.9372975287087268,False
2,2,0,1,1,0,1,0,3,0,0,1,3,0,0,0,0.13384046706686856,True
2,0,2,0,2,0,0,1,3,0,0,1,1,1,0,1,0.058085923361899605,True
2,1,1,0,2,0,0,1,2,0,1,0,0,0,1,3,0.012886137528083503,True
2,0,2,0,0,2,2,0,0,1,1,1,1,0,1,1,0.9150876362084828,False
2,3,0,1,0,0,0,1,3,0,0,0,0,0,0,4,0.9148840445269626,False
2,1,0,1,0,2,1,0,2,0,1,0,0,3,0,1,0.9158261506303265,False
2,1,1,0,2,0,0,3,0,1,0,2,2,0,0,0,0.06804930555555555,True
2,0,0,0,1,3,0,4,0,0,0,0,0,0,4,0,0.010479285046825326,True
2,1,0,0,0,3,2,1,0,0,1,1,1,2,0,0,0.9140182309655691,False
2,0,0,1,0,3,0,3,0,1,0,1,0,0,0,3,-0.024439607560742763,True
2,0,0,1,2,1,0,0,0,3,1,2,0,2,0,0,0.9577865964154789,False
2,2,0,1,0,1,2,1,0,1,0,0,1,2,0,1,0.17654131274046742,True
2,2,0,2,0,0,4,0,0,0,0,0,0,3,1,0,0.9930847455674541,False
2,0,0,0,4,0,1,1,0,2,0,0,0,0,3,1,0.04374652008310253,True
2,0,1,1,0,2,0,1,2,0,1,0,1,0,1,2,0.8990548603682474,False
2,0,0,2,1,1,1,2,1,0,0,0,1,0,0,3,0.06401694060363332,True
2,0,0,1,2,1,2,0,0,1,1,0,0,1,2,1,0.935640543629347,False
2,1,0,1,1,1,0,0,3,0,1,4,0,0,0,0,0.9574595912506189,False
2,1,0,0,0,3,0,1,3,0,0,0,0,0,2,2,0.8831044152432396,False
2,1,0,2,0,1,1,0,1,1,1,0,1,1,2,0,0.15395091110770392,True
2,1,1,0,1,1,3,0,0,1,0,0,0,0,1,3,0.790604620907629,False
2,1,2,0,0,1,1,2,1,0,0,0,0,1,2,1,0.067586905684277,True
2,0,0,1,3,0,0,1,3,0,0,2,2,0,0,0,0.0761369347852976,True
2,0,1,0,3,0,0,4,0,0,0,0,0,2,1,1,0.04855779051775151,True
2,0,1,2,0,1,2,0,0,1,1,0,0,1,0,3,0.8986666794211121,False
2,1,0,0,0,3,0,2,0,0,2,2,2,0,0,0,0.3447433623500896,True
2,1,2,0,1,0,0,1,2,0,1,0,0,0,0,4,0.0077988373559945146,True
2,1,0,1,0,2,1,0,0,0,3,1,0,3,0,0,0.8977179499370926,False
2,0,1,0,0,3,1,0,2,1,0,2,0,1,1,0,0.3846438743098298,True
2,0,0,2,2,0,2,0,1,1,0,0,0,2,2,0,0.07814749178158457,True
2,0,0,4,0,0,0,0,2,2,0,0,1,2,1,0,0.10569522546426137,True
2,0,0,2,2,0,0,1,2,1,0,1,0,1,1,1,0.062052283062933755,True
2,0,0,0,2,2,0,1,1,2,0,0,0,0,1,3,-0.013048603479433487,True
2,0,2,0,2,0,1,1,0,2,0,2,0,1,0,1,0.04845813223946551,True
2,0,0,2,1,1,0,3,0,0,1,1,0,1,0,2,0.9192434397594675,False
2,0,1,3,0,0,0,1,0,1,2,1,0,1,0,2,0.9042614324482129,False
2,0,0,1,1,2,1,1,1,0,1,1,0,0,1,2,0.898808748567257,False
2,0,1,2,0,1,1,0,0,0,3,0,1,0,2,1,0.8985427376252246,False
2,1,0,1,1,1,1,2,0,1,0,0,2,1,0,1,0.0519743704266426,True
2,0,1,3,0,0,0,4,0,0,0,0,2,0,0,2,0.0391231441787167,True
2,0,1,2,0,1,1,0,0,2,1,0,3,1,0,0,0.08030430718027683,True
2,2,0,0,1,1,0,3,1,0,0,0,0,2,2,0,0.06407703478869216,True
2,2,1,0,1,0,1,1,0,0,2,1,1,0,1,1,0.0574934720370743,True
2,1,0,3,0,0,3,0,0,1,0,2,0,0,2,0,0.29764825221294927,False
2,0,1,1,2,0,0,0,0,4,0,1,1,1,1,0,0.0619,True
2,0,1,1,0,2,3,1,0,0,0,0,2,0,1,1,0.1579779852835978,True
2,2,0,0,0,2,1,0,3,0,0,1,0,0,1,2,0.9177739250108334,False
2,0,2,0,1,1,1,0,2,1,0,2,2,0,0,0,0.08434978213102551,True
2,0,4,0,0,0,0,0,2,2,0,3,0,0,0,1,0.055030097187167296,True
2,0,2,0,1,1,0,3,1,0,0,0,2,0,2,0,0.05478724985129038,True
2,2,0,1,1,0,0,3,1,0,0,0,0,0,4,0,0.06981636071591014,True
2,0,0,4,0,0,3,0,0,1,0,0,1,2,1,0,0.3064326293092484,False
2,2,0,2,0,0,0,1,0,2,1,2,0,1,1,0,0.9681588207740898,False
2,1,0,1,2,0,1,1,0,2,0,1,1,1,0,1,0.0526526709373433,True
2,0,0,0,4,0,1,0,1,2,0,0,0,3,1,0,0.0624939211187287,True
2,1,1,0,0,2,0,0,0,1,3,0,1,1,1,1,0.8779257194789417,False
2,1,2,1,0,0,2,0,2,0,0,1,0,2,0,1,0.6404282587813643,False
2,1,0,2,1,0,0,0,3,0,1,0,1,2,1,0,0.28643262930924845,False
2,1,1,0,0,2,1,0,1,0,2,0,1,1,1,1,0.8993432688676583,False
2,2,0,1,1,0,4,0,0,0,0,0,1,2,1,0,0.3064326293092484,False
2,0,0,0,2,2,2,0,0,1,1,2,0,1,0,1,0.9188594595319155,False
2,2,0,0,0,2,1,2,0,0,1,2,0,2,0,0,0.9397200501759434,False
2,0,3,0,0,1,0,3,0,1,0,1,1,0,2,0,0.052552630914354546,True
2,1,0,2,1,0,2,1,0,0,1,1,2,0,0,1,0.8339172803360334,False
2,1,0,0,3,0,0,0,1,0,3,0,2,1,1,0,0.01607011537858188,True
2,2,2,0,0,0,0,0,3,1,0,1,2,1,0,0,0.0901826453211548,True
2,1,3,0,0,0,0,4,0,0,0,1,2,0,0,1,0.052307104105427146,True
2,0,0,0,3,1,0,1,1,1,1,3,0,0,0,1,0.9382533646457772,False
2,0,1,1,2,0,1,0,0,3,0,3,0,1,0,0,0.0682508047786385,True
2,0,2,0,0,2,0,1,0,2,1,0,1,0,1,2,0.8924026533171557,False
2,1,0,2,0,1,0,0,1,1,2,0,0,2,2,0,0.9120547356930675,False
2,1,0,1,0,2,0,1,0,3,0,1,0,3,0,0,0.04809613574483874,True
2,2,0,1,0,1,1,1,2,0,0,0,1,1,2,0,0.1119259214072943,True
2,2,0,1,0,1,0,0,0,0,4,0,1,0,3,0,0.06676443854343157,True
2,0,2,0,0,2,0,1,2,0,1,1,0,0,3,0,0.047201267849206696,True
2,1,0,1,0,2,0,0,2,1,1,0,1,2,1,0,0.9157711900380832,False
2,0,2,2,0,0,0,2,0,1,1,2,0,0,0,2,0.05949210957069411,True
2,0,0,2,2,0,0,3,0,0,1,0,1,1,0,2,0.03719104027611978,True
2,1,1,0,2,0,0,0,0,0,4,2,1,0,0,1,0.004583447526068413,True
2,0,1,1,1,1,1,0,3,0,0,0,0,3,0,1,0.9551504492772508,False
2,2,0,2,0,0,1,1,2,0,0,0,2,0,2,0,0.10187476314281721,True
2,2,0,2,0,0,1,1,1,0,1,2,0,1,1,0,0.9733029426062436,False
2,0,3,0,0,1,0,0,3,0,1,1,1,1,1,0,0.154553835459299,True
2,0,1,0,1,2,1,0,1,1,1,0,1,0,2,1,0.9150535631003575,False
2,1,2,0,0,1,1,0,1,2,0,1,0,0,1,2,0.04733166472105174,True
2,1,3,0,0,0,1,1,2,0,0,3,1,0,0,0,0.08609539009897302,True
2,0,0,2,0,2,1,0,3,0,0,2,1,0,1,0,0.9452075201525807,False
2,0,0,0,3,1,0,2,1,0,1,0,1,2,0,1,0.9388002804285114,False
2,0,2,2,0,0,1,1,0,2,0,1,1,0,1,1,0.055965751471069344,True
2,1,0,2,1,0,2,2,0,0,0,0,0,0,0,4,0.053825398122935394,True
2,1,1,2,0,0,0,0,2,0,2,0,2,1,1,0,0.09466180548930092,True
2,0,1,0,2,1,2,1,1,0,0,0,1,3,0,0,0.12375728214584823,True
2,0,0,1,0,3,0,2,0,2,0,1,0,0,3,0,0.010901854588659813,True
2,2,0,0,0,2,0,0,2,2,0,1,0,2,1,0,0.11997463294020434,True
2,1,1,1,1,0,0,1,2,1,0,1,3,0,0,0,0.07503009718716727,True
2,0,1,1,0,2,1,0,0,1,2,1,0,1,0,2,0.87930945634054,False
2,1,1,1,1,0,2,1,0,0,1,0,0,0,4,0,0.05480449950307992,True
2,0,3,1,0,0,1,2,1,0,0,0,1,2,0,1,0.061054963823892215,True
2,0,1,1,1,1,1,1,2,0,0,3,0,0,1,0,0.1678971309825161,True
2,0,0,3,1,0,2,0,1,1,0,0,0,2,1,1,0.1802078280337494,True
2,1,0,3,0,0,0,0,3,0,1,1,2,0,0,1,0.956132655820208,False
2,0,0,0,1,3,0,1,1,1,1,1,0,1,1,1,0.8984340491493056,False
2,0,1,0,1,2,2,2,0,0,0,1,1,1,1,0,0.05186138900829369,True
2,2,0,1,0,1,0,0,0,1,3,2,1,0,1,0,0.8991892288927305,False
2,1,2,0,0,1,1,3,0,0,0,0,0,1,1,2,0.03228864814144123,True
2,1,0,0,3,0,1,3,0,0,0,0,3,1,0,0,0.06804930555555555,True
2,0,0,4,0,0,2,0,0,2,0,2,2,0,0,0,0.1095735395461937,True
2,1,1,0,2,0,2,0,2,0,0,1,0,2,0,1,0.10760056426778129,True
2,3,1,0,0,0,1,1,0,1,1,0,0,4,0,0,0.9563201742665288,False
2,0,1,2,0,1,1,3,0,0,0,3,1,0,0,0,0.07347791550699816,True
2,1,1,1,1,0,0,0,2,1,1,0,1,1,0,2,0.08063495645507301,True
2,0,0,0,0,4,1,0,2,1,0,0,3,1,0,0,0.053830421766602334,True
2,0,2,0,0,2,3,0,0,0,1,2,0,1,0,1,0.9200068523255316,False
2,2,0,0,0,2,0,0,1,1,2,2,0,1,1,0,0.9115450351199987,False
2,1,0,0,1,2,0,0,1,0,3,0,1,0,0,3,0.8396859018012149,False
2,2,1,0,1,0,2,0,1,0,1,1,1,0,1,1,0.10364671968070546,True
2,0,0,1,1,2,1,1,0,2,0,0,3,0,1,0,0.03335790814548113,True
2,1,3,0,0,0,1,0,2,1,0,1,0,0,2,1,0.06466322853796157,True
2,0,0,0,3,1,4,0,0,0,0,0,4,0,0,0,0.0772548261265303,True
2,0,1,2,0,1,1,0,0,2,1,1,1,0,0,2,0.9193092064391153,False
2,1,2,1,0,0,0,0,0,2,2,2,0,0,2,0,0.05051137367423399,True
2,1,0,1,2,0,1,0,0,3,0,0,0,0,4,0,0.06,True
2,0,0,4,0,0,1,1,0,0,2,0,0,0,4,0,0.06889405399090257,True
2,3,1,0,0,0,1,1,2,0,0,0,3,0,0,1,0.1015535847168753,True
2,0,1,2,0,1,0,0,2,1,1,3,1,0,0,0,0.9573372564772152,False
2,0,0,3,0,1,0,1,0,1,2,0,1,0,3,0,0.039153101527082006,True
2,2,1,1,0,0,2,0,0,0,2,1,0,0,0,3,0.8896509321198153,False
2,1,0,3,0,0,2,0,1,0,1,0,3,0,0,1,0.9588598010638513,False
2,3,0,1,0,0,2,0,1,0,1,0,0,1,0,3,0.9177777777777776,False
2,0,0,2,0,2,1,0,1,2,0,1,1,0,2,0,0.04656966703413083,True
2,0,0,0,4,0,0,1,0,3,0,0,0,3,0,1,0.04113263888888892,True
2,1,1,1,0,1,3,0,0,0,1,0,0,2,1,1,0.9387017276186093,False
2,1,0,2,1,0,1,0,0,3,0,1,3,0,0,0,0.07090185458865975,True
2,1,2,0,0,1,0,0,0,2,2,0,1,2,1,0,0.08231188919804179,True
2,0,3,0,1,0,0,0,2,1,1,2,0,0,0,2,0.028406561872980775,True
2,0,0,4,0,0,0,1,3,0,0,0,3,1,0,0,0.13888813114695045,True
2,1,0,0,3,0,3,0,0,0,1,4,0,0,0,0,0.09989855995460704,True
2,0,3,0,0,1,0,0,1,1,2,1,1,0,2,0,0.04201878493183924,True
2,2,0,2,0,0,0,2,0,2,0,2,0,0,0,2,0.05218911764889696,True
2,1,0,0,0,3,0,1,2,1,0,1,0,0,0,3,0.5380734280008386,False
2,2,2,0,0,0,0,0,1,0,3,1,2,0,0,1,0.06404860802816387,True
2,0,1,2,1,0,1,0,0,1,2,0,4,0,0,0,0.0420968217904184,True
2,0,0,0,0,4,1,2,0,1,0,0,2,0,1,1,-0.007769406370840691,True
2,0,0,0,2,2,1,2,1,0,0,0,1,0,1,2,0.02711457423535887,True
2,1,0,0,0,3,0,4,0,0,0,2,0,1,1,0,0.025904292976963162,True
2,1,0,1,1,1,0,0,3,0,1,0,2,1,0,1,0.9379592941398293,False
2,0,2,1,0,1,0,0,0,2,2,1,0,1,2,0,0.07484844386602695,True
2,0,2,1,0,1,0,0,1,3,0,1,0,0,1,2,0.02191365383311606,True
2,2,0,1,0,1,1,2,1,0,0,1,0,2,0,1,0.6192307422483094,False
2,4,0,0,0,0,1,1,1,1,0,2,0,2,0,0,0.6580765569020842,False
2,0,0,0,1,3,1,0,2,1,0,1,0,2,1,0,0.3846438743098298,True
2,1,0,1,1,1,1,0,3,0,0,2,0,0,1,1,0.95738209855347,False
2,0,1,1,0,2,2,0,1,1,0,2,1,1,0,0,0.4253182287836238,True
2,0,2,0,1,1,3,1,0,0,0,0,1,1,2,0,0.06988643231694625,True
2,1,1,1,1,0,0,3,0,1,0,1,2,0,0,1,0.052462535261185245,True
2,0,0,0,4,0,0,0,2,1,1,2,1,0,1,0,0.049243984396343914,True
2,1,0,3,0,0,0,0,2,1,1,0,2,0,1,1,0.9580089377276739,False
2,3,0,1,0,0,1,1,0,2,0,1,0,0,3,0,0.07496332795497819,True
2,1,0,0,2,1,1,0,1,1,1,2,0,0,2,0,0.14187554401591654,True
2,2,0,1,1,0,0,0,0,3,1,0,1,1,0,2,0.14887461059772467,True
2,0,1,1,2,0,1,1,0,0,2,2,0,0,0,2,0.022415889532443257,True
2,1,2,1,0,0,0,0,0,2,2,1,0,0,1,2,0.03851339564429226,True
2,2,1,0,1,0,0,2,2,0,0,1,1,1,0,1,0.06917474086597815,True
2,3,1,0,0,0,0,1,0,1,2,1,1,1,0,1,0.8173684741169835,False
2,0,1,0,0,3,0,0,3,0,1,1,1,2,0,0,0.9194189647431138,False
2,0,2,0,2,0,0,2,0,2,0,0,0,4,0,0,0.06678888888888888,True
2,1,0,0,2,1,0,1,2,0,1,0,1,1,1,1,0.9384398120765516,False
2,1,2,0,0,1,1,2,0,1,0,1,1,0,0,2,0.03154671358548958,True
2,0,2,0,2,0,1,2,1,0,0,1,0,0,0,3,0.015030097187167362,True
2,1,0,1,1,1,1,1,0,1,1,0,0,3,1,0,0.9484495520295856,False
2,1,0,1,1,1,2,2,0,0,0,3,1,0,0,0,0.10091365687281283,True
2,3,1,0,0,0,1,1,2,0,0,0,2,1,0,1,0.12661746874165877,True
2,1,2,0,0,1,2,1,1,0,0,2,0,1,1,0,0.16669631028578238,True
2,1,0,0,1,2,2,0,0,2,0,0,1,1,1,1,0.04838571387230532,True
2,0,1,2,0,1,1,2,0,0,1,1,0,0,1,2,0.9192886054308146,False
2,0,0,0,0,4,3,1,0,0,0,1,0,2,0,1,0.8901468780629344,False
2,2,0,1,1,0,0,1,2,0,1,0,0,3,0,1,0.9480870633524535,False
2,1,1,1,1,0,1,2,1,0,0,1,2,1,0,0,0.08039675906157381,True
2,1,2,0,1,0,0,1,3,0,0,0,0,0,3,1,0.06161245739187108,True
2,0,2,1,0,1,0,1,0,2,1,2,2,0,0,0,0.08410767847415265,True
2,0,0,2,1,1,1,2,0,1,0,0,0,0,2,2,0.031438500415195005,True
2,1,0,1,2,0,0,3,0,0,1,0,1,1,2,0,0.05450730053817541,True
2,2,0,2,0,0,0,0,2,2,0,1,1,0,2,0,0.08656966703413077,True
2,0,0,0,2,2,1,1,1,1,0,3,0,0,0,1,0.07830007777963728,True
2,0,1,3,0,0,0,1,1,1,1,2,0,1,0,1,0.9459333729810988,False
2,1,1,0,2,0,0,2,2,0,0,0,1,2,0,1,0.058085923361899605,True
2,2,0,2,0,0,0,2,0,0,2,1,0,1,2,0,0.3923448698452066,True
2,0,1,0,1,2,1,0,0,2,1,0,0,1,3,0,0.03682274629115945,True
2,0,0,0,3,1,0,2,0,1,1,2,0,1,1,0,0.12272902661363255,True
2,2,0,1,0,1,0,3,0,0,1,2,0,0,1,1,0.9390307430088458,False
2,0,2,2,0,0,0,1,2,0,1,2,0,1,1,0,0.10253145571455412,True
2,2,2,0,0,0,0,0,4,0,0,1,0,2,0,1,0.641574132799132,False
2,0,1,1,1,1,0,3,0,0,1,2,0,1,1,0,0.23124875677008688,True
2,0,0,1,3,0,0,0,0,0,4,0,0,0,4,0,-0.013113532659416042,True
2,1,2,0,1,0,3,0,0,1,0,2,0,2,0,0,0.0921891176488969,True
2,1,1,1,1,0,0,0,2,0,2,1,2,1,0,0,0.07449917147309464,True
2,0,3,1,0,0,3,1,0,0,0,0,1,0,0,3,0.02890654446054265,True
2,3,1,0,0,0,0,0,0,3,1,2,0,0,1,1,0.173822062196051,True
2,2,1,0,0,1,0,0,1,2,1,1,0,0,2,1,0.9365068663804156,False
2,1,1,2,0,0,0,0,1,0,3,1,1,0,1,1,0.9033017507342291,False
2,1,2,0,0,1,3,0,0,0,1,2,0,0,1,1,0.9385582460450063,False
2,1,3,0,0,0,0,1,0,0,3,0,0,3,1,0,0.033158850938488436,True
2,0,1,0,3,0,0,3,1,0,0,0,0,4,0,0,0.07014067523575157,True
2,0,1,1,2,0,1,1,0,1,1,1,2,0,1,0,0.054252882673547886,True
2,1,0,2,1,0,0,1,0,3,0,0,3,0,0,1,0.04993507404185085,True
2,2,1,0,0,1,0,2,0,1,1,0,3,1,0,0,0.06676525504311336,True
2,0,0,3,0,1,1,0,2,0,1,0,0,2,0,2,0.9118603710805115,False
2,2,0,1,0,1,2,1,0,1,0,0,3,0,0,1,0.07947191558651777,True
2,0,3,1,0,0,1,0,2,1,0,1,0,0,2,1,0.06466322853796157,True
2,2,0,0,1,1,1,0,2,0,1,2,0,0,2,0,0.9320405909296381,False
2,0,3,1,0,0,1,0,0,0,3,0,0,0,4,0,0.015259007656817522,True
2,0,1,0,2,1,0,1,0,3,0,3,0,0,1,0,0.05118316482002121,True
2,1,0,0,1,2,0,0,0,3,1,0,2,1,0,1,0.9158183955151415,False
2,1,1,0,2,0,1,1,0,1,1,1,0,0,2,1,0.043023055256345956,True
2,1,0,1,0,2,0,1,1,1,1,1,0,1,0,2,0.8986666794211121,False
2,2,0,2,0,0,2,0,0,1,1,1,0,0,2,1,0.9579741902128327,False
2,0,1,1,0,2,0,1,0,1,2,0,1,0,3,0,0.011216094062383336,True
2,1,0,0,2,1,1,1,1,1,0,0,3,0,1,0,0.05800853450645083,True
2,0,2,1,1,0,0,0,0,3,1,0,2,0,2,0,0.05288077861831505,True
2,1,0,0,3,0,0,1,0,3,0,0,0,0,1,3,0.00340413219221907,True
2,0,3,1,0,0,1,1,0,1,1,3,0,0,0,1,0.05793281133559186,True
2,3,0,0,1,0,1,2,0,0,1,2,1,0,0,1,0.833828188825193,False
2,0,1,1,2,0,1,0,3,0,0,0,1,1,0,2,0.06458344752606832,True
2,2,2,0,0,0,1,0,1,1,1,3,0,0,1,0,0.10120536373861597,True
2,1,1,0,2,0,1,1,1,0,1,2,1,0,1,0,0.060120099668987764,True
2,0,1,1,2,0,3,0,1,0,0,2,1,0,0,1,0.08458344752606828,True
2,0,1,2,0,1,2,1,0,0,1,1,1,1,0,1,0.9393498253650565,False
2,0,0,0,1,3,0,0,1,3,0,1,0,2,1,0,0.02166176060830889,True
2,0,2,1,0,1,1,0,1,0,2,0,2,0,1,1,0.9186355271859712,False
2,0,2,1,0,1,0,1,1,0,2,1,0,0,0,3,0.8795585453683187,False
2,0,1,0,0,3,0,2,0,0,2,1,1,0,0,2,0.8575943484417499,False
2,2,1,1,0,0,2,0,1,0,1,0,0,0,1,3,0.909154565967888,False
2,3,0,1,0,0,0,2,1,1,0,0,2,0,0,2,0.05913875812964304,True
2,1,1,0,1,1,0,0,0,4,0,1,2,0,0,1,0.03089386869164806,True
2,0,0,3,0,1,1,0,2,0,1,2,2,0,0,0,0.9465231225310995,False
2,0,0,1,3,0,0,4,0,0,0,3,1,0,0,0,0.0686766985028476,True
2,3,1,0,0,0,0,0,2,1,1,0,0,1,2,1,0.8403222596284913,False
2,2,0,0,2,0,3,0,0,1,0,0,3,0,0,1,0.0632297804950788,True
2,0,3,0,0,1,0,3,0,1,0,0,1,2,1,0,0.05458816673160729,True
2,0,3,0,0,1,0,2,1,1,0,2,0,1,0,1,0.05120968528307243,True
2,0,1,2,0,1,0,0,1,0,3,0,4,0,0,0,0.04302345637740258,True
2,1,0,0,0,3,0,0,2,2,0,0,1,3,0,0,0.10676443854343153,True
2,0,0,1,3,0,0,1,0,1,2,3,0,0,1,0,0.03725125932771298,True
2,1,0,0,3,0,0,0,1,2,1,0,2,0,1,1,0.036529754485378985,True
2,0,2,1,1,0,0,3,0,0,1,2,1,0,0,1,0.04727491631123945,True
2,2,0,1,1,0,0,0,3,0,1,3,1,0,0,0,0.9029823743798473,False
2,0,0,1,1,2,1,0,1,1,1,0,0,2,0,2,0.8980772879381455,False
2,0,2,0,0,2,2,1,0,0,1,0,0,4,0,0,0.9391162402019667,False
2,2,0,0,1,1,0,0,2,1,1,2,0,2,0,0,0.9580772879381458,False
2,0,2,0,0,2,0,0,3,0,1,4,0,0,0,0,0.9384622096257483,False
2,0,2,0,2,0,2,1,0,1,0,1,0,0,3,0,0.06521597222222222,True
2,0,0,0,1,3,2,0,0,0,2,0,0,4,0,0,0.8982665532266524,False
2,2,0,0,1,1,0,1,3,0,0,2,0,1,0,1,0.9456953273504285,False
2,0,0,0,0,4,0,3,0,1,0,1,2,0,1,0,-0.004432031068335866,True
2,0,4,0,0,0,2,1,1,0,0,0,1,2,0,1,0.060615561339208736,True
2,1,0,2,0,1,2,2,0,0,0,2,1,0,0,1,0.17685896935660445,True
2,3,0,0,0,1,1,0,0,1,2,1,0,0,3,0,0.12332058816520804,True
2,0,3,1,0,0,3,1,0,0,0,0,3,0,0,1,0.06254346989162085,True
2,1,0,2,1,0,1,0,0,0,3,2,2,0,0,0,0.25363574981097253,False
2,1,0,1,0,2,2,0,0,1,1,0,0,4,0,0,0.9376450670482803,False
2,0,1,2,1,0,2,1,0,1,0,0,0,0,0,4,0.012189117648897031,True
2,1,0,1,1,1,3,0,0,0,1,2,0,2,0,0,0.958554666885966,False
2,2,1,1,0,0,0,1,1,1,1,0,1,2,0,1,0.842729071534109,False
2,0,0,1,3,0,2,0,0,0,2,1,0,0,3,0,0.031302648452343,True
2,0,0,3,0,1,2,0,0,1,1,1,0,2,1,0,0.9519300676506899,False
2,3,1,0,0,0,0,1,2,1,0,0,1,3,0,0,0.10312017646985228,True
2,0,0,3,1,0,0,2,1,1,0,0,2,0,2,0,0.07043362298741696,True
2,1,0,1,0,2,2,2,0,0,0,1,0,1,0,2,0.577113938372579,False
2,1,0,1,1,1,3,0,1,0,0,2,0,2,0,0,0.9776689606699606,False
2,0,0,3,1,0,1,0,0,3,0,0,2,0,1,1,0.052438601116874414,True
2,0,1,1,0,2,1,0,1,2,0,0,1,1,1,1,0.048385713876920124,True
2,0,1,3,0,0,1,1,2,0,0,0,1,1,2,0,0.09452912703100613,True
2,0,1,1,1,1,0,1,1,1,1,1,0,1,2,0,0.09484844386602691,True
2,3,0,0,1,0,2,0,2,0,0,1,2,1,0,0,0.3136439126761457,False
2,0,4,0,0,0,0,2,1,1,0,0,3,1,0,0,0.06963263888888889,True
2,2,0,2,0,0,1,0,0,3,0,1,1,0,2,0,0.07380021196890388,True
2,0,1,0,3,0,1,0,1,0,2,1,0,2,0,1,0.028096135744838772,True
2,1,1,0,0,2,1,0,1,1,1,2,0,0,2,0,0.3723448698452067,True
2,1,0,1,0,2,1,3,0,0,0,1,1,2,0,0,0.0631944614045958,True
2,1,2,1,0,0,0,0,0,0,4,1,2,0,0,1,0.0440486080281639,True
2,0,0,1,2,1,1,2,0,1,0,1,1,0,0,2,0.03155141304160817,True
2,0,1,0,2,1,2,0,1,0,1,1,0,0,0,3,0.8993295049403909,False
2,0,0,0,2,2,0,2,0,0,2,0,2,0,1,1,0.8927111640321383,False
2,0,3,0,1,0,1,0,0,2,1,1,1,0,2,0,0.051612940630216105,True
2,0,0,0,3,1,1,0,1,2,0,1,3,0,0,0,0.058686603749158545,True
2,1,1,1,0,1,1,0,1,2,0,0,2,0,0,2,0.0490587429764077,True
2,0,2,0,2,0,2,2,0,0,0,2,0,0,1,1,0.053453198233683115,True
2,1,0,0,0,3,0,0,3,1,0,0,0,2,0,2,0.8874919071566117,False
2,0,3,0,0,1,0,1,1,1,1,1,0,1,2,0,0.07448038147949418,True
2,2,1,0,0,1,2,0,2,0,0,0,0,1,0,3,0.918323670933961,False
2,1,1,1,1,0,2,1,0,1,0,0,3,0,0,1,0.05949772011425715,True
2,1,0,0,0,3,1,1,1,0,1,0,0,1,2,1,0.8985020578992992,False
2,0,0,3,0,1,0,0,1,2,1,1,0,2,1,0,0.9500009897738922,False
2,1,0,0,0,3,3,1,0,0,0,1,1,0,2,0,0.07192592140729437,True
2,2,0,0,1,1,1,0,0,1,2,0,0,4,0,0,0.9385598331575422,False
2,2,0,2,0,0,0,1,0,2,1,0,0,2,0,2,0.938447200360741,False
2,1,0,1,2,0,1,2,0,1,0,0,1,1,0,2,0.03555152501320572,True
2,0,1,1,0,2,1,0,0,3,0,0,2,0,0,2,0.002691680019928306,True
2,0,0,2,2,0,2,0,0,1,1,0,3,0,0,1,0.05819192937057946,True
2,1,0,1,2,0,4,0,0,0,0,0,3,1,0,0,0.09218911764889688,True
2,3,0,1,0,0,1,0,0,2,1,0,0,0,2,2,0.9369089577097925,False
2,0,1,0,2,1,0,0,1,3,0,1,0,1,1,1,0.0386109762028963,True
