m,g0_cooperative,g0_conditional_cooperator,g0_compensating_cooperator,g0_selfish,g0_sanctioning,g1_cooperative,g1_conditional_cooperator,g1_compensating_cooperator,g1_selfish,g1_sanctioning,outsider_cooperative,outsider_conditional_cooperator,outsider_compensating_cooperator,outsider_selfish,outsider_sanctioning,welfare_efficiency,collapsed
2,0,2,0,1,1,1,0,0,0,3,0,1,0,1,2,0.8750876362084827,False
2,0,0,2,1,1,0,1,2,0,1,1,0,2,1,0,0.9518355586476291,False
2,1,0,0,1,2,1,1,0,2,0,0,0,0,2,2,0.007093242259341591,True
2,3,1,0,0,0,0,0,0,1,3,1,0,2,0,1,0.9087141749904917,False
2,1,0,1,0,2,3,0,0,0,1,0,0,2,2,0,0.9188247987210346,False
2,1,0,2,1,0,0,1,2,1,0,1,2,0,0,1,0.07429470486254126,True
2,0,1,0,3,0,1,0,1,2,0,1,1,0,2,0,0.0626326388888889,True
2,1,1,1,0,1,1,1,2,0,0,1,0,0,3,0,0.08241588953244318,True
2,2,0,0,2,0,0,1,2,1,0,0,0,4,0,0,0.08809613574483868,True
2,0,2,2,0,0,0,0,0,1,3,2,0,1,0,1,0.12087404985329178,True
2,1,0,0,0,3,0,1,0,2,1,0,2,2,0,0,0.11566736071304297,True
2,1,1,0,2,0,0,1,0,0,3,0,4,0,0,0,0.01465610101510333,True
2,0,1,2,1,0,1,1,1,1,0,0,1,0,0,3,0.026027713442426735,True
2,1,0,0,1,2,0,0,1,1,2,0,3,1,0,0,0.06021473736092352,True
2,4,0,0,0,0,0,2,0,0,2,0,3,0,0,1,0.9348840445269623,False
2,0,1,1,1,1,1,2,1,0,0,0,0,4,0,0,0.1246372585033764,True
2,1,0,0,3,0,1,0,1,1,1,1,0,1,0,2,0.03592782407070037,True
2,0,2,0,2,0,0,0,1,2,1,2,0,0,2,0,0.05147486758152467,True
2,1,2,0,1,0,0,2,1,0,1,2,0,1,0,1,0.05735902980240609,True
2,0,2,1,0,1,0,0,3,1,0,0,0,0,2,2,0.14532382700723476,True
2,0,0,0,3,1,3,1,0,0,0,0,1,0,0,3,0.13416099076780014,True
2,2,1,1,0,0,3,0,1,0,0,1,1,0,0,2,0.9484981127153618,False
2,0,1,1,2,0,0,1,0,3,0,0,1,0,0,3,0.0057733218809009725,True
2,0,0,2,1,1,1,1,0,2,0,2,0,0,2,0,0.05775234406310457,True
2,0,0,2,2,0,1,0,0,0,3,1,0,1,1,1,0.1202078280337495,True
2,0,1,1,1,1,0,2,0,1,1,1,1,0,1,1,0.9314220097120335,False
2,1,0,0,0,3,0,1,2,0,1,2,0,0,0,2,0.8789570148798233,False
2,2,2,0,0,0,2,0,1,0,1,0,3,1,0,0,0.07524799114664264,True
2,0,4,0,0,0,2,1,1,0,0,0,0,1,1,2,0.0403193629460516,True
2,0,0,4,0,0,2,1,1,0,0,0,1,3,0,0,0.9251839831401224,False
2,0,1,1,1,1,0,0,0,3,1,3,0,1,0,0,0.9582074192909372,False
2,1,2,0,1,0,1,0,2,1,0,0,1,0,3,0,0.06916001556035199,True
2,0,2,1,0,1,2,0,0,1,1,2,0,1,1,0,0.9468194503517038,False
2,2,0,0,2,0,0,1,0,1,2,2,0,0,0,2,0.04699089775824189,True
2,1,2,0,0,1,1,0,1,2,0,1,2,0,1,0,0.05914716804578817,True
2,0,1,3,0,0,0,1,3,0,0,2,0,1,1,0,0.17698802974041852,True
2,0,0,0,0,4,0,0,4,0,0,1,0,0,0,3,0.856628398533024,False
2,0,0,1,2,1,0,0,1,0,3,1,1,0,0,2,0.8792227804836706,False
2,0,1,1,0,2,2,0,0,1,1,3,1,0,0,0,0.9323186828528319,False
2,0,0,1,3,0,0,0,0,3,1,1,1,0,2,0,0.04853980614122182,True
2,1,0,1,2,0,3,0,0,1,0,0,0,1,0,3,0.0598985599546071,True
2,0,0,0,4,0,0,0,0,3,1,0,1,1,0,2,0.010763636858590954,True
2,2,1,0,0,1,0,1,2,0,1,0,1,0,1,2,0.9193672593053183,False
2,0,0,1,3,0,1,0,1,0,2,0,1,2,1,0,0.04111600667880517,True
2,1,0,1,1,1,2,0,1,1,0,0,1,3,0,0,0.44535864967891853,True
2,0,1,0,0,3,1,3,0,0,0,0,0,0,3,1,0.008275583901604506,True
2,1,0,0,3,0,0,2,1,1,0,0,1,0,0,3,0.009690489729774078,True
2,0,2,0,2,0,1,1,2,0,0,3,0,1,0,0,0.08077865733495475,True
2,0,0,2,2,0,2,1,1,0,0,0,1,1,2,0,0.07712114468004458,True
2,0,0,0,4,0,0,2,0,0,2,0,1,0,0,3,-0.027724067826385004,True
2,0,2,0,0,2,1,1,1,0,1,1,0,3,0,0,0.9388598010638513,False
2,1,0,3,0,0,0,1,1,0,2,3,0,0,1,0,0.9532882564718076,False
2,1,1,2,0,0,0,1,2,0,1,0,0,0,3,1,0.18584406391277639,True
2,0,1,2,1,0,2,1,0,1,0,0,3,0,0,1,0.05949772011425715,True
2,1,0,3,0,0,0,1,0,1,2,1,1,0,2,0,0.09472264300779835,True
2,1,1,0,0,2,0,2,0,2,0,0,2,2,0,0,0.03608292701914555,True
2,0,1,0,3,0,0,1,1,2,0,0,1,1,0,2,0.025773321880900937,True
2,2,0,0,1,1,0,2,1,1,0,0,1,3,0,0,0.0729497262021033,True
2,3,0,0,1,0,0,1,2,0,1,0,0,0,0,4,0.8859058776352371,False
2,1,0,0,1,2,1,1,0,1,1,2,0,2,0,0,0.9392912913954001,False
2,0,2,1,0,1,1,1,0,0,2,0,2,1,0,1,0.9187028976859409,False
2,0,1,0,1,2,0,2,1,1,0,1,3,0,0,0,0.03767072920986131,True
2,1,3,0,0,0,0,0,2,2,0,2,2,0,0,0,0.07368194674308529,True
2,1,0,3,0,0,0,0,0,4,0,2,0,2,0,0,0.08326272953053557,True
2,1,1,2,0,0,0,0,2,2,0,0,0,1,1,2,0.06417404659355191,True
2,2,0,1,0,1,0,0,1,0,3,3,0,0,0,1,0.8985234692889146,False
2,0,1,2,1,0,1,1,1,1,0,2,1,1,0,0,0.08363034315581057,True
2,0,1,0,0,3,2,2,0,0,0,0,1,1,1,1,0.038747782527775075,True
2,0,2,0,0,2,1,1,1,0,1,0,0,0,4,0,0.0274365122368073,True
2,0,0,3,0,1,0,0,0,1,3,2,1,0,1,0,0.8964739048068315,False
2,0,1,0,0,3,0,1,1,0,2,1,1,2,0,0,0.893845338527343,False
2,0,0,3,0,1,1,1,0,0,2,0,2,1,0,1,0.9188598010638509,False
2,0,1,2,1,0,0,0,2,2,0,2,1,1,0,0,0.08059551394942113,True
2,2,0,0,0,2,0,3,1,0,0,3,1,0,0,0,0.06221057542698372,True
2,0,3,1,0,0,1,2,0,0,1,2,1,0,0,1,0.0525484030445103,True
2,0,2,0,0,2,1,0,1,2,0,2,0,0,1,1,0.04733166472105174,True
2,0,3,1,0,0,0,1,0,1,2,0,1,0,3,0,0.03325425242045797,True
2,0,2,0,1,1,0,2,0,2,0,0,1,1,0,2,0.01695336756745443,True
2,0,1,0,3,0,0,1,1,1,1,3,0,0,0,1,0.03790736355077953,True
2,0,0,0,2,2,0,0,3,1,0,1,0,0,2,1,0.14532382700029933,True
2,0,3,0,1,0,0,1,1,0,2,1,0,3,0,0,0.04841107065352924,True
2,0,1,1,0,2,0,1,2,1,0,0,1,2,0,1,0.08064286815825841,True
2,1,1,0,0,2,1,2,0,0,1,0,0,1,2,1,0.916269402228305,False
2,1,1,1,0,1,0,1,2,1,0,1,0,2,1,0,0.09684272668508744,True
2,0,2,0,2,0,1,1,0,2,0,0,0,1,1,2,0.0276259666483184,True
2,1,1,1,1,0,0,3,0,0,1,2,1,0,0,1,0.06478232646462259,True
2,0,3,0,0,1,0,0,1,3,0,0,0,4,0,0,0.06190004185925202,True
2,3,1,0,0,0,0,0,1,2,1,0,4,0,0,0,0.06803955238524131,True
2,1,1,2,0,0,2,1,0,1,0,1,0,0,0,3,0.07382539812293537,True
2,0,0,3,1,0,0,2,2,0,0,0,0,0,0,4,0.05384799930364233,True
2,2,1,0,1,0,1,0,1,1,1,0,2,1,1,0,0.06635953631654432,True
2,1,0,1,0,2,0,1,0,0,3,1,0,1,2,0,0.8751301688794133,False
2,0,1,1,0,2,0,0,0,1,3,0,0,2,0,2,0.8589079388484612,False
2,0,2,1,0,1,1,1,1,1,0,0,1,2,0,1,0.07699771382080998,True
2,1,2,0,0,1,0,0,1,2,1,3,0,0,0,1,0.9393306878570176,False
2,1,0,0,1,2,1,2,0,0,1,0,2,1,1,0,0.05676475068032512,True
2,2,0,2,0,0,1,1,0,1,1,1,1,1,1,0,0.433972505618454,True
2,0,0,1,3,0,1,0,1,1,1,1,0,0,0,3,0.015927824070700407,True
2,2,0,2,0,0,0,0,1,0,3,1,1,0,1,1,0.9184844418435872,False
2,1,0,1,1,1,0,3,0,1,0,0,0,2,0,2,0.028408029999440445,True
2,0,1,2,0,1,0,0,1,3,0,1,1,0,2,0,0.05124253430557362,True
2,0,0,2,2,0,1,3,0,0,0,0,4,0,0,0,0.0697479730276681,True
2,0,0,2,0,2,0,0,2,0,2,1,0,2,1,0,0.9127895545520524,False
2,1,0,2,0,1,1,3,0,0,0,0,4,0,0,0,0.058325942573785095,True
2,0,0,0,2,2,0,0,2,2,0,1,1,1,0,1,0.04800317112610415,True
2,0,2,0,2,0,1,0,1,2,0,2,0,0,2,0,0.06529036965314802,True
2,2,1,1,0,0,1,1,0,0,2,0,1,2,1,0,0.10549918432513151,True
2,0,0,1,2,1,2,1,0,0,1,0,0,0,0,4,0.8793295049403907,False
2,0,1,0,2,1,0,0,0,2,2,0,3,0,1,0,0.027913386498409274,True
2,0,1,1,2,0,2,0,0,0,2,0,1,1,1,1,0.03393224929401007,True
2,0,0,0,1,3,0,0,2,0,2,2,1,1,0,0,0.896515759467122,False
2,0,0,3,0,1,0,1,0,2,1,0,0,2,2,0,0.14187554401717697,True
2,0,1,1,0,2,1,0,1,0,2,0,0,2,0,2,0.8777513434726057,False
2,0,2,0,0,2,0,3,0,0,1,2,0,0,0,2,0.8965770996457068,False
2,1,2,0,0,1,2,0,1,1,0,3,1,0,0,0,0.1656398000063343,True
2,2,0,1,0,1,1,2,0,0,1,0,0,0,4,0,0.054664398098760114,True
2,3,0,0,1,0,2,0,2,0,0,0,2,0,2,0,0.09755272871905604,True
2,0,0,2,0,2,0,1,1,2,0,1,3,0,0,0,0.040778657334954824,True
2,2,1,0,1,0,2,1,0,0,1,0,2,1,1,0,0.06635953708761937,True
2,0,0,2,1,1,0,1,2,1,0,0,1,0,1,2,0.057493471840154915,True
2,2,0,0,1,1,1,1,1,1,0,0,0,0,3,1,0.06443935321363777,True
2,2,0,1,0,1,1,0,2,1,0,3,0,1,0,0,0.9674491535256702,False
2,3,1,0,0,0,2,0,2,0,0,4,0,0,0,0,0.9912150634186832,False
2,1,2,1,0,0,1,1,0,0,2,0,2,2,0,0,0.05990884573315134,True
2,0,2,0,1,1,1,0,1,0,2,0,2,0,0,2,0.8972657854602177,False
2,0,0,4,0,0,0,0,2,2,0,1,1,1,0,1,0.181362289110613,True
2,1,0,2,0,1,1,0,1,0,2,0,1,3,0,0,0.9397991029883497,False
2,0,0,0,3,1,3,0,0,0,1,1,0,2,0,1,0.9389153087862036,False
2,0,1,2,1,0,0,2,1,1,0,0,1,0,0,3,0.018085923361899667,True
2,0,1,0,3,0,0,0,1,0,3,0,1,1,1,1,-0.0014575046688603819,True
2,0,1,0,0,3,0,0,1,3,0,1,1,0,0,2,-0.01229458106862097,True
2,0,0,0,3,1,1,0,3,0,0,2,1,0,1,0,0.1738088234739988,True
2,1,1,1,0,1,0,4,0,0,0,1,0,0,1,2,0.024930178526377227,True
2,2,0,1,0,1,1,0,0,1,2,2,1,0,0,1,0.9196859018012155,False
2,0,0,0,0,4,0,0,1,1,2,0,0,0,0,4,0.7994271154491622,False
2,0,1,0,2,1,1,2,1,0,0,2,0,1,1,0,0.07735909221918048,True
2,1,1,2,0,0,1,0,1,0,2,1,0,1,0,2,0.9141206550599466,False
2,4,0,0,0,0,2,0,0,0,2,2,1,1,0,0,0.9543564568384626,False
2,1,2,0,0,1,1,0,0,3,0,2,0,0,2,0,0.051529294509374234,True
2,2,0,0,2,0,1,0,1,0,2,0,0,2,2,0,0.06131290343677337,True
2,1,2,1,0,0,0,2,0,0,2,1,1,1,1,0,0.052084761866175944,True
2,1,0,3,0,0,1,3,0,0,0,0,0,0,4,0,0.07525900765681744,True
2,0,3,0,1,0,1,0,2,0,1,0,0,0,4,0,0.04981636071591018,True
2,0,0,0,2,2,1,2,0,1,0,0,3,0,0,1,0.024532930573793264,True
2,1,1,0,0,2,1,0,1,1,1,0,2,1,0,1,0.9194963809514555,False
2,2,0,2,0,0,0,2,0,0,2,0,0,0,4,0,0.054664398098760114,True
2,1,1,1,1,0,0,4,0,0,0,1,3,0,0,0,0.06963263888888889,True
2,0,1,2,1,0,2,0,1,1,0,2,0,0,1,1,0.08417404659355189,True
2,0,0,2,1,1,0,0,4,0,0,1,1,0,0,2,0.9356662106313031,False
2,0,1,0,2,1,1,1,1,0,1,0,2,1,0,1,0.9365340915849918,False
2,1,0,1,2,0,0,2,0,1,1,0,0,1,1,2,0.036682804844727586,True
2,1,1,0,2,0,2,0,1,1,0,0,0,0,1,3,0.02205228306293382,True
2,0,1,2,0,1,1,1,0,2,0,1,0,3,0,0,0.08241588953244317,True
2,0,0,4,0,0,0,1,1,1,1,3,0,1,0,0,0.9756662106313032,False
2,0,1,1,1,1,2,0,1,1,0,1,2,0,1,0,0.07421778840523084,True
2,0,2,0,1,1,1,3,0,0,0,1,0,0,3,0,0.0543460487872825,True
2,0,2,2,0,0,0,0,2,1,1,1,0,1,1,1,0.106143028348339,True
2,1,0,0,2,1,3,0,1,0,0,1,0,2,0,1,0.9587595856710465,False
2,1,1,2,0,0,1,0,3,0,0,1,0,0,1,2,0.9525301338158931,False
2,1,2,0,1,0,2,0,0,0,2,0,3,0,0,1,0.03248568064923802,True
2,1,0,0,3,0,1,0,2,0,1,0,3,1,0,0,0.058116973799489005,True
2,1,0,0,2,1,0,2,1,0,1,1,0,1,0,2,0.9193092064391151,False
2,0,3,0,1,0,0,0,2,0,2,1,0,1,0,2,0.015568291935292307,True
2,0,1,0,0,3,1,1,2,0,0,0,3,0,0,1,0.14201318394978402,True
2,0,3,0,0,1,0,3,1,0,0,1,0,0,0,3,0.012395838974006182,True
2,2,0,0,2,0,1,0,0,1,2,0,2,1,0,1,0.0490587429243511,True
2,0,4,0,0,0,1,2,0,1,0,0,3,1,0,0,0.06963263888888889,True
2,0,0,0,2,2,3,0,1,0,0,0,1,1,2,0,0.09472264300015959,True
2,0,1,0,3,0,0,2,1,0,1,0,0,1,1,2,0.015588675795753869,True
2,1,0,2,0,1,2,2,0,0,0,1,2,1,0,0,0.09481583836327134,True
2,0,1,0,1,2,2,1,0,0,1,0,2,0,2,0,0.03499392704091125,True
2,3,1,0,0,0,3,0,0,1,0,0,4,0,0,0,0.08611255320575362,True
2,0,0,3,0,1,0,3,0,0,1,0,1,1,1,1,0.9389813322107566,False
2,0,0,3,1,0,0,0,0,1,3,2,0,0,2,0,0.07168657426512914,True
2,0,1,0,1,2,0,0,1,2,1,0,1,2,0,1,0.91889604791977,False
2,0,0,4,0,0,2,1,0,0,1,0,0,1,0,3,0.916396868639646,False
2,2,1,0,0,1,1,0,1,2,0,1,0,0,3,0,0.05724388479105443,True
2,3,0,0,1,0,1,0,3,0,0,0,1,3,0,0,0.9229874065734176,False
2,1,0,0,1,2,1,2,0,1,0,1,1,0,2,0,0.036955974125007535,True
2,1,0,2,1,0,2,0,2,0,0,0,1,0,1,2,0.9413302935102217,False
2,0,1,0,1,2,0,0,0,4,0,0,3,0,0,1,0.009816642170194968,True
2,0,0,0,1,3,0,0,1,0,3,1,0,0,3,0,0.06332058816520812,True
2,1,0,0,0,3,2,0,0,0,2,1,0,0,3,0,0.5484658076495366,False
2,1,1,1,0,1,0,0,1,3,0,0,1,0,3,0,0.04759917604584797,True
2,0,2,1,0,1,0,0,1,1,2,0,0,0,3,1,0.9159066157221285,False
2,0,1,0,3,0,1,1,0,0,2,0,0,3,1,0,0.03480449950307994,True
2,0,1,0,2,1,0,0,4,0,0,0,2,0,1,1,0.9584626027536348,False
2,2,0,1,1,0,1,0,2,0,1,1,1,2,0,0,0.9029840520146023,False
2,1,1,0,0,2,3,0,1,0,0,1,1,2,0,0,0.9564718514607361,False
2,0,1,3,0,0,1,0,2,0,1,1,0,2,1,0,0.9038661343180374,False
2,2,0,2,0,0,0,0,0,0,4,2,0,0,0,2,0.8785234692889144,False
2,0,0,2,1,1,0,2,0,2,0,0,0,1,3,0,0.0494816552684504,True
2,0,3,1,0,0,1,1,0,1,1,1,0,0,3,0,0.05577316866323183,True
2,0,1,3,0,0,0,3,1,0,0,1,0,1,2,0,0.0798153251648471,True
2,1,1,2,0,0,1,1,1,1,0,0,2,1,0,1,0.07914823360655211,True
2,0,0,2,1,1,0,0,2,0,2,0,2,1,0,1,0.917959294139829,False
2,4,0,0,0,0,1,1,0,2,0,0,0,1,1,2,0.06417404659355191,True
2,0,2,0,1,1,1,0,0,2,1,0,1,2,1,0,0.08080930514669682,True
2,0,1,3,0,0,1,2,0,1,0,0,1,1,1,1,0.06485015561074746,True
2,0,1,0,2,1,0,0,0,4,0,0,3,0,0,1,0.029850335181275268,True
2,0,1,3,0,0,1,0,1,0,2,2,0,1,0,1,0.9360243834495511,False
2,1,0,0,2,1,0,1,2,1,0,0,3,1,0,0,0.06428589174465328,True
2,1,2,0,1,0,0,2,0,1,1,0,0,3,1,0,0.06204006424895947,True
2,0,0,0,2,2,1,0,0,3,0,0,2,1,1,0,0.031588907523634226,True
2,2,0,0,2,0,1,2,1,0,0,2,2,0,0,0,0.0784904896659544,True
2,1,1,2,0,0,4,0,0,0,0,0,0,0,3,1,0.8579795537865621,False
2,0,0,0,4,0,1,0,1,1,1,0,1,0,3,0,0.04368150780205803,True
2,1,0,0,0,3,1,1,1,0,1,0,0,1,1,2,0.8790622146536409,False
2,0,1,1,0,2,0,0,2,2,0,2,1,0,1,0,0.051267630168758085,True
2,2,0,0,1,1,1,0,0,1,2,0,0,1,3,0,0.06699089775599192,True
2,2,0,1,1,0,0,3,1,0,0,0,1,3,0,0,0.08612810833240074,True
2,0,0,0,4,0,1,0,0,3,0,0,2,0,1,1,0.04140595324864643,True
2,1,0,1,1,1,0,0,1,2,1,0,1,1,0,2,0.918884027525694,False
2,0,2,1,1,0,3,1,0,0,0,1,1,0,1,1,0.06485015561074746,True
2,0,0,1,1,2,0,1,1,1,1,0,1,1,1,1,0.9184398120765515,False
2,1,0,0,0,3,1,3,0,0,0,1,1,2,0,0,0.04245926286916986,True
2,1,0,2,1,0,0,1,2,1,0,2,0,0,2,0,0.08249129418505977,True
2,1,0,2,1,0,0,1,1,1,1,0,2,0,0,2,0.15003676181539408,True
2,0,2,0,0,2,0,1,0,2,1,3,0,0,1,0,0.2073103916186853,True
2,0,1,1,0,2,0,2,1,1,0,0,0,0,1,3,-0.002143552024861487,True
2,0,1,0,2,1,0,0,0,2,2,0,1,0,2,1,0.20018601043262196,True
2,1,0,2,0,1,1,2,0,0,1,0,0,3,1,0,0.9541082264313161,False
2,0,2,0,2,0,0,2,0,1,1,0,0,0,1,3,-0.00321920623050328,True
2,0,2,1,1,0,0,0,0,2,2,0,2,1,0,1,0.02753248598309766,True
2,0,2,0,0,2,0,3,0,1,0,1,2,0,1,0,0.03268784875108521,True
2,2,0,1,1,0,2,0,0,1,1,0,0,1,3,0,0.07592782407070034,True
2,0,1,0,0,3,1,3,0,0,0,2,0,1,0,1,0.027248366135073452,True
2,1,1,0,1,1,0,0,0,1,3,2,0,0,1,1,0.8979906158119224,False
2,1,3,0,0,0,0,1,0,3,0,2,1,0,0,1,0.04938500070707137,True
2,1,0,3,0,0,1,0,1,1,1,0,3,0,0,1,0.9590612933263244,False
2,0,0,1,2,1,0,1,2,0,1,1,0,0,0,3,0.8986580861083747,False
2,1,1,0,2,0,0,2,0,1,1,0,0,1,2,1,0.04022779226354849,True
2,0,0,2,1,1,0,1,2,0,1,0,2,1,1,0,0.10061500469266654,True
2,0,3,1,0,0,2,1,0,1,0,0,1,1,2,0,0.07107493111213194,True
2,0,2,2,0,0,0,0,0,3,1,0,2,0,2,0,0.056990176602355086,True
2,0,4,0,0,0,0,1,0,1,2,0,0,1,0,3,-0.015398503573411368,True
2,0,1,0,1,2,4,0,0,0,0,1,0,0,2,1,0.9366834658685544,False
2,2,0,1,0,1,0,0,1,3,0,0,0,0,2,2,0.027925117644204474,True
2,0,0,2,2,0,2,0,1,0,1,0,1,1,1,1,0.09217550737042936,True
2,0,1,1,1,1,0,1,0,1,2,1,0,0,2,1,0.9153178446160017,False
2,0,0,1,1,2,1,1,0,2,0,0,0,1,2,1,0.02709324225934156,True
2,2,0,0,1,1,1,2,0,1,0,0,3,1,0,0,0.059731629613410574,True
2,4,0,0,0,0,2,0,1,1,0,0,0,3,1,0,0.919291457354175,False
2,2,0,2,0,0,2,1,1,0,0,1,0,1,2,0,0.31024279667144317,False
2,0,3,1,0,0,1,2,0,1,0,0,0,3,1,0,0.07293599995634181,True
2,0,1,2,1,0,0,3,1,0,0,0,0,1,1,2,0.040030642187083604,True
2,1,1,1,1,0,1,1,0,1,1,4,0,0,0,0,0.11830007779862751,True
2,0,2,1,1,0,3,1,0,0,0,2,0,0,1,1,0.06899819532430074,True
2,0,1,1,0,2,2,0,2,0,0,0,1,0,3,0,0.07431615284249755,True
2,1,0,2,1,0,2,2,0,0,0,0,0,1,3,0,0.07811697379948895,True
2,0,1,2,1,0,0,1,1,0,2,1,0,1,1,1,0.07998830647740057,True
2,0,0,1,0,3,1,0,2,1,0,1,1,1,1,0,0.2464326293092485,False
2,1,1,2,0,0,3,1,0,0,0,1,0,0,1,2,0.17684716380104892,True
2,0,3,0,1,0,2,2,0,0,0,0,1,0,3,0,0.06804930555555555,True
2,0,3,0,0,1,2,1,0,1,0,0,3,0,0,1,0.05223235005933337,True
2,0,1,3,0,0,2,0,0,2,0,0,0,2,0,2,0.08760056426778133,True
2,0,1,2,1,0,0,0,3,0,1,0,1,0,1,2,0.0836467196807055,True
2,0,0,2,1,1,0,0,2,2,0,0,0,1,1,2,0.06848801510437329,True
2,0,1,0,0,3,3,0,1,0,0,2,0,1,0,1,0.9192343255381932,False
2,3,0,0,0,1,0,0,1,0,3,0,2,2,0,0,0.9049672613055049,False
2,1,0,3,0,0,1,2,1,0,0,0,0,1,1,2,0.18184734182562057,True
2,0,0,2,0,2,2,0,1,0,1,0,0,1,1,2,0.8971915096003801,False
2,2,1,0,1,0,1,0,0,2,1,0,0,0,4,0,0.05269349231829145,True
2,0,2,1,0,1,0,1,1,0,2,1,1,0,0,2,0.9002557245723614,False
2,0,0,3,1,0,0,3,0,1,0,1,1,0,0,2,0.03808592336189963,True
2,0,1,2,0,1,1,0,1,1,1,0,0,4,0,0,0.9551624462722772,False
2,2,1,1,0,0,0,0,3,1,0,0,1,2,0,1,0.19658862655248996,True
2,0,1,2,0,1,0,1,0,3,0,2,1,1,0,0,0.05691083518833651,True
2,1,1,1,1,0,0,3,0,1,0,0,3,0,0,1,0.051615309951774734,True
2,0,2,1,0,1,2,0,1,0,1,0,1,2,1,0,0.4154376427316323,True
2,0,1,1,1,1,0,0,0,2,2,1,1,0,1,1,0.9156668640771378,False
2,1,0,0,2,1,0,1,1,0,2,0,1,0,3,0,0.031216094061976365,True
2,0,0,4,0,0,1,1,1,0,1,0,1,2,0,1,0.9551504492772508,False
2,1,1,1,0,1,1,0,1,2,0,0,3,1,0,0,0.06526368454055806,True
2,1,1,1,0,1,0,1,3,0,0,0,1,3,0,0,0.45947866776747737,True
2,0,0,0,0,4,4,0,0,0,0,0,2,0,0,2,0.8783623265230284,False
2,0,2,0,0,2,1,0,0,2,1,1,0,0,2,1,0.914705152185964,False
2,1,0,0,3,0,2,0,0,1,1,0,0,0,2,2,0.021973119878880353,True
2,1,0,1,0,2,2,2,0,0,0,3,0,0,1,0,0.13451307916389432,True
2,2,1,1,0,0,3,0,0,0,1,1,0,2,0,1,0.9517853846471805,False
2,0,0,0,1,3,0,4,0,0,0,2,0,1,1,0,0.02206944719378948,True
2,0,0,0,2,2,0,1,1,2,0,0,0,0,1,3,-0.013048603479433487,True
2,1,1,0,2,0,1,1,1,0,1,2,2,0,0,0,0.06222573615985825,True
2,1,0,3,0,0,0,0,2,0,2,1,0,1,1,1,0.9353727901535445,False
2,0,1,3,0,0,2,0,0,2,0,2,1,1,0,0,0.09908536848282598,True
2,0,3,0,1,0,0,1,2,1,0,1,1,2,0,0,0.07251316662766626,True
2,1,3,0,0,0,0,2,0,1,1,0,1,1,1,1,0.04582704624636131,True
2,1,0,1,1,1,1,2,1,0,0,0,2,1,1,0,0.06874996009627292,True
2,0,4,0,0,0,0,1,2,1,0,2,0,0,2,0,0.07020693608993976,True
2,2,1,1,0,0,2,0,2,0,0,1,0,1,1,1,0.970137549134401,False
2,0,1,1,2,0,0,1,1,1,1,1,1,0,0,2,0.027269942454015178,True
2,0,1,1,0,2,0,0,0,2,2,1,2,1,0,0,0.11670591560298453,True
2,0,0,2,1,1,1,2,0,0,1,1,0,3,0,0,0.957959294139829,False
2,4,0,0,0,0,0,0,2,1,1,0,1,0,3,0,0.09431615283872555,True
2,0,1,0,2,1,0,0,0,3,1,1,1,0,2,0,0.050051763109739904,True
2,0,1,1,1,1,0,1,1,0,2,1,0,0,1,2,0.8989144706096781,False
2,0,0,4,0,0,0,0,2,0,2,1,0,1,2,0,0.939195910906705,False
2,1,2,0,1,0,0,2,0,2,0,0,0,1,0,3,0.01014067523575167,True
2,0,1,1,0,2,1,0,1,1,1,1,0,1,1,1,0.9185815977293598,False
2,1,2,0,0,1,0,2,1,1,0,2,0,0,0,2,0.03735519267956544,True
2,0,3,0,0,1,2,0,1,1,0,0,1,1,0,2,0.14887461231175345,True
2,1,2,0,1,0,0,1,2,0,1,1,0,0,2,1,0.05143850042043407,True
2,0,1,2,1,0,0,0,1,0,3,2,0,0,0,2,0.5580828136796181,False
2,1,1,1,0,1,0,0,2,0,2,1,0,2,0,1,0.9171790650583785,False
2,0,3,1,0,0,3,0,0,0,1,0,0,0,3,1,0.052972192606269945,True
2,1,0,2,1,0,0,0,3,0,1,0,1,3,0,0,0.9029974645660599,False
2,0,2,0,1,1,0,0,3,1,0,0,2,1,0,1,0.10698304597276177,True
2,3,1,0,0,0,0,0,1,0,3,0,0,1,0,3,0.8706685043475402,False
2,0,4,0,0,0,3,1,0,0,0,0,2,1,0,1,0.0581419906709537,True
2,0,1,1,1,1,0,0,1,3,0,0,0,2,1,1,0.041913653832804175,True
2,0,1,2,0,1,0,1,1,0,2,0,0,3,0,1,0.9167155848008306,False
2,0,1,2,0,1,0,0,2,0,2,1,1,0,2,0,0.13395091110770393,True
2,1,0,0,2,1,3,0,0,0,1,0,0,4,0,0,0.9585598331575425,False
2,1,1,0,2,0,3,1,0,0,0,0,1,1,0,2,0.046027713442426704,True
2,2,0,0,0,2,4,0,0,0,0,1,2,1,0,0,0.9417167875128576,False
2,3,1,0,0,0,2,1,1,0,0,1,2,0,0,1,0.12404860802816377,True
2,1,0,0,3,0,0,0,0,1,3,0,0,3,1,0,0.02166176060830889,True
2,0,0,4,0,0,3,0,1,0,0,1,0,1,2,0,0.9791274218400768,False
2,0,3,1,0,0,3,1,0,0,0,0,0,1,2,1,0.06547688962565576,True
2,1,1,1,1,0,1,0,1,0,2,1,0,1,0,2,0.5780796854616652,False
2,0,1,0,2,1,0,0,0,0,4,0,0,1,0,3,0.8393367776434107,False
