m,g0_cooperative,g0_conditional_cooperator,g0_compensating_cooperator,g0_selfish,g0_sanctioning,outsider_cooperative,outsider_conditional_cooperator,outsider_compensating_cooperator,outsider_selfish,outsider_sanctioning,welfare_efficiency,collapsed
1,3,0,0,5,0,2,0,1,0,1,0.05130264845234296,True
1,2,1,4,0,1,0,3,0,1,0,0.10229397352510508,True
1,2,5,1,0,0,0,1,2,1,0,0.07510869264214708,True
1,0,0,0,7,1,1,0,2,1,0,0.11178288865393222,True
1,3,1,4,0,0,1,0,0,2,1,0.9578937259612597,False
1,2,0,0,5,1,0,1,3,0,0,0.2646620687565585,True
1,0,2,1,1,4,1,2,0,0,1,0.8972657854602177,False
1,3,4,1,0,0,1,3,0,0,0,0.07615361949688715,True
1,1,3,3,1,0,1,0,1,2,0,0.07775516798836901,True
1,0,0,8,0,0,1,2,0,0,1,0.9731908985399349,False
1,2,2,1,3,0,0,0,3,0,1,0.05811697379948901,True
1,0,2,2,0,4,0,1,0,2,1,0.8984270197520154,False
1,1,2,3,0,2,1,0,1,2,0,0.3923448698452066,True
1,5,3,0,0,0,0,3,0,0,1,0.07231092171388981,True
1,0,0,0,3,5,0,3,1,0,0,0.017806258659953226,True
1,1,0,5,1,1,0,2,2,0,0,0.9478505574561038,False
1,1,1,6,0,0,0,4,0,0,0,0.10575337210629125,True
1,6,1,1,0,0,1,0,2,0,1,0.9717853846471807,False
1,0,5,3,0,0,0,0,0,1,3,0.02087301434782413,True
1,0,4,0,3,1,1,1,0,1,1,0.12939976279107374,True
1,2,3,1,1,1,0,2,2,0,0,0.12831936804721863,True
1,0,0,4,1,3,0,1,0,0,3,0.8777973647652109,False
1,1,2,1,3,1,1,0,1,0,2,0.938846082547061,False
1,0,2,0,0,6,1,2,0,0,1,0.857419776988956,False
1,2,3,0,2,1,2,2,0,0,0,0.10264376922070077,True
1,5,1,0,2,0,1,0,1,0,2,0.08760056426778133,True
1,2,3,1,0,2,0,1,0,0,3,0.899160290317484,False
1,2,1,2,3,0,1,0,0,2,1,0.058295119572974854,True
1,1,0,3,2,2,0,2,1,0,1,0.9389153695692909,False
1,0,3,0,3,2,0,1,0,2,1,0.10670811528924556,True
1,1,2,3,0,2,0,1,1,0,2,0.918582362641532,False
1,1,2,0,3,2,1,1,0,2,0,0.05492312638675944,True
1,1,1,1,4,1,2,0,2,0,0,0.9784351106553966,False
1,3,0,4,0,1,3,1,0,0,0,0.9796054572004298,False
1,3,2,1,1,1,0,2,0,2,0,0.07499392704091118,True
1,3,1,0,0,4,0,3,0,0,1,0.8939854449311839,False
1,2,2,4,0,0,0,0,2,1,1,0.20302004418600625,True
1,1,4,1,0,2,2,0,0,2,0,0.09484844757850278,True
1,1,4,1,1,1,1,1,0,1,1,0.9476132558833439,False
1,0,0,6,0,2,0,0,4,0,0,0.9221032416722605,False
1,0,0,4,1,3,2,2,0,0,0,0.9174329787172657,False
1,0,2,4,0,2,3,1,0,0,0,0.957381516357746,False
1,0,1,5,1,1,0,1,1,2,0,0.11472264300779832,True
1,1,0,0,2,5,3,0,0,1,0,0.8879774847618522,False
1,1,1,5,0,1,0,0,4,0,0,0.9586392879453651,False
1,2,2,4,0,0,0,2,0,1,1,0.103770520605518,True
1,2,5,1,0,0,2,1,0,1,0,0.07493103671013193,True
1,0,1,0,1,6,3,0,0,0,1,0.8594009401355326,False
1,1,1,6,0,0,0,0,1,2,1,0.9703198951069042,False
1,1,2,0,3,2,0,1,0,1,2,0.911751374117039,False
1,1,3,3,0,1,1,2,1,0,0,0.18170328635799307,True
1,1,2,0,4,1,0,0,1,2,1,0.2529425167701576,True
1,2,0,0,1,5,2,0,1,1,0,0.8912482721173575,False
1,2,2,2,1,1,1,0,1,0,2,0.9389891276287822,False
1,3,0,0,1,4,0,0,0,2,2,0.8776642372038262,False
1,1,1,0,1,5,0,3,0,1,0,0.005163419971651239,True
1,3,3,1,0,1,0,0,0,0,4,0.9000032425263946,False
1,3,0,2,1,2,0,2,0,2,0,0.07918398478907278,True
1,2,0,1,4,1,0,0,2,0,2,0.9385292296023071,False
1,0,0,2,6,0,1,3,0,0,0,0.06333055555555556,True
1,1,0,1,3,3,0,0,1,3,0,0.04720126777068951,True
1,1,5,0,2,0,0,0,1,2,1,0.050518672098765455,True
1,5,2,1,0,0,0,0,1,3,0,0.09218911764889684,True
1,5,2,1,0,0,2,0,2,0,0,0.6579793322705401,False
1,0,0,1,7,0,1,0,0,1,2,0.021495221896004144,True
1,1,1,1,1,4,0,1,2,1,0,0.37323207439789235,True
1,3,1,0,3,1,0,1,0,2,1,0.9502831678016109,False
1,3,1,0,2,2,1,2,1,0,0,0.15351051976339497,True
1,1,0,4,0,3,1,1,1,0,1,0.9171790650583785,False
1,1,2,0,0,5,1,1,1,0,1,0.8788573767084387,False
1,1,0,4,1,2,0,0,2,1,1,0.9366710696521092,False
1,2,3,0,0,3,4,0,0,0,0,0.9383148529004608,False
1,0,1,3,2,2,1,0,3,0,0,0.9571938287582066,False
1,0,1,2,0,5,0,1,2,0,1,0.878462209625748,False
1,1,5,0,0,2,1,1,2,0,0,0.240798190828492,True
1,1,4,1,1,1,0,1,0,1,2,0.9276132558833439,False
1,3,0,0,3,2,0,2,1,0,1,0.9379192740975825,False
1,4,0,0,2,2,0,0,0,0,4,0.8793258392839374,False
1,3,0,4,0,1,0,0,0,2,2,0.9371639992700214,False
1,0,5,2,0,1,2,0,1,1,0,0.25403054201359115,True
1,2,2,2,1,1,4,0,0,0,0,0.9793578820663948,False
1,1,1,2,3,1,3,1,0,0,0,0.9713914491108991,False
1,1,0,4,3,0,0,2,1,1,0,0.07607011537858178,True
1,0,3,3,2,0,2,0,1,0,1,0.06077865733495478,True
1,1,0,1,4,2,0,1,1,0,2,0.9180493672112582,False
1,0,4,2,2,0,0,1,3,0,0,0.07251316662766626,True
1,5,3,0,0,0,0,0,4,0,0,0.13415333843326882,True
1,0,0,1,7,0,1,2,1,0,0,0.06113263888888888,True
1,2,1,0,1,4,0,0,0,2,2,0.8766834658685543,False
1,0,3,2,3,0,0,2,0,1,1,0.04991769359375003,True
1,0,0,4,4,0,0,0,3,0,1,0.0632627295305356,True
1,2,0,3,1,2,0,0,0,4,0,0.06889405398791516,True
1,1,1,6,0,0,0,0,1,1,2,0.9577149717503466,False
1,0,3,3,1,1,0,0,1,0,3,0.9186264098558297,False
1,1,1,0,4,2,2,0,0,1,1,0.9339717448574596,False
1,0,3,1,4,0,4,0,0,0,0,0.06845813223946548,True
1,0,3,0,2,3,0,0,1,2,1,0.9108113106618227,False
1,0,1,4,0,3,2,2,0,0,0,0.9174035824827744,False
1,0,5,0,3,0,0,2,1,1,0,0.06724375,True
1,3,3,0,2,0,1,0,1,1,1,0.05793160080855591,True
1,2,0,1,3,2,1,0,1,2,0,0.14187554401591654,True
1,0,3,2,1,2,1,0,0,3,0,0.05682274629163727,True
1,4,1,2,1,0,0,1,0,3,0,0.08059551394942115,True
1,2,2,0,4,0,3,0,0,1,0,0.06772980415104694,True
1,0,3,0,4,1,1,2,0,1,0,0.07256744957075367,True
1,0,5,2,1,0,1,0,0,0,3,0.016508822146284036,True
1,0,0,4,1,3,0,1,2,0,1,0.9167155848008307,False
1,2,1,1,1,3,1,3,0,0,0,0.07915800905025092,True
1,1,7,0,0,0,2,1,1,0,0,0.07013651900210777,True
1,0,0,3,0,5,1,0,3,0,0,0.8958261506303264,False
1,6,0,0,2,0,1,1,1,0,1,0.181362289110613,True
1,3,1,3,0,1,3,0,1,0,0,0.9776450670482806,False
1,0,7,1,0,0,1,2,1,0,0,0.06995555555555556,True
1,1,1,1,1,4,0,1,1,0,2,0.8796148880987396,False
1,0,5,2,1,0,1,1,1,0,1,0.05493644065893556,True
1,0,2,2,0,4,3,1,0,0,0,0.9134293247443954,False
1,1,2,2,2,1,0,2,2,0,0,0.13036328660988375,True
1,4,0,2,0,2,0,2,1,0,1,0.9392962702181624,False
1,0,5,2,1,0,0,1,0,3,0,0.06804930555555555,True
1,3,2,2,0,1,2,0,1,1,0,0.9730751593303933,False
1,5,0,2,1,0,0,0,1,2,1,0.9582373192853514,False
1,2,0,0,2,4,1,2,0,1,0,0.05806382371346749,True
1,1,1,1,5,0,3,0,1,0,0,0.0682508047786385,True
1,0,1,3,2,2,1,1,1,1,0,0.1545538348249257,True
1,0,3,3,0,2,0,3,0,1,0,0.05772775775135623,True
1,0,2,4,1,1,1,0,2,0,1,0.9566141445982228,False
1,2,1,4,0,1,0,0,2,1,1,0.9566710696521094,False
1,5,1,0,2,0,2,0,0,2,0,0.08249129418505977,True
1,4,0,1,3,0,1,1,0,2,0,0.07380021196890388,True
1,0,1,0,2,5,3,1,0,0,0,0.882721631072983,False
1,3,0,0,1,4,0,1,3,0,0,0.9130210055586808,False
1,0,0,3,2,3,0,4,0,0,0,0.047619869316127786,True
1,1,0,4,2,1,0,0,1,0,3,0.9171853219210377,False
1,4,1,2,0,1,0,0,2,0,2,0.9377513434726062,False
1,0,2,2,2,2,0,2,0,2,0,0.04967951550146276,True
1,1,2,3,1,1,0,2,0,1,1,0.9592012412241693,False
1,4,1,1,1,1,1,0,2,0,1,0.9589079388484616,False
1,0,6,0,0,2,0,0,0,1,3,0.8858455398020811,False
1,0,2,6,0,0,0,1,3,0,0,0.18176665496336702,True
1,7,0,1,0,0,0,1,0,0,3,0.9398754159158714,False
1,3,0,2,2,1,2,1,0,0,1,0.9592227804836712,False
1,5,0,2,1,0,0,3,0,0,1,0.853899481674013,False
1,2,3,2,0,1,0,2,0,1,1,0.9565186039310163,False
1,1,1,0,2,4,0,2,2,0,0,0.11566736071304297,True
1,1,6,0,1,0,1,0,1,2,0,0.06871597222222223,True
1,3,1,1,2,1,1,0,0,1,2,0.9383040588964848,False
1,1,0,4,3,0,2,0,1,1,0,0.09044164342759475,True
1,1,4,2,1,0,1,1,0,0,2,0.04014457113025403,True
1,0,6,0,2,0,0,3,1,0,0,0.06899722222222224,True
1,1,0,2,4,1,3,0,0,0,1,0.9584907640319478,False
1,4,2,0,1,1,2,1,1,0,0,0.9672813615495699,False
1,1,2,1,3,1,0,0,3,0,1,0.9588635301013195,False
1,3,2,1,2,0,2,0,2,0,0,0.0921891176488969,True
1,3,0,5,0,0,1,0,1,1,1,0.9748225569780881,False
1,5,0,2,1,0,0,2,0,1,1,0.8506046209076288,False
1,1,0,3,3,1,1,0,1,1,1,0.957964250668123,False
1,1,1,1,3,2,0,0,1,0,3,0.8989112090808962,False
1,2,0,0,3,3,0,2,1,0,1,0.9179192740975823,False
1,3,0,1,4,0,0,1,0,3,0,0.06439733511265194,True
1,0,0,0,8,0,0,3,1,0,0,0.060000000000000005,True
1,1,6,1,0,0,1,2,1,0,0,0.07142060337304917,True
1,0,5,1,2,0,0,1,1,0,2,0.030687946597377107,True
1,0,2,3,1,2,1,0,2,0,1,0.9377414696275191,False
1,0,3,1,2,2,1,1,1,0,1,0.9377310686550411,False
1,2,0,0,6,0,0,3,0,0,1,0.043330555555555594,True
1,1,3,1,0,3,1,0,2,1,0,0.9285981890641559,False
1,0,4,0,1,3,2,1,0,1,0,0.060076802360799396,True
1,8,0,0,0,0,2,1,0,1,0,0.9827377735221322,False
1,1,2,1,0,4,0,1,1,2,0,0.0547226430864563,True
1,3,0,1,0,4,1,1,0,0,2,0.8798754159158706,False
1,0,2,0,5,1,0,1,0,2,1,0.09648913685836648,True
1,2,6,0,0,0,4,0,0,0,0,0.07573637858332,True
1,1,3,0,0,4,0,1,2,1,0,0.11188844538118362,True
1,5,0,3,0,0,4,0,0,0,0,0.9973712068309247,False
1,2,1,3,0,2,0,0,1,2,1,0.9378104409369109,False
1,1,4,0,3,0,0,0,0,4,0,0.06399375,True
1,4,0,0,4,0,0,0,2,0,2,0.043262729530535636,True
1,6,0,1,0,1,0,0,1,1,2,0.9387914198111778,False
1,3,1,0,1,3,0,0,0,0,4,0.8594009401355331,False
1,1,1,1,3,2,0,1,0,2,1,0.9298444717146268,False
1,4,0,1,1,2,0,2,1,1,0,0.1585979531510992,True
1,0,0,4,4,0,0,1,1,0,2,0.038035310602050586,True
1,0,0,0,4,4,0,2,0,2,0,0.009679515501336408,True
1,1,3,1,3,0,2,0,1,0,1,0.05316005389067188,True
1,1,0,4,0,3,0,0,1,2,1,0.916642897248937,False
1,2,1,0,3,2,2,1,0,0,1,0.9378093798426869,False
1,2,2,0,3,1,2,1,0,1,0,0.10007680196546039,True
1,0,0,0,8,0,0,0,0,0,4,-0.019999999999999865,True
1,1,4,2,0,1,1,2,0,1,0,0.08572887315440193,True
1,0,0,0,6,2,0,0,0,2,2,0.20433495111392938,True
1,1,4,1,2,0,1,0,0,0,3,0.015030097187167362,True
1,1,4,3,0,0,1,0,0,1,2,0.05002218851167002,True
1,0,0,0,8,0,2,2,0,0,0,0.060000000000000005,True
1,3,3,0,1,1,2,0,0,0,2,0.9381425444754952,False
1,3,2,2,0,1,0,1,2,0,1,0.9588598010638515,False
1,0,1,1,1,5,0,0,3,0,1,0.8784002986363211,False
1,1,4,0,3,0,0,1,1,0,2,0.029385000707071406,True
1,0,3,2,3,0,0,1,3,0,0,0.07101186926993816,True
1,2,1,0,4,1,3,0,1,0,0,0.9776511919419265,False
1,0,3,5,0,0,1,1,0,0,2,0.07290448527883427,True
1,0,4,1,1,2,1,1,2,0,0,0.2475335533242039,True
1,0,0,6,1,1,1,1,0,2,0,0.1739509111077039,True
1,7,0,0,1,0,1,2,0,0,1,0.9616786762942012,False
1,1,2,1,0,4,0,3,0,0,1,0.8965770996457068,False
1,2,3,2,0,1,0,2,1,0,1,0.9602398786220699,False
1,0,5,2,1,0,0,0,2,1,1,0.054852394570974405,True
1,2,2,0,0,4,0,0,0,4,0,0.014664398098760181,True
1,0,1,0,2,5,1,2,0,0,1,0.8751762672673059,False
1,1,0,4,3,0,1,1,1,0,1,0.07814144860379774,True
1,1,6,0,1,0,2,0,2,0,0,0.07248907132842536,True
1,0,0,3,4,1,0,0,0,1,3,0.9173051476246492,False
1,2,4,0,0,2,0,1,1,2,0,0.06201881502817151,True
1,0,0,7,0,1,2,1,1,0,0,0.9778105494531736,False
1,4,0,1,2,1,2,0,0,0,2,0.9392678247850662,False
1,2,1,3,2,0,1,0,2,0,1,0.10760056426778129,True
1,2,0,0,4,2,0,0,3,0,1,0.9384907640319476,False
1,4,3,1,0,0,3,0,1,0,0,0.1331277855576628,True
1,5,1,0,0,2,0,0,1,0,3,0.8998754159158712,False
1,0,3,1,2,2,0,2,0,2,0,0.04575168946588001,True
1,5,0,0,1,2,2,0,2,0,0,0.9592542404893954,False
1,0,4,1,3,0,0,0,1,0,3,0.01014067523575167,True
1,5,1,1,0,1,0,0,2,0,2,0.938652638074619,False
1,2,3,0,1,2,1,0,0,0,3,0.898142544475495,False
1,5,0,0,0,3,4,0,0,0,0,0.9400154052550147,False
1,2,0,0,3,3,0,0,0,4,0,0.027436512234718987,True
1,0,2,1,3,2,1,0,1,1,1,0.937297528708727,False
1,0,0,0,8,0,0,2,0,1,1,0.041236959876543244,True
1,2,0,2,2,2,0,1,0,3,0,0.05915310152591276,True
1,3,0,3,1,1,1,1,2,0,0,0.9793454956032196,False
1,5,1,2,0,0,0,0,2,0,2,0.9541675642427279,False
1,0,5,2,1,0,0,1,1,1,1,0.05367088572762693,True
1,2,0,0,3,3,0,2,2,0,0,0.1356673606956487,True
1,2,0,0,5,1,1,1,1,1,0,0.100445107048934,True
1,2,2,3,0,1,4,0,0,0,0,0.9784622096257487,False
1,1,0,0,4,3,1,1,1,1,0,0.08181066133062455,True
1,3,0,3,2,0,0,1,0,2,1,0.089148338638582,True
1,3,1,4,0,0,0,0,2,1,1,0.9734767361448352,False
1,1,3,1,1,2,1,0,3,0,0,0.9590612933263236,False
1,0,0,3,3,2,0,0,3,0,1,0.9371938287582064,False
1,1,1,4,0,2,0,2,1,1,0,0.1607568003103844,True
1,4,0,0,4,0,0,0,2,0,2,0.043262729530535636,True
1,1,0,1,1,5,1,1,2,0,0,0.8963775563324902,False
1,3,1,1,1,2,1,0,1,2,0,0.3923448698452066,True
1,0,0,1,6,1,0,4,0,0,0,0.06982824155483974,True
1,3,1,2,2,0,2,0,0,2,0,0.08249129418505977,True
1,1,3,0,1,3,0,2,1,1,0,0.045255352841169334,True
1,1,0,2,2,3,1,1,1,0,1,0.9189973614443009,False
1,1,1,3,2,1,0,1,2,1,0,0.17528607409763347,True
1,2,2,4,0,0,1,1,1,0,1,0.20218484534642792,True
1,0,0,7,1,0,1,0,0,2,1,0.9592520178037042,False
1,3,2,0,3,0,0,3,0,0,1,0.05235614384703318,True
1,2,5,0,0,1,0,0,2,0,2,0.9394386893236987,False
1,0,0,7,0,1,0,4,0,0,0,0.1606579893101082,True
1,0,1,6,0,1,1,1,1,0,1,0.9524454331207715,False
1,2,4,2,0,0,0,1,1,0,2,0.049880088951321205,True
1,3,0,1,3,1,1,1,1,1,0,0.17227928687487928,True
1,0,7,0,1,0,1,1,0,1,1,0.05135017061224493,True
1,0,1,1,1,5,0,0,2,2,0,0.3323448698452067,True
1,0,0,0,2,6,1,0,1,0,2,0.8393190442881937,False
1,1,1,5,1,0,1,1,0,1,1,0.12364671968070542,True
1,3,0,5,0,0,0,4,0,0,0,0.1783347124183352,True
1,0,1,0,7,0,0,1,0,1,2,0.021405953248646473,True
1,0,0,8,0,0,0,1,2,1,0,0.9941075098820736,False
1,1,1,3,1,2,2,0,0,2,0,0.3923448698452066,True
1,2,0,0,0,6,3,0,0,0,1,0.8600154052550141,False
1,1,1,1,0,5,0,0,3,1,0,0.8933045600476958,False
1,0,0,1,4,3,0,0,2,2,0,0.07484844386552957,True
1,1,0,2,1,4,0,0,2,2,0,0.8920489006950671,False
1,2,0,3,2,1,1,0,1,2,0,0.41234486984520663,True
1,4,1,0,2,1,1,1,1,1,0,0.17109632701703725,True
1,0,0,0,6,2,1,0,0,2,1,0.22433495111392934,True
1,1,1,1,3,2,1,1,1,1,0,0.10256002037449931,True
1,3,1,1,3,0,0,0,2,1,1,0.062052283062933755,True
1,3,0,0,2,3,0,3,0,0,1,0.914691754580709,False
1,2,0,1,0,5,3,0,0,1,0,0.8932880876326013,False
1,0,2,0,5,1,1,1,1,0,1,0.26218848219842456,True
1,0,2,0,5,1,0,1,0,2,1,0.09648913685836648,True
1,0,4,1,2,1,1,0,0,3,0,0.06618122420518992,True
1,0,4,1,2,1,2,1,1,0,0,0.15386691791770632,True
1,0,1,4,3,0,0,0,1,3,0,0.0682508047786385,True
1,0,2,0,4,2,2,0,0,0,2,0.9158183955151414,False
1,0,4,2,2,0,1,2,1,0,0,0.07057161598934551,True
1,0,5,2,1,0,2,1,0,0,1,0.05493449550957333,True
1,3,1,2,1,1,0,0,2,0,2,0.9381101118593373,False
1,1,0,2,4,1,0,3,0,1,0,0.07201973705828178,True
1,6,0,1,0,1,0,3,0,0,1,0.9583148529004609,False
1,3,0,0,0,5,2,1,1,0,0,0.894356456838462,False
1,2,0,3,1,2,0,2,0,0,2,0.919186757670901,False
1,1,2,0,5,0,0,0,3,1,0,0.06426190304318477,True
1,0,1,3,3,1,1,0,0,3,0,0.07682274629115937,True
1,0,0,0,3,5,1,1,2,0,0,0.8959924313249616,False
1,1,0,0,5,2,1,1,1,0,1,0.9350353925762627,False
1,3,2,1,2,0,1,0,2,0,1,0.07218911764889692,True
1,1,1,4,2,0,1,0,2,0,1,0.10760056426778129,True
1,1,1,3,1,2,0,1,0,2,1,0.9379589530319923,False
1,0,5,2,1,0,1,0,1,2,0,0.07020693608993976,True
1,2,0,4,1,1,0,2,0,0,2,0.9385196331944337,False
1,1,2,3,1,1,1,0,1,1,1,0.9583835893563749,False
1,0,2,1,2,3,1,1,2,0,0,0.9209330252201531,False
1,0,7,1,0,0,1,0,0,2,1,0.05228377615806119,True
1,3,0,1,1,3,2,1,0,1,0,0.9191892288927304,False
1,2,0,1,2,3,0,3,0,0,1,0.9164366443745373,False
1,1,0,0,1,6,1,1,1,0,1,0.8596935166127638,False
1,0,4,3,1,0,1,1,2,0,0,0.07829313717144719,True
1,1,0,3,0,4,0,0,4,0,0,0.9142427135092478,False
1,5,2,0,1,0,0,2,0,0,2,0.05912738364915265,True
1,2,0,3,0,3,4,0,0,0,0,0.9377179499370926,False
1,0,2,1,4,1,0,0,0,3,1,0.12957015674763347,True
1,6,1,0,1,0,2,0,1,1,0,0.16978647144779913,True
1,6,0,0,2,0,0,2,0,1,1,0.08983591698472432,True
1,1,1,4,1,1,1,0,0,2,1,0.957733104490455,False
1,4,0,0,0,4,0,0,1,3,0,0.5684658076495366,False
1,3,3,1,1,0,1,2,0,1,0,0.07556796893166401,True
1,2,2,2,1,1,2,1,1,0,0,0.970166529530569,False
1,0,1,4,0,3,1,0,0,3,0,0.12332058816520804,True
1,0,3,2,3,0,0,3,0,1,0,0.06724375,True
1,2,2,0,3,1,0,1,1,0,2,0.9366068197999989,False
1,2,5,0,1,0,1,3,0,0,0,0.06963263888888889,True
1,3,1,4,0,0,1,1,1,0,1,0.9719614256942849,False
1,0,0,5,2,1,2,0,0,2,0,0.41234486984520663,True
1,2,0,3,3,0,2,1,0,0,1,0.07814144860379774,True
1,2,0,2,0,4,1,2,0,0,1,0.899720050175943,False
1,1,4,2,1,0,2,2,0,0,0,0.0749867550435884,True
1,5,1,0,2,0,1,2,1,0,0,0.08729404040188331,True
1,1,5,1,0,1,0,0,0,4,0,0.05994757195874373,True
1,3,1,4,0,0,1,1,0,1,1,0.9569135004533444,False
1,2,4,0,0,2,3,1,0,0,0,0.9410525226419545,False
1,2,0,3,1,2,0,0,2,1,1,0.9371941054913362,False
1,0,1,1,2,4,0,3,0,0,1,0.8934803784988601,False
1,2,2,0,2,2,1,1,0,0,2,0.9158553689042764,False
1,0,2,0,4,2,0,0,1,0,3,0.8964083023354158,False
1,2,0,0,3,3,1,2,0,0,1,0.9177534802330435,False
1,3,0,3,1,1,1,0,2,0,1,0.9571790650583789,False
1,8,0,0,0,0,2,0,0,0,2,0.9600154052550148,False
1,0,1,1,1,5,0,0,0,1,3,0.8389516625791517,False
1,0,1,0,5,2,0,3,1,0,0,0.05572268687487908,True
1,0,3,0,4,1,3,0,0,0,1,0.9514080086550938,False
1,3,0,2,2,1,3,0,0,1,0,0.9689202071710206,False
1,2,0,0,0,6,0,2,1,0,1,0.8594834422818965,False
1,1,1,6,0,0,1,1,0,2,0,0.13192592140729426,True
1,1,0,7,0,0,2,0,1,1,0,0.9921150864225938,False
1,3,1,1,0,3,2,2,0,0,0,0.919021111251646,False
1,0,1,5,2,0,1,0,3,0,0,0.12760056426778127,True
1,0,0,1,3,4,2,1,0,0,1,0.8987549767368184,False
1,0,1,1,0,6,1,0,0,2,1,0.8585444760576724,False
1,1,1,1,4,1,0,0,2,1,1,0.9562978180682089,False
1,0,1,1,6,0,0,1,0,3,0,0.060000000000000005,True
1,1,0,1,5,1,1,0,1,0,2,0.93736552106724,False
1,1,0,1,2,4,2,0,1,0,1,0.8990730946373585,False
1,3,1,2,2,0,0,2,0,1,1,0.0679808492777117,True
1,1,4,0,1,2,2,1,0,0,1,0.9326056817237789,False
1,1,0,1,5,1,2,0,2,0,0,0.977786596415479,False
1,0,1,0,4,3,2,0,0,1,1,0.9139717448574596,False
1,3,0,0,0,5,2,0,0,2,0,0.878510821260882,False
1,0,7,1,0,0,0,0,1,3,0,0.06899722222222222,True
1,0,5,2,1,0,0,0,1,0,3,0.016510817749598082,True
1,3,2,3,0,0,0,0,4,0,0,0.6619449834827744,False
1,0,0,1,2,5,1,0,2,1,0,0.8890545419228478,False
1,2,1,4,0,1,0,0,3,1,0,0.9730477760370974,False
1,2,2,3,0,1,0,1,1,2,0,0.1147226430864562,True
1,5,2,0,0,1,0,3,0,0,1,0.9548840445269623,False
1,1,3,4,0,0,0,1,2,0,1,0.09317338038198471,True
1,1,6,0,1,0,0,1,1,1,1,0.051656199616000036,True
1,1,0,0,4,3,1,3,0,0,0,0.04609765133919011,True
1,7,0,0,0,1,2,0,1,1,0,0.9732503967782441,False
1,0,3,1,3,1,1,2,0,0,1,0.26235220965293754,True
1,2,1,1,3,1,0,1,2,1,0,0.12305137866204281,True
1,0,2,2,1,3,2,0,0,0,2,0.8993578820663943,False
1,1,1,0,1,5,0,0,0,3,1,0.8753330029574965,False
1,3,0,1,2,2,0,2,0,0,2,0.9184944149326383,False
1,1,2,0,1,4,1,3,0,0,0,0.0369318040820493,True
1,1,0,6,1,0,0,0,0,0,4,0.907542828548612,False
1,2,4,0,1,1,0,2,0,2,0,0.06575168946604665,True
1,0,2,4,2,0,1,0,0,0,3,0.032189117648896995,True
1,3,0,3,1,1,0,0,1,3,0,0.16332058816520797,True
1,2,0,1,3,2,0,0,3,1,0,0.945058744704626,False
1,3,2,1,0,2,3,1,0,0,0,0.9524030446763004,False
1,0,2,2,1,3,1,1,0,1,1,0.9190614583904853,False
1,1,0,0,1,6,0,2,0,0,2,0.8378567978954029,False
1,1,2,0,5,0,0,0,4,0,0,0.06643733769755213,True
1,0,4,0,4,0,2,1,0,1,0,0.065775,True
1,1,4,1,1,1,1,0,1,1,1,0.9576515545731514,False
1,2,0,3,2,1,1,1,1,1,0,0.43621339309530377,True
1,2,0,6,0,0,1,1,2,0,0,0.998127591111976,False
1,2,0,2,2,2,0,0,4,0,0,0.9571853219210376,False
1,1,0,1,5,1,1,1,0,0,2,0.9354778265223849,False
1,4,0,1,2,1,2,0,1,0,1,0.9590730946373589,False
1,2,1,0,3,2,0,1,2,0,1,0.9386060797606005,False
1,3,3,0,1,1,1,0,0,3,0,0.07682274629163724,True
1,5,1,0,0,2,0,0,2,1,1,0.9392019997816311,False
1,2,2,2,1,1,0,1,0,2,1,0.9562851474004731,False
1,0,6,2,0,0,0,1,0,0,3,0.032917003548328876,True
1,0,3,2,2,1,1,0,1,0,2,0.9392073259528582,False
1,0,1,1,6,0,0,1,2,1,0,0.0619,True
1,1,0,4,0,3,0,1,0,3,0,0.1067644385434315,True
1,1,3,2,2,0,1,1,1,1,0,0.07260615744296264,True
1,1,1,2,0,4,0,1,0,2,1,0.8985427376252246,False
1,2,0,1,2,3,1,1,1,1,0,0.3917179735433484,True
1,1,1,2,2,2,0,1,2,1,0,0.1541829439986583,True
1,1,2,5,0,0,3,1,0,0,0,0.17833471241833526,True
1,2,3,1,2,0,0,1,2,0,1,0.058085923361899605,True
1,1,7,0,0,0,0,1,1,2,0,0.06945555555555555,True
1,1,3,0,0,4,1,0,0,1,2,0.8775993681223451,False
1,0,1,4,0,3,0,1,2,1,0,0.915286497387865,False
1,0,7,0,0,1,2,0,0,2,0,0.07745804313590374,True
1,2,1,0,4,1,0,0,1,1,2,0.9345324413310117,False
1,4,1,0,3,0,1,1,0,0,2,0.042316418110970186,True
1,6,1,0,1,0,0,0,0,1,3,0.15572889750783597,True
1,1,2,4,1,0,0,1,0,2,1,0.07193980401976521,True
1,0,2,3,0,3,1,1,1,1,0,0.39621339309530385,True
1,7,1,0,0,0,2,2,0,0,0,0.30935535658465657,False
1,2,2,0,0,4,2,1,1,0,0,0.9111590763379093,False
1,1,1,1,1,4,2,1,0,1,0,0.370157772313126,True
1,1,1,1,4,1,2,0,0,1,1,0.9550062919499924,False
1,1,3,0,0,4,0,1,1,2,0,0.033261319073373714,True
1,0,0,7,0,1,0,0,0,3,1,0.955698727768745,False
1,3,2,0,2,1,0,2,1,0,1,0.95348037849886,False
1,0,5,1,0,2,0,0,0,4,0,0.03994757195874376,True
1,0,4,2,1,1,0,2,1,0,1,0.9561024180161736,False
1,1,5,0,0,2,1,0,0,1,2,0.9125301338158931,False
1,0,2,0,5,1,2,0,1,0,1,0.950697191398817,False
1,2,0,0,4,2,2,1,1,0,0,0.9530868277230176,False
