m,g0_cooperative,g0_conditional_cooperator,g0_compensating_cooperator,g0_selfish,g0_sanctioning,outsider_cooperative,outsider_conditional_cooperator,outsider_compensating_cooperator,outsider_selfish,outsider_sanctioning,welfare_efficiency,collapsed
1,6,2,0,0,0,1,0,2,1,0,0.17466278175759714,True
1,1,4,0,0,3,3,0,0,1,0,0.9195244504971841,False
1,2,3,0,3,0,0,0,3,0,1,0.05316005389067188,True
1,1,1,3,2,1,0,3,0,0,1,0.9595037274962971,False
1,1,2,3,2,0,1,0,3,0,0,0.0921891176488969,True
1,2,2,1,0,3,1,1,1,1,0,0.3917179735433484,True
1,0,1,5,1,1,0,0,1,1,2,0.9367180624386391,False
1,0,0,0,5,3,0,1,1,1,1,0.9085581726741072,False
1,1,3,1,3,0,2,0,2,0,0,0.07316005389067184,True
1,4,0,2,2,0,2,1,1,0,0,0.16676443854343143,True
1,4,1,1,1,1,0,1,1,2,0,0.11472264300779832,True
1,0,0,5,3,0,2,1,0,1,0,0.08111600667880511,True
1,0,8,0,0,0,0,2,2,0,0,0.06995555555555556,True
1,1,0,0,4,3,1,0,0,0,3,0.8776604372727623,False
1,0,0,3,1,4,2,2,0,0,0,0.8976496960373215,False
1,0,3,0,5,0,1,1,1,0,1,0.045350368033628755,True
1,1,1,0,5,1,0,2,2,0,0,0.0929455579740884,True
1,0,0,6,1,1,2,0,1,0,1,0.9503629430327376,False
1,1,1,5,1,0,2,0,0,2,0,0.10769508483620992,True
1,0,1,0,0,7,2,1,1,0,0,0.852917912941578,False
1,1,1,6,0,0,1,0,1,1,1,0.9777149717503464,False
1,0,1,2,0,5,2,1,1,0,0,0.8965897105864512,False
1,3,0,2,1,2,0,0,0,2,2,0.9179741902128326,False
1,0,1,0,7,0,1,2,0,0,1,0.04113263888888892,True
1,1,1,1,3,2,0,0,0,4,0,0.04281411693049464,True
1,2,0,0,0,6,0,0,0,0,4,0.8000154052550138,False
1,3,4,0,1,0,0,0,2,2,0,0.07316434554840524,True
1,3,2,0,0,3,1,0,0,3,0,0.06699089777755997,True
1,4,2,2,0,0,3,0,0,0,1,0.6375498086671357,False
1,2,0,0,2,4,0,2,0,1,1,0.8972756963883016,False
1,2,2,0,1,3,2,0,1,0,1,0.9195500545477631,False
1,6,1,0,0,1,1,0,2,1,0,0.9731043869713493,False
1,1,0,3,0,4,0,0,1,1,2,0.87719150960038,False
1,3,3,1,0,1,0,2,1,0,1,0.9587028976859411,False
1,4,0,1,2,1,2,0,1,0,1,0.9590730946373589,False
1,1,0,0,4,3,2,0,2,0,0,0.9383228944604566,False
1,2,5,0,1,0,1,1,0,1,1,0.05367088572762693,True
1,2,5,0,1,0,2,0,0,2,0,0.07020693608993976,True
1,0,1,1,5,1,0,0,3,0,1,0.9577505916537882,False
1,3,0,4,1,0,0,2,1,0,1,0.9629253840720513,False
1,0,0,0,1,7,1,0,2,1,0,0.8514568353760733,False
1,1,0,2,1,4,1,0,0,2,1,0.8979741902128321,False
1,1,5,2,0,0,3,0,0,1,0,0.07834091949567286,True
1,1,0,4,0,3,0,0,3,1,0,0.9326133827304147,False
1,0,0,2,6,0,0,1,1,2,0,0.060330555555555554,True
1,1,3,0,2,2,0,1,0,2,1,0.22018601043268016,True
1,3,3,2,0,0,1,2,0,1,0,0.08298455786847335,True
1,0,1,1,1,5,0,3,0,1,0,0.005478249243918538,True
1,2,0,6,0,0,0,2,0,0,2,0.9558632277916829,False
1,0,2,2,2,2,0,1,0,0,3,0.899336129606653,False
1,5,2,0,0,1,1,1,2,0,0,0.9728109246357428,False
1,0,3,0,1,4,2,0,1,0,1,0.8990908809831051,False
1,3,4,0,1,0,0,1,3,0,0,0.07828577349871844,True
1,2,5,0,1,0,1,0,2,1,0,0.07293599995634181,True
1,0,1,1,2,4,1,2,1,0,0,0.11670591560298453,True
1,0,0,2,6,0,0,1,0,0,3,0.004397335112652046,True
1,3,1,1,0,3,2,0,0,2,0,0.9149426472625443,False
1,1,2,0,5,0,2,2,0,0,0,0.06521597222222222,True
1,0,1,3,2,2,2,1,1,0,0,0.9527634067874919,False
1,0,0,0,2,6,3,0,1,0,0,0.8793190442881939,False
1,3,0,1,1,3,0,0,1,1,2,0.8987463885751783,False
1,1,6,1,0,0,2,0,0,0,2,0.03615361949688721,True
1,4,0,0,4,0,2,1,0,0,1,0.05803531060205055,True
1,5,1,1,0,1,3,0,0,0,1,0.9596966426956894,False
1,3,1,2,0,2,0,1,2,0,1,0.9384622096257484,False
1,2,3,1,1,1,0,1,2,0,1,0.9596500123300069,False
1,3,0,0,5,0,0,1,0,1,2,0.02782101900613847,True
1,0,1,1,0,6,1,1,1,1,0,0.860358743852419,False
1,2,2,0,2,2,1,0,1,2,0,0.09484844386602691,True
1,1,3,1,3,0,1,1,1,1,0,0.06838525838522644,True
1,1,1,2,0,4,0,3,0,0,1,0.8996151071742136,False
1,0,4,2,1,1,1,1,2,0,0,0.27647639441996125,True
1,7,1,0,0,0,1,0,2,1,0,0.9228041329914171,False
1,0,5,1,1,1,2,0,0,2,0,0.08346357336956312,True
1,3,2,2,0,1,0,1,0,2,1,0.9584270197520158,False
1,0,1,3,4,0,1,2,0,1,0,0.06714858061704114,True
1,2,0,4,1,1,3,0,0,0,1,0.9574595912506191,False
1,0,5,2,1,0,1,0,1,1,1,0.054852394570974405,True
1,2,4,2,0,0,0,2,0,2,0,0.07332018592595509,True
1,0,2,3,3,0,0,2,0,1,1,0.052208075368235185,True
1,2,1,1,0,4,1,0,0,2,1,0.898544476057673,False
1,2,3,0,2,1,1,0,3,0,0,0.9793219894762084,False
1,5,1,0,1,1,0,1,0,1,2,0.9370514941889266,False
1,2,4,1,1,0,0,1,2,0,1,0.060145679033943945,True
1,1,3,1,2,1,4,0,0,0,0,0.9785878088070854,False
1,2,3,1,2,0,1,0,1,2,0,0.07136759283445235,True
1,2,4,1,1,0,0,0,4,0,0,0.0829554317320803,True
1,3,0,5,0,0,1,1,0,0,2,0.9559476572295968,False
1,2,0,0,2,4,2,1,0,0,1,0.8983757995521603,False
1,2,0,2,0,4,1,2,1,0,0,0.9055390404500843,False
1,2,2,2,2,0,3,1,0,0,0,0.08363034315581057,True
1,0,5,0,1,2,1,3,0,0,0,0.055322010852521385,True
1,3,2,2,1,0,0,0,0,1,3,0.04975403388380376,True
1,1,4,0,2,1,0,0,3,1,0,0.14440491018642113,True
1,0,0,1,3,4,1,1,1,0,1,0.8988798242282452,False
1,0,1,4,3,0,0,0,1,1,2,0.042052283062933786,True
1,2,2,2,0,2,0,0,1,2,1,0.9384310453804462,False
1,0,2,3,3,0,0,4,0,0,0,0.0686766985028476,True
1,3,0,3,0,2,0,1,1,1,1,0.9379835200151339,False
1,0,5,0,1,2,0,3,0,1,0,0.04727979534419883,True
1,0,1,4,3,0,0,0,1,2,1,0.058295119572974854,True
1,2,3,1,0,2,1,0,0,2,1,0.9370018280754723,False
1,0,2,4,1,1,4,0,0,0,0,0.9779592941398291,False
1,0,0,1,7,0,1,1,0,0,2,0.021204191735940577,True
1,3,3,0,1,1,2,0,0,2,0,0.11484844387146678,True
1,0,1,0,7,0,0,2,1,0,1,0.04113263888888892,True
1,3,0,2,0,3,1,1,1,1,0,0.9250843324251101,False
1,0,3,2,1,2,3,0,0,0,1,0.9395310277863398,False
1,3,1,2,2,0,1,0,0,1,2,0.06417404659355191,True
1,2,3,1,1,1,0,0,1,1,2,0.9390614583904849,False
1,5,1,1,1,0,1,1,1,0,1,0.1965307920470541,True
1,1,0,6,0,1,1,2,1,0,0,0.9696743960701993,False
1,6,2,0,0,0,1,0,1,1,1,0.1941274385176662,True
1,8,0,0,0,0,0,0,1,1,2,0.959272912756965,False
1,0,0,0,6,2,0,3,0,1,0,0.04727979534419883,True
1,0,2,4,0,2,2,0,0,1,1,0.9379095399790078,False
1,3,5,0,0,0,0,2,1,0,1,0.0581419906709537,True
1,5,0,1,2,0,1,1,0,2,0,0.08656966703413077,True
1,3,0,3,2,0,4,0,0,0,0,0.6484658076495367,False
1,3,0,1,3,1,0,2,0,0,2,0.9380867651324541,False
1,3,1,1,2,1,0,1,3,0,0,0.9710091247788067,False
1,0,5,1,1,1,2,0,0,2,0,0.08346357336956312,True
1,0,2,1,2,3,0,0,2,0,2,0.8991691785330516,False
1,0,2,2,1,3,0,1,2,0,1,0.9190612933263237,False
1,3,0,1,1,3,3,0,0,0,1,0.9194271154491626,False
1,0,1,2,1,4,1,1,1,0,1,0.8991867576709005,False
1,0,0,2,3,3,1,3,0,0,0,0.05949208414216283,True
1,0,4,3,0,1,0,3,1,0,0,0.08983383112177253,True
1,0,1,3,0,4,0,1,1,1,1,0.8984003480318445,False
1,2,0,2,1,3,0,3,0,1,0,0.06157188447983983,True
1,0,0,0,2,6,1,0,2,0,1,0.8591856237024211,False
1,1,2,1,3,1,0,1,1,0,2,0.9379796667142911,False
1,0,0,2,3,3,0,1,1,0,2,0.898884027525694,False
1,5,1,2,0,0,1,0,1,2,0,0.31024279667144317,False
1,2,0,3,2,1,0,0,1,1,2,0.9379359627145724,False
1,3,1,1,1,2,1,0,0,3,0,0.08699089775824184,True
1,1,3,0,1,3,1,1,0,0,2,0.8959628114552128,False
1,0,0,5,2,1,1,0,1,1,1,0.9567180624386392,False
1,1,4,1,0,2,0,2,1,0,1,0.9366221192520885,False
1,6,2,0,0,0,0,1,2,1,0,0.11424863372915822,True
1,1,4,0,1,2,0,0,1,3,0,0.05037910405403038,True
1,3,1,3,0,1,2,2,0,0,0,0.9576301167193763,False
1,0,2,0,0,6,1,2,1,0,0,0.3295402362070858,True
1,1,5,1,0,1,3,1,0,0,0,0.2593668998090245,True
1,1,1,0,5,1,0,0,2,2,0,0.083463573368998,True
1,1,0,1,5,1,0,2,1,0,1,0.9511540728808016,False
1,4,2,0,2,0,0,2,0,2,0,0.07043362298741696,True
1,2,2,1,0,3,1,0,2,0,1,0.9190423712936562,False
1,1,0,0,4,3,1,1,0,1,1,0.9137953099503145,False
1,0,5,1,1,1,0,2,0,2,0,0.06485623349898831,True
1,6,1,0,0,1,3,0,1,0,0,0.9798754159158712,False
1,1,2,2,3,0,0,0,0,1,3,0.015365683515618114,True
1,0,1,1,5,1,1,0,3,0,0,0.9777505916537881,False
1,1,1,6,0,0,0,2,2,0,0,0.32101140320762583,False
1,5,0,0,3,0,0,3,0,0,1,0.0632297804950788,True
1,7,0,0,0,1,0,0,1,0,3,0.9196692766678238,False
1,2,3,0,0,3,1,0,1,2,0,0.12187554424260126,True
1,1,0,5,0,2,0,0,4,0,0,0.9385834862192107,False
1,1,0,5,2,0,0,3,0,1,0,0.08166716825045399,True
1,1,5,0,1,1,1,0,0,1,2,0.9257943828561891,False
1,0,0,1,3,4,3,0,0,1,0,0.9044122440866038,False
1,3,3,2,0,0,1,1,0,2,0,0.08228681307140359,True
1,1,3,3,1,0,3,0,0,0,1,0.07556987158717407,True
1,1,1,6,0,0,2,1,0,1,0,0.3156296659295366,False
1,0,0,2,5,1,1,0,0,2,1,0.950955060582862,False
1,4,4,0,0,0,0,1,3,0,0,0.08609539009897302,True
1,0,8,0,0,0,3,0,0,0,1,0.049955555555555586,True
1,0,0,7,0,1,0,0,3,0,1,0.8316114760361646,False
1,0,2,0,4,2,3,1,0,0,0,0.12870352115497627,True
1,1,4,2,1,0,0,0,0,0,4,0.0029494447033637334,True
1,2,1,1,1,3,0,0,1,3,0,0.06699089775824187,True
1,0,2,5,1,0,0,2,0,2,0,0.07595677867531697,True
1,4,1,0,2,1,1,3,0,0,0,0.09693175442129247,True
1,4,0,0,2,2,0,0,3,1,0,0.9489202071710205,False
1,0,2,4,2,0,3,1,0,0,0,0.08363034315581057,True
1,3,5,0,0,0,2,0,0,0,2,0.041955819093703786,True
1,2,1,4,0,1,0,0,2,0,2,0.9355573226999246,False
1,3,0,2,2,1,0,1,1,0,2,0.9389973614443015,False
1,0,0,1,3,4,2,0,1,0,1,0.8988990292878754,False
1,2,5,1,0,0,1,0,2,0,1,0.06311329214401748,True
1,0,0,2,2,4,0,0,2,2,0,0.3523448698452067,True
1,0,0,5,2,1,0,0,1,1,2,0.9367180624386391,False
1,0,2,1,3,2,0,3,0,1,0,0.048149137546537886,True
1,2,0,0,0,6,0,0,2,0,2,0.839162087827913,False
1,2,0,1,2,3,0,2,1,1,0,0.0789938461042836,True
1,5,0,1,2,0,0,3,1,0,0,0.09218911764889688,True
1,1,1,1,0,5,1,1,1,1,0,0.8803587438524189,False
1,1,2,0,1,4,1,2,0,0,1,0.8952831240467052,False
1,1,1,3,2,1,1,0,1,1,1,0.9581974317697488,False
1,0,0,0,8,0,1,1,1,1,0,0.060000000000000005,True
1,2,2,2,1,1,0,1,0,0,3,0.9196338264053393,False
1,1,4,2,1,0,0,0,0,0,4,0.0029494447033637334,True
1,2,1,3,0,2,0,0,1,3,0,0.14332058816520798,True
1,3,0,4,0,1,0,0,1,0,3,0.9163908436722468,False
1,2,3,3,0,0,0,0,2,0,2,0.09580310776751917,True
1,1,0,2,3,2,2,2,0,0,0,0.15771903437923576,True
1,0,1,1,1,5,1,0,0,2,1,0.8777685994340794,False
1,3,1,3,0,1,1,0,0,3,0,0.16332058816520797,True
1,2,0,5,0,1,0,0,2,2,0,0.9591739874620089,False
1,0,4,4,0,0,2,0,0,1,1,0.070550681742071,True
1,1,0,5,0,2,1,1,2,0,0,0.9589745974491352,False
1,3,3,2,0,0,0,0,0,3,1,0.07356290398174357,True
1,1,2,2,2,1,0,1,1,1,1,0.9583312799305554,False
1,1,4,2,1,0,0,2,1,0,1,0.05810859779326645,True
1,0,1,3,3,1,1,1,2,0,0,0.9651240566421092,False
1,3,2,0,2,1,4,0,0,0,0,0.9780270407017401,False
1,0,5,1,2,0,0,1,0,3,0,0.0667888888888889,True
1,0,5,2,0,1,1,1,0,2,0,0.07492315281754715,True
1,7,0,0,0,1,0,0,0,1,3,0.9194289626110727,False
1,1,6,1,0,0,0,1,0,3,0,0.06899722222222222,True
1,0,1,2,3,2,0,0,1,0,3,0.8988248137841887,False
1,0,0,0,2,6,1,1,2,0,0,0.872570020478573,False
1,1,5,0,0,2,0,0,2,1,1,0.9365186039310163,False
1,0,6,0,1,1,0,2,0,1,1,0.097472654938554,True
1,3,0,2,3,0,1,0,3,0,0,0.11989855995460699,True
1,0,2,6,0,0,1,2,0,1,0,0.09643079138788285,True
1,5,0,0,3,0,3,0,0,0,1,0.09989855995460704,True
1,0,1,4,1,2,0,1,1,1,1,0.9380089377276737,False
1,0,2,2,0,4,0,2,1,0,1,0.8997576925149633,False
1,2,1,0,2,3,0,3,0,1,0,0.036896691051757274,True
1,0,2,3,0,3,0,0,4,0,0,0.9351624462722771,False
1,0,2,1,4,1,0,0,1,1,2,0.9321392036916568,False
1,4,0,2,1,1,2,0,1,1,0,0.9717516581068117,False
1,2,1,3,2,0,0,0,2,0,2,0.08760056426778133,True
1,0,5,0,3,0,0,0,1,3,0,0.06521597222222222,True
1,0,3,4,1,0,0,0,3,0,1,0.0755840847446383,True
1,0,2,3,2,1,2,1,0,1,0,0.12353627867521508,True
1,6,1,0,1,0,1,0,2,0,1,0.6380671691732025,False
1,1,0,2,2,3,0,1,0,1,2,0.8984340491493056,False
1,2,2,2,0,2,0,2,2,0,0,0.42220040124338143,True
1,0,1,0,6,1,1,0,0,1,2,0.22887293462931788,True
1,2,1,0,4,1,0,0,1,3,0,0.07037910405395621,True
1,5,0,0,0,3,0,1,3,0,0,0.9363232061548479,False
1,0,7,0,1,0,2,1,0,1,0,0.06924374999999999,True
1,1,2,0,1,4,1,0,2,0,1,0.8996148880987398,False
1,2,1,0,2,3,1,0,1,0,2,0.899336777643411,False
1,2,3,1,2,0,0,1,1,0,2,0.03808592336189963,True
1,2,0,0,4,2,1,1,0,1,1,0.9337953099503145,False
1,3,2,2,1,0,1,0,1,1,1,0.0897540338838037,True
1,7,0,0,0,1,1,3,0,0,0,0.6348359826973825,False
1,0,2,0,5,1,0,0,0,0,4,0.8906306133954052,False
1,0,6,2,0,0,0,3,0,0,1,0.053641322028083076,True
1,3,1,3,0,1,0,2,1,0,1,0.9588598010638514,False
1,2,4,2,0,0,2,0,0,0,2,0.05546389119044527,True
1,0,4,2,2,0,1,1,0,1,1,0.05236397553332493,True
1,0,1,3,2,2,1,0,2,0,1,0.9377414696275191,False
1,4,1,3,0,0,2,1,0,0,1,0.9692638865043876,False
1,1,2,1,1,3,2,0,0,2,0,0.12187554402708092,True
1,1,0,2,3,2,1,0,1,0,2,0.9186695579589483,False
1,1,2,5,0,0,0,0,3,1,0,0.17712906597600134,True
1,0,2,1,1,4,0,0,2,1,1,0.8988575461693911,False
1,4,0,1,0,3,1,0,0,0,3,0.879433825408039,False
1,4,0,4,0,0,0,1,0,2,1,0.9778104409369112,False
1,4,3,0,0,1,3,1,0,0,0,0.9629697050625079,False
1,0,2,3,1,2,0,3,1,0,0,0.08148552465619063,True
1,3,0,1,0,4,0,0,2,0,2,0.8781626615930597,False
1,3,0,0,3,2,0,0,2,0,2,0.9189153087862034,False
1,4,3,0,0,1,0,0,0,2,2,0.9349962348472356,False
1,4,0,2,0,2,2,2,0,0,0,0.944431763914208,False
1,2,1,1,4,0,0,0,0,3,1,0.049399023730603835,True
1,3,3,0,1,1,1,2,0,0,1,0.951923930387218,False
1,3,1,0,3,1,0,2,0,2,0,0.06967951550136865,True
1,5,0,1,0,2,0,0,0,4,0,0.11997463294020423,True
1,1,6,0,1,0,0,3,1,0,0,0.06963263888888889,True
1,1,5,1,0,1,4,0,0,0,0,0.978702897685941,False
1,1,2,2,1,2,0,1,1,0,2,0.919400446921011,False
1,1,0,3,1,3,1,1,2,0,0,0.9393454956032193,False
1,0,3,0,5,0,1,0,0,2,1,0.04510034601658955,True
1,0,1,3,2,2,2,0,1,1,0,0.9485472807327746,False
1,1,3,1,1,2,3,0,0,0,1,0.9394963809514555,False
1,0,1,0,1,6,1,1,2,0,0,0.872735388500981,False
1,1,0,3,0,4,2,2,0,0,0,0.9007588986273739,False
1,0,0,0,5,3,0,2,2,0,0,0.0646906691661809,True
1,4,0,2,0,2,0,1,1,2,0,0.6152626664205563,False
1,3,0,4,0,1,3,0,0,0,1,0.9571741968973179,False
1,0,1,4,0,3,2,0,0,2,0,0.9138282894663539,False
1,0,2,0,0,6,0,1,2,0,1,0.8600032425263942,False
1,2,0,0,4,2,0,1,0,3,0,0.046412742491671974,True
1,3,0,1,1,3,2,1,0,0,1,0.9196859018012155,False
1,6,0,0,0,2,1,1,0,0,2,0.919532072874623,False
1,0,0,2,3,3,0,2,1,0,1,0.9188960479197699,False
1,3,0,5,0,0,2,1,0,1,0,0.9852075201525807,False
1,0,3,1,3,1,0,0,1,3,0,0.06618122420518992,True
1,0,4,1,0,3,1,1,0,2,0,0.04201881502817154,True
1,0,3,1,4,0,0,0,1,0,3,0.008458132239465585,True
1,2,2,1,3,0,0,2,0,1,1,0.052208075368235185,True
1,1,4,0,0,3,1,1,0,1,1,0.9118495348716946,False
1,1,0,6,0,1,2,0,2,0,0,0.9647231928277392,False
1,5,0,3,0,0,2,0,1,0,1,0.9765015114899205,False
1,4,2,0,1,1,0,0,1,0,3,0.9195500545477633,False
1,0,0,2,3,3,1,0,1,2,0,0.12187554401591658,True
1,0,1,0,7,0,3,0,0,1,0,0.06,True
1,2,1,2,0,3,1,0,0,0,3,0.8789570148798235,False
1,4,0,0,2,2,0,3,1,0,0,0.0986189542532834,True
1,2,0,1,4,1,4,0,0,0,0,0.9781962155485119,False
1,2,0,0,6,0,0,1,2,0,1,0.04439733511265198,True
1,1,0,4,1,2,1,1,1,0,1,0.9375009144889032,False
1,1,0,3,1,3,0,0,2,0,2,0.8971790650583784,False
1,1,3,4,0,0,0,3,0,1,0,0.07863186572160728,True
1,1,0,4,1,2,0,2,1,0,1,0.9379592941398293,False
1,1,3,4,0,0,1,2,0,0,1,0.08142716293927368,True
1,1,0,2,0,5,1,0,3,0,0,0.8971741968973171,False
1,1,2,5,0,0,2,1,0,0,1,0.2028070418905981,True
1,4,2,1,1,0,0,0,0,0,4,0.05381786141533325,True
1,1,3,1,1,2,0,1,0,2,1,0.9266043364400142,False
1,1,1,4,2,0,0,1,1,2,0,0.07712114468004458,True
1,0,3,1,2,2,0,0,2,0,2,0.9192788618136518,False
1,1,3,3,1,0,1,0,0,0,3,0.03556987158717413,True
1,0,2,6,0,0,0,1,1,0,2,0.18591929436236806,True
1,0,2,2,1,3,0,1,1,1,1,0.9189344745977827,False
1,1,0,2,5,0,0,1,0,0,3,0.009361438855607732,True
1,2,2,0,4,0,0,2,1,1,0,0.065775,True
1,1,1,1,4,1,1,0,2,0,1,0.9584351106553965,False
1,2,6,0,0,0,0,0,4,0,0,0.07683338477525813,True
1,1,2,3,2,0,2,1,0,0,1,0.06602771344242665,True
1,1,2,3,1,1,0,2,0,1,1,0.9592012412241693,False
1,2,0,2,4,0,0,1,1,1,1,0.054530360756177544,True
1,2,1,4,0,1,1,2,0,1,0,0.18028115511809562,True
1,0,0,1,2,5,0,3,0,0,1,0.8764366443745372,False
1,0,0,2,5,1,0,1,0,1,2,0.9318483313394464,False
1,2,0,1,1,4,0,1,1,1,1,0.8989315208455715,False
1,0,1,3,2,2,3,0,0,0,1,0.9386580861083748,False
1,0,0,2,3,3,0,1,0,3,0,0.031216094061869225,True
1,0,0,3,4,1,0,1,1,2,0,0.08201878492417174,True
1,0,4,0,2,2,0,1,2,1,0,0.06848444872042109,True
1,1,3,4,0,0,1,2,0,0,1,0.08142716293927368,True
1,2,0,3,3,0,0,0,0,2,2,0.04792511764420444,True
1,4,1,3,0,0,1,0,0,1,2,0.9491464644936274,False
1,6,0,1,1,0,0,0,2,1,1,0.9633710555789626,False
1,0,3,0,1,4,2,0,0,2,0,0.054848443871466875,True
1,2,0,5,0,1,2,0,2,0,0,0.9718603710805119,False
1,4,1,1,0,2,2,1,0,0,1,0.9400068523255317,False
1,0,2,0,6,0,0,2,1,0,1,0.043330555555555594,True
1,4,0,0,0,4,1,2,0,1,0,0.5770436845515992,False
1,2,0,4,0,2,0,1,0,3,0,0.12676443854343147,True
1,3,2,0,1,2,0,1,2,1,0,0.1518884443264137,True
1,2,1,1,0,4,3,0,0,0,1,0.8996966426956887,False
1,0,4,1,0,3,0,1,1,2,0,0.04201881502817154,True
1,3,0,0,1,4,1,0,2,1,0,0.9114568353760731,False
1,5,1,0,2,0,2,0,1,0,1,0.10760056426778129,True
1,2,0,3,2,1,0,0,1,3,0,0.10699089775599184,True
1,0,3,1,2,2,1,1,1,0,1,0.9377310686550411,False
1,1,0,5,2,0,0,1,0,1,2,0.09217550737042936,True
1,0,1,1,2,4,0,0,0,2,2,0.8765068663804155,False
1,0,2,4,0,2,3,0,0,1,0,0.954108226431316,False
1,4,1,0,0,3,2,2,0,0,0,0.9162935463995977,False
1,2,3,0,1,2,1,2,1,0,0,0.10477662592648605,True
1,3,4,1,0,0,0,1,1,0,2,0.049300038330826856,True
1,2,0,5,0,1,0,0,3,0,1,0.9422112167653964,False
1,0,2,1,2,3,2,0,2,0,0,0.9391691785330518,False
1,5,0,0,1,2,0,0,0,4,0,0.06889405398791516,True
1,4,1,3,0,0,3,1,0,0,0,0.9235219161753947,False
1,1,3,1,2,1,0,1,0,0,3,0.9153582783569608,False
1,0,1,0,2,5,2,1,0,0,1,0.877422075920489,False
1,2,2,0,3,1,0,1,0,1,2,0.9317513741170387,False
1,5,0,0,1,2,4,0,0,0,0,0.9597393131941656,False
1,3,4,1,0,0,0,0,0,0,4,0.014811685717901183,True
1,4,4,0,0,0,2,0,0,0,2,0.054145897388846106,True
1,1,4,0,2,1,1,2,1,0,0,0.09206433273025644,True
1,1,0,3,3,1,0,0,1,0,3,0.918162366763474,False
1,2,3,2,1,0,3,0,1,0,0,0.09556829193529216,True
1,1,1,3,0,3,0,2,1,1,0,0.14004145974039822,True
1,6,0,0,0,2,2,1,0,0,1,0.939532072874623,False
1,3,1,4,0,0,1,1,1,0,1,0.9719614256942849,False
1,1,0,1,6,0,0,0,3,0,1,0.045201980390384706,True
1,1,1,2,3,1,0,1,0,2,1,0.9508371069305188,False
1,0,4,0,0,4,2,1,0,0,1,0.8960243834495512,False
1,3,1,0,2,2,0,2,1,1,0,0.07676475005309992,True
1,5,0,1,1,1,0,0,2,1,1,0.9584785228794445,False
1,0,5,0,0,3,4,0,0,0,0,0.9365770996457067,False
1,1,1,1,1,4,0,3,0,1,0,0.025478249243918505,True
1,0,2,2,2,2,0,0,0,0,4,0.8792537074993126,False
1,2,4,1,1,0,0,0,0,0,4,0.0029458518192664513,True
1,2,0,1,3,2,3,0,0,1,0,0.9444122440866037,False
1,0,1,2,0,5,3,0,0,1,0,0.893224819177783,False
1,0,0,0,3,5,1,1,1,0,1,0.878602553906875,False
1,2,2,0,1,3,0,2,0,1,1,0.9110969858078426,False
1,2,3,0,3,0,1,0,1,1,1,0.05168373089815092,True
1,1,1,1,1,4,1,1,0,1,1,0.8980760920137175,False
1,0,1,1,1,5,0,1,1,0,2,0.8596148880987394,False
1,1,1,2,4,0,0,3,0,1,0,0.06618310533548337,True
1,0,4,0,3,1,3,1,0,0,0,0.11712851536097567,True
1,1,1,2,2,2,1,1,0,1,1,0.938317988756239,False
1,2,1,0,0,5,1,0,0,0,3,0.8397824834558645,False
1,2,2,4,0,0,1,1,2,0,0,0.17873196879562456,True
1,3,0,3,2,0,0,2,0,1,1,0.08983591698472432,True
1,1,1,1,3,2,2,1,0,0,1,0.9383311939552885,False
1,0,2,1,3,2,1,1,0,2,0,0.05492312638675944,True
1,2,0,0,1,5,2,1,0,0,1,0.8790891759695092,False
1,0,3,5,0,0,1,0,1,0,2,0.09707077568064279,True
1,2,0,1,3,2,1,0,3,0,0,0.9585317850892362,False
1,3,1,1,1,2,1,1,2,0,0,0.9537920560523803,False
1,3,0,1,1,3,0,1,0,2,1,0.9176390524975179,False
1,4,0,3,0,1,0,1,0,0,3,0.9183236709339611,False
1,3,0,2,2,1,0,2,1,1,0,0.1195416921245014,True
1,1,1,6,0,0,0,1,1,1,1,0.9704466362253052,False
1,0,1,0,6,1,0,2,0,2,0,0.06472834938047235,True
1,1,3,2,1,1,1,2,0,0,1,0.9577895191990421,False
1,3,1,3,0,1,1,0,2,1,0,0.9732652963971933,False
1,3,2,1,1,1,0,0,1,1,2,0.9389452290567099,False
1,0,2,0,1,5,1,1,1,1,0,0.09109632708221416,True
1,7,1,0,0,0,0,0,0,0,4,0.9083182031290897,False
1,3,2,1,2,0,0,0,2,2,0,0.07525329447918506,True
1,3,4,0,0,1,0,1,0,3,0,0.06641274250893282,True
1,1,2,2,1,2,2,0,0,0,2,0.9193578820663945,False
1,0,1,0,0,7,0,0,1,3,0,0.04332058816520816,True
1,0,4,0,4,0,0,2,1,0,1,0.04740512274124468,True
1,1,0,3,3,1,0,0,2,1,1,0.9577849072737467,False
1,2,0,5,1,0,0,0,0,4,0,0.09044164342759478,True
1,3,0,0,1,4,1,1,1,1,0,0.8986549772211894,False
1,5,2,0,0,1,1,2,0,0,1,0.9574197769889562,False
1,2,1,0,1,4,3,0,0,1,0,0.9092295068544285,False
1,0,5,0,1,2,0,0,1,2,1,0.2329425167705173,True
1,6,0,1,1,0,0,1,2,0,1,0.9659058776352369,False
1,2,1,2,3,0,2,1,1,0,0,0.08059551394942113,True
1,1,1,4,1,1,0,0,0,1,3,0.917839066875381,False
1,0,2,4,0,2,3,0,0,1,0,0.954108226431316,False
1,0,5,0,1,2,0,1,3,0,0,0.13512271775371332,True
1,0,0,2,0,6,3,0,0,0,1,0.8585234692889144,False
1,1,3,4,0,0,0,2,1,1,0,0.08342471150156452,True
1,2,1,0,1,4,0,1,1,2,0,0.05472264300779841,True
