allocation_split,welfare_efficiency,final_level_a,final_level_b
1.0,0.6666666666666666,50.0,99.99999997592019
0.75,0.9613839096427661,53.3186487605389,63.849198247421654
0.5,0.9629927504350283,59.6291201783626,54.95097567963924
0.25,0.8424721776344034,73.4187472992221,51.66481891864541
0.0,0.3333333333333333,99.99999999999999,50.0
